chemical,name,molecular_weight,SMILES_string,Drug,InChI Key,SMILES,similarity
CIDs00035734,metrizamide,789.09599,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I,Metrizamide,BAQCROVBDNBEEB-UBYUBLNFSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I,91
CIDs44629000,"5-[[(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholino]methyl]-4-deuterio-2-dideuteriooxyphosphoryl-1,2,4-triazol-3-one",617.42505,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,Fosaprepitant,BARDROPHSZEBKC-OITMNORJSA-N,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,8
CIDs00522606,sodium perchlorate,122.440369,[O-]Cl(=O)(=O)=O.[Na+],Sodium Perchlorate,BAZAXWOYCMUHIX-UHFFFAOYSA-M,[O-]Cl(=O)(=O)=O.[Na+],89
CIDs03010818,telaprevir,679.84932,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,Telaprevir,BBAWEDCPNXPBQM-GDEBMMAJSA-N,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,90
CIDs16220016,Salmotonin,3431.8531,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,Calcitonin,BBBFJLBPOGFECG-UHFFFAOYSA-N,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,70
CIDs00071616,voriconazole,349.31047,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,Voriconazole,BCEHBSKCWLPMDN-MGPLVRAMSA-N,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,92
CIDs00208908,lapatinib,581.057543,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,Lapatinib,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,89
CIDs00003696,imipramine,280.40726,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Imipramine,BCGWQEUPMDMJNV-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,90
CIDs00003562,halothane,197.38155,C(C(F)(F)F)(Cl)Br,Halothane,BCQZXOMGPXTTIC-UHFFFAOYSA-N,C(C(F)(F)F)(Cl)Br,89
CIDs00002266,azelaic acid,188.22094,C(CCCC(=O)O)CCCC(=O)O,Azelaic Acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C(CCCC(=O)O)CCCC(=O)O,83
CIDs73415812,17432CG1KU,619.979937,C(=O)([O-])[O-].O.O.O.O.O.O.O.O.O.O.O.O.[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Al+3].[Al+3],Hydrotalcite,BEBILBPAQKONJS-UHFFFAOYSA-L,C(=O)([O-])[O-].O.O.O.O.O.O.O.O.O.O.O.O.[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Al+3].[Al+3],0
CIDs73995022,"Casein, tech.",2061.956962,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O,Casein,BECPQYXYKAMYBN-UHFFFAOYSA-N,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O,63
CIDs00039800,2-methyl-4-isothiazolin-3-one,115.1536,CN1C(=O)C=CS1,Methylisothiazolinone,BEGLCMHJXHIJLR-UHFFFAOYSA-N,CN1C(=O)C=CS1,80
CIDs00072081,terlipressin,1227.37216,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,Terlipressin,BENFXAYNYRLAIU-QSVFAHTRSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,92
CIDs00024266,sodium monofluorophosphate,143.949904,[O-]P(=O)([O-])F.[Na+].[Na+],Sodium Monofluorophosphate,BFDWBSRJQZPEEB-UHFFFAOYSA-L,[O-]P(=O)([O-])F.[Na+].[Na+],92
CIDs00005991,ethynylestradiol,296.40336,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,Ethinylestradiol,BFPYWIDHMRZLRN-SLHNCBLASA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,88
CIDs44462760,dabrafenib,519.56241,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,Dabrafenib,BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,90
CIDs00060198,exemestane,296.40336,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,Exemestane,BFYIZQONLCFLEV-DAELLWKTSA-N,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,90
CIDs00005593,tropicamide,284.3529,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,Tropicamide,BGDKAVGWHJFAGW-UHFFFAOYSA-N,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,91
CIDs00005355,sulpiride,341.42582,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,Sulpiride,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,89
CIDs91108026,"1-[3a,17 -bis(acetoxy)-2 -(1-piperidinyl)-5a-androstane-16 -yl]-1-methyl-piperidinium bromide",557.82738,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,Vecuronium,BGSZAXLLHYERSY-XQIGCQGXSA-N,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,14
CIDs71314856,3|A-Cholic Acid,408.5714,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,Cholic Acid,BHQCQFFYRZLCQQ-OELDTZBJSA-N,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,85
CIDs11528249,voclosporin,1214.62194,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,Voclosporin,BICRTLVBTLFLRD-PTWUADNWSA-N,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,91
CIDs06708482,fosinopril,563.662502,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,Fosinopril,BIDNLKIUORFRQP-FKDWWROVSA-N,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,90
CIDs10221470,artenimol,284.34806,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,Artenimol,BJDCWCLMFKKGEE-ISOSDAIHSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,89
CIDs71309907,L-Malic acid-13C4,138.058059,C(C(C(=O)O)O)C(=O)O,Malic Acid,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C(C(C(=O)O)O)C(=O)O,67
CIDs00007338,isoeugenol,164.20108,CC=CC1=CC(=C(C=C1)O)OC,Isoeugenol,BJIOGJUNALELMI-ONEGZZNKSA-N,CC=CC1=CC(=C(C=C1)O)OC,90
CIDs00027812,gestrinone,308.41406,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,Gestrinone,BJJXHLWLUDYTGC-ANULTFPQSA-N,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,90
CIDs05283734,tacalcitol,416.63646,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,Tacalcitol,BJYLYJCXYAMOFT-RSFVBTMBSA-N,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,90
CIDs00028864,lisuride,338.44664,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,Lysuride,BKRGVLQUQGGVSM-KBXCAEBGSA-N,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,75
CIDs16019993,Thallium-205,204.974427,[Tl],Thallium,BKVIYDNLLOSFOA-UHFFFAOYSA-N,[Tl],80
CIDs00002904,cyclopenthiazide,379.88272,C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,Cyclopenthiazide,BKYKPTRYDKTTJY-UHFFFAOYSA-N,C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,94
CIDs00047725,goserelin,1269.41046,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,Goserelin,BLCLNMBMMGCOAS-URPVMXJPSA-N,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,89
CIDs00002337,benzocaine,165.18914,CCOC(=O)C1=CC=C(C=C1)N,Benzocaine,BLFLLBZGZJTVJG-UHFFFAOYSA-N,CCOC(=O)C1=CC=C(C=C1)N,90
CIDm00002866,yohimbine,354.44274,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Yohimbine,BLGXFZZNTVWLAY-SCYLSFHTSA-N,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,89
CIDs67171867,SCHEMBL1814935,398.84616,CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O,Darolutamide,BLIJXOOIHRSQRB-PXYINDEMSA-N,CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O,0
CIDs00033624,timolol,316.41966,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,Timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,86
CIDs11556711,carfilzomib,719.90988,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,Carfilzomib,BLMPQMFVWMYDKT-NZTKNTHTSA-N,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,91
CIDs00004409,nabumetone,228.28634,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,90
CIDs09829523,midostaurin,570.6371,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Midostaurin,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,91
CIDs00030623,razoxane,268.26914,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Razoxane,BMKDZUISNHGIBY-UHFFFAOYSA-N,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,88
CIDs00071384,dexrazoxane,268.26914,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Dexrazoxane,BMKDZUISNHGIBY-ZETCQYMHSA-N,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,91
CIDs00114709,licarbazepine,254.28386,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,Eslicarbazepine,BMPDWHIDQYTSHX-AWEZNQCLSA-N,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,93
CIDs09854073,cabazitaxel,835.93238,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,Cabazitaxel,BMQGVNUXMIRLCK-OAGWZNDDSA-N,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,91
CIDs00003783,isoxsuprine,301.38012,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Isoxsuprine,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,91
CIDs00002327,benserazide,257.2432,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,Benserazide,BNQDCRGUHNALGH-UHFFFAOYSA-N,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,91
CIDs25217083,"6-deuterio-5-[2-ethoxy-5-(4-methylpiperazino)sulfonyl-phenyl]-1-methyl-3-propyl-pyrazolo[4,3-d]pyrimidin-7-one",475.582562,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,Sildenafil,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,7
CIDm00002610,cefadroxil,363.38828,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,Cefadroxil,BOEGTKLJZSQCCD-UEKVPHQBSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,90
CIDs25207802,"deuterio 4-[3,5-bis(2-deuteriooxyphenyl)-1,2,4-triazol-1-yl]benzoate",376.379985,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,Deferasirox,BOFQWVMAQOTZIW-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,18
CIDs00003475,gliclazide,323.41054,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,Gliclazide,BOVGTQGAOIONJV-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,90
CIDs00005394,temozolomide,194.15084,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Temozolomide,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,92
CIDs05281104,paricalcitol,416.63646,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,Paricalcitol,BPKAHTKRCLCHEA-UBFJEZKGSA-N,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,92
CIDs16135415,ziconotide,2639.13408,CC1C(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)NC(C(=O)NCC(=O)NC(C(=O)N3)CO)C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN,Ziconotide,BPKIMPVREBSLAJ-QTBYCLKRSA-N,CC1C(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)NC(C(=O)NCC(=O)NC(C(=O)N3)CO)C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN,90
CIDs00006869,penicillin V,350.38952,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,Phenoxymethylpenicillin,BPLBGHOLXOTWMN-MBNYWOFBSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,57
CIDs09820753,exametazime,272.38702,CC(C(=NO)C)NCC(C)(C)CNC(C)C(=NO)C,Exametazime,BPNZYADGDZPRTK-UDUYQYQQSA-N,CC(C(=NO)C)NCC(C)(C)CNC(C)C(=NO)C,91
CIDs24776445,vismodegib,421.29706,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,Vismodegib,BPQMGSKTAYIVFO-UHFFFAOYSA-N,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,90
CIDs00446157,rosuvastatin,481.537623,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,Rosuvastatin,BPRHUIZQVSMCRT-VEUZHWNKSA-N,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,92
CIDs00003410,formoterol,344.40486,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,Formoterol,BPZSYCZIITTYBL-UHFFFAOYSA-N,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,90
CIDs00104828,silver-110,109.906107,[Ag],Silver,BQCADISMDOOEFD-UHFFFAOYSA-N,[Ag],62
CIDs00031477,metipranolol,309.40058,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,Metipranolol,BQIPXWYNLPYNHW-UHFFFAOYSA-N,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,92
CIDs05288826,morphine,285.33766,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,Morphine,BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,88
CIDs00009363,ethamivan,223.26828,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,Ethamivan,BQJODPIMMWWMFC-UHFFFAOYSA-N,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,89
CIDs00134018,febuxostat,316.37484,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Febuxostat,BQSJTQLCZDPROO-UHFFFAOYSA-N,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,90
CIDs00005324,sulfaguanidine,214.2449,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,Sulfaguanidine,BRBKOPJOKNSWSG-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,93
CIDs05284603,oxycodone,315.36364,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,Oxycodone,BRUQQQPBMZOVGD-XFKAJCMBSA-N,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,89
CIDs00074989,atovaquone,366.83746,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,Atovaquone,BSJMWHQBCZFXBR-UHFFFAOYSA-N,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,90
CIDs16222096,cobimetinib,531.31002,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,Cobimetinib,BSMCAPRUBJMWDF-KRWDZBQOSA-N,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,91
CIDs00002244,aspirin,180.15742,CC(=O)OC1=CC=CC=C1C(=O)O,Aspirin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O,86
CIDs00002712,chlordiazepoxide,299.75486,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,Chlordiazepoxide,BUCORZSTKDOEKQ-UHFFFAOYSA-N,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,94
CIDs06326970,selenium,78.96,[Se],Selenium,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],88
CIDs00004054,memantine,179.30184,CC12CC3CC(C1)(CC(C3)(C2)N)C,Memantine,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C1)(CC(C3)(C2)N)C,89
CIDs71661251,elbasvir,882.0171,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,Elbasvir,BVAZQCUMNICBAQ-PZHYSIFUSA-N,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,88
