Drug,SOC_ABBREV,event_count,total_drug_reports,total_event_report,total_reports
Alemtuzumab,Prod,1,3043,20547,2398539
Alemtuzumab,Psych,52,3043,234508,2398539
Alemtuzumab,Renal,98,3043,54496,2398539
Alemtuzumab,Repro,25,3043,45896,2398539
Alemtuzumab,Resp,256,3043,144266,2398539
Alemtuzumab,Skin,213,3043,342793,2398539
Alemtuzumab,Vasc,74,3043,78716,2398539
Alendronic Acid,Blood,48,7389,71008,2398539
Alendronic Acid,Card,84,7389,85175,2398539
Alendronic Acid,Cong,15,7389,13078,2398539
Alendronic Acid,Ear,64,7389,19592,2398539
Alendronic Acid,Endo,6,7389,8562,2398539
Alendronic Acid,Eye,323,7389,75573,2398539
Alendronic Acid,Gastr,2820,7389,384857,2398539
Alendronic Acid,Hepat,22,7389,39495,2398539
Alendronic Acid,Immun,31,7389,44496,2398539
Alendronic Acid,Infec,158,7389,119417,2398539
Alendronic Acid,Metab,119,7389,66918,2398539
Alendronic Acid,Musc,1534,7389,127857,2398539
Alendronic Acid,Neopl,56,7389,30949,2398539
Alendronic Acid,Nerv,634,7389,369711,2398539
Alendronic Acid,Preg,10,7389,20629,2398539
Alendronic Acid,Prod,32,7389,20547,2398539
Alendronic Acid,Psych,211,7389,234508,2398539
Alendronic Acid,Renal,70,7389,54496,2398539
Alendronic Acid,Repro,40,7389,45896,2398539
Alendronic Acid,Resp,369,7389,144266,2398539
Alendronic Acid,Skin,662,7389,342793,2398539
Alendronic Acid,Vasc,81,7389,78716,2398539
Alexitol,Renal,1,2,54496,2398539
Alexitol,Skin,1,2,342793,2398539
Alfentanil,Blood,4,302,71008,2398539
Alfentanil,Card,48,302,85175,2398539
Alfentanil,Cong,3,302,13078,2398539
Alfentanil,Ear,2,302,19592,2398539
Alfentanil,Eye,7,302,75573,2398539
Alfentanil,Gastr,26,302,384857,2398539
Alfentanil,Hepat,8,302,39495,2398539
Alfentanil,Immun,23,302,44496,2398539
Alfentanil,Infec,4,302,119417,2398539
Alfentanil,Musc,7,302,127857,2398539
Alfentanil,Nerv,60,302,369711,2398539
Alfentanil,Preg,10,302,20629,2398539
Alfentanil,Prod,1,302,20547,2398539
Alfentanil,Psych,7,302,234508,2398539
Alfentanil,Renal,2,302,54496,2398539
Alfentanil,Resp,48,302,144266,2398539
Alfentanil,Skin,15,302,342793,2398539
Alfentanil,Vasc,27,302,78716,2398539
Alfuzosin,Blood,8,707,71008,2398539
Alfuzosin,Card,68,707,85175,2398539
Alfuzosin,Ear,7,707,19592,2398539
Alfuzosin,Endo,1,707,8562,2398539
Alfuzosin,Eye,22,707,75573,2398539
Alfuzosin,Gastr,105,707,384857,2398539
Alfuzosin,Hepat,8,707,39495,2398539
Alfuzosin,Immun,1,707,44496,2398539
Alfuzosin,Infec,8,707,119417,2398539
Alfuzosin,Metab,9,707,66918,2398539
Alfuzosin,Musc,54,707,127857,2398539
Alfuzosin,Neopl,1,707,30949,2398539
Alfuzosin,Nerv,160,707,369711,2398539
Alfuzosin,Prod,4,707,20547,2398539
Alfuzosin,Psych,47,707,234508,2398539
Alfuzosin,Renal,22,707,54496,2398539
Alfuzosin,Repro,33,707,45896,2398539
Alfuzosin,Resp,33,707,144266,2398539
Alfuzosin,Skin,72,707,342793,2398539
Alfuzosin,Vasc,44,707,78716,2398539
Alginic Acid,Blood,7,1220,71008,2398539
Alginic Acid,Card,26,1220,85175,2398539
Alginic Acid,Cong,7,1220,13078,2398539
Alginic Acid,Ear,2,1220,19592,2398539
Alginic Acid,Endo,1,1220,8562,2398539
Alginic Acid,Eye,21,1220,75573,2398539
Alginic Acid,Gastr,462,1220,384857,2398539
Alginic Acid,Hepat,6,1220,39495,2398539
Alginic Acid,Immun,48,1220,44496,2398539
Alginic Acid,Infec,18,1220,119417,2398539
Alginic Acid,Metab,25,1220,66918,2398539
Alginic Acid,Musc,16,1220,127857,2398539
Alginic Acid,Neopl,3,1220,30949,2398539
Alginic Acid,Nerv,95,1220,369711,2398539
Alginic Acid,Preg,17,1220,20629,2398539
Alginic Acid,Prod,67,1220,20547,2398539
Alginic Acid,Psych,70,1220,234508,2398539
Alginic Acid,Renal,9,1220,54496,2398539
Alginic Acid,Repro,5,1220,45896,2398539
Alginic Acid,Resp,120,1220,144266,2398539
Alginic Acid,Skin,176,1220,342793,2398539
Alginic Acid,Vasc,19,1220,78716,2398539
Alglucerase,Neopl,1,3,30949,2398539
Alglucerase,Nerv,2,3,369711,2398539
Alglucosidase Alfa,Card,22,512,85175,2398539
Alglucosidase Alfa,Ear,1,512,19592,2398539
Alglucosidase Alfa,Endo,2,512,8562,2398539
Alglucosidase Alfa,Eye,3,512,75573,2398539
Alglucosidase Alfa,Gastr,68,512,384857,2398539
Alglucosidase Alfa,Immun,11,512,44496,2398539
Alglucosidase Alfa,Infec,107,512,119417,2398539
Alglucosidase Alfa,Metab,5,512,66918,2398539
Alglucosidase Alfa,Musc,17,512,127857,2398539
Alglucosidase Alfa,Neopl,4,512,30949,2398539
Alglucosidase Alfa,Nerv,46,512,369711,2398539
Alglucosidase Alfa,Preg,8,512,20629,2398539
Alglucosidase Alfa,Prod,4,512,20547,2398539
Alglucosidase Alfa,Psych,17,512,234508,2398539
Alglucosidase Alfa,Renal,8,512,54496,2398539
Alglucosidase Alfa,Repro,2,512,45896,2398539
Alglucosidase Alfa,Resp,100,512,144266,2398539
Alglucosidase Alfa,Skin,48,512,342793,2398539
Alglucosidase Alfa,Vasc,39,512,78716,2398539
Alirocumab,Blood,3,1160,71008,2398539
Alirocumab,Card,52,1160,85175,2398539
Alirocumab,Cong,3,1160,13078,2398539
Alirocumab,Ear,10,1160,19592,2398539
Alirocumab,Eye,34,1160,75573,2398539
Alirocumab,Gastr,114,1160,384857,2398539
Alirocumab,Hepat,4,1160,39495,2398539
Alirocumab,Immun,15,1160,44496,2398539
Alirocumab,Infec,123,1160,119417,2398539
Alirocumab,Metab,23,1160,66918,2398539
Alirocumab,Musc,220,1160,127857,2398539
Alirocumab,Neopl,24,1160,30949,2398539
Alirocumab,Nerv,187,1160,369711,2398539
Alirocumab,Preg,1,1160,20629,2398539
Alirocumab,Prod,11,1160,20547,2398539
Alirocumab,Psych,65,1160,234508,2398539
Alirocumab,Renal,18,1160,54496,2398539
Alirocumab,Repro,10,1160,45896,2398539
Alirocumab,Resp,107,1160,144266,2398539
Alirocumab,Skin,109,1160,342793,2398539
Alirocumab,Vasc,27,1160,78716,2398539
Aliskiren,Blood,2,389,71008,2398539
Aliskiren,Card,8,389,85175,2398539
Aliskiren,Ear,2,389,19592,2398539
Aliskiren,Eye,8,389,75573,2398539
Aliskiren,Gastr,81,389,384857,2398539
Aliskiren,Hepat,2,389,39495,2398539
Aliskiren,Immun,2,389,44496,2398539
Aliskiren,Infec,7,389,119417,2398539
Aliskiren,Metab,19,389,66918,2398539
Aliskiren,Musc,66,389,127857,2398539
Aliskiren,Neopl,2,389,30949,2398539
Aliskiren,Nerv,56,389,369711,2398539
Aliskiren,Psych,29,389,234508,2398539
Aliskiren,Renal,27,389,54496,2398539
Aliskiren,Repro,1,389,45896,2398539
Aliskiren,Resp,18,389,144266,2398539
Aliskiren,Skin,43,389,342793,2398539
Aliskiren,Vasc,16,389,78716,2398539
Alitretinoin,Blood,3,215,71008,2398539
Alitretinoin,Card,2,215,85175,2398539
Alitretinoin,Ear,3,215,19592,2398539
Alitretinoin,Endo,1,215,8562,2398539
Alitretinoin,Eye,22,215,75573,2398539
Alitretinoin,Gastr,14,215,384857,2398539
Alitretinoin,Immun,1,215,44496,2398539
Alitretinoin,Infec,7,215,119417,2398539
Alitretinoin,Metab,2,215,66918,2398539
Alitretinoin,Musc,16,215,127857,2398539
Alitretinoin,Neopl,6,215,30949,2398539
Alitretinoin,Nerv,35,215,369711,2398539
Alitretinoin,Preg,3,215,20629,2398539
Alitretinoin,Psych,46,215,234508,2398539
Alitretinoin,Renal,3,215,54496,2398539
Alitretinoin,Repro,4,215,45896,2398539
Alitretinoin,Resp,9,215,144266,2398539
Alitretinoin,Skin,34,215,342793,2398539
Alitretinoin,Vasc,4,215,78716,2398539
Allantoin,Card,3,112,85175,2398539
Allantoin,Eye,6,112,75573,2398539
Allantoin,Gastr,8,112,384857,2398539
Allantoin,Immun,4,112,44496,2398539
Allantoin,Infec,2,112,119417,2398539
Allantoin,Musc,3,112,127857,2398539
Allantoin,Nerv,9,112,369711,2398539
Allantoin,Prod,2,112,20547,2398539
Allantoin,Psych,1,112,234508,2398539
Allantoin,Renal,1,112,54496,2398539
Allantoin,Resp,2,112,144266,2398539
Allantoin,Skin,68,112,342793,2398539
Allantoin,Vasc,3,112,78716,2398539
Allium Cepa,Gastr,1,4,384857,2398539
Allium Cepa,Nerv,2,4,369711,2398539
Allium Cepa,Skin,1,4,342793,2398539
Allium Sativum,Blood,2,54,71008,2398539
Allium Sativum,Card,3,54,85175,2398539
Allium Sativum,Eye,2,54,75573,2398539
Allium Sativum,Gastr,16,54,384857,2398539
Allium Sativum,Hepat,3,54,39495,2398539
Allium Sativum,Immun,1,54,44496,2398539
Allium Sativum,Nerv,12,54,369711,2398539
Allium Sativum,Prod,1,54,20547,2398539
Allium Sativum,Psych,3,54,234508,2398539
Allium Sativum,Renal,2,54,54496,2398539
Allium Sativum,Repro,1,54,45896,2398539
Allium Sativum,Resp,3,54,144266,2398539
Allium Sativum,Skin,3,54,342793,2398539
Allium Sativum,Vasc,2,54,78716,2398539
Allopurinol,Blood,243,3711,71008,2398539
Allopurinol,Card,68,3711,85175,2398539
Allopurinol,Cong,9,3711,13078,2398539
Allopurinol,Ear,18,3711,19592,2398539
Allopurinol,Endo,5,3711,8562,2398539
Allopurinol,Eye,93,3711,75573,2398539
Allopurinol,Gastr,413,3711,384857,2398539
Allopurinol,Hepat,108,3711,39495,2398539
Allopurinol,Immun,50,3711,44496,2398539
Allopurinol,Infec,101,3711,119417,2398539
Allopurinol,Metab,102,3711,66918,2398539
Allopurinol,Musc,159,3711,127857,2398539
Allopurinol,Neopl,20,3711,30949,2398539
Allopurinol,Nerv,332,3711,369711,2398539
Allopurinol,Preg,15,3711,20629,2398539
Allopurinol,Prod,13,3711,20547,2398539
Allopurinol,Psych,146,3711,234508,2398539
Allopurinol,Renal,172,3711,54496,2398539
Allopurinol,Repro,82,3711,45896,2398539
Allopurinol,Resp,83,3711,144266,2398539
Allopurinol,Skin,1393,3711,342793,2398539
Allopurinol,Vasc,86,3711,78716,2398539
Allyloestrenol,Cong,3,5,13078,2398539
Allyloestrenol,Gastr,1,5,384857,2398539
Allyloestrenol,Nerv,1,5,369711,2398539
Almasilate,Gastr,2,2,384857,2398539
Almotriptan,Card,4,43,85175,2398539
Almotriptan,Gastr,13,43,384857,2398539
Almotriptan,Immun,1,43,44496,2398539
Almotriptan,Musc,5,43,127857,2398539
Almotriptan,Neopl,1,43,30949,2398539
Almotriptan,Nerv,8,43,369711,2398539
Almotriptan,Prod,1,43,20547,2398539
Almotriptan,Psych,5,43,234508,2398539
Almotriptan,Renal,1,43,54496,2398539
Almotriptan,Resp,3,43,144266,2398539
Almotriptan,Skin,1,43,342793,2398539
Alogliptin,Blood,2,743,71008,2398539
Alogliptin,Card,20,743,85175,2398539
Alogliptin,Cong,1,743,13078,2398539
Alogliptin,Eye,29,743,75573,2398539
Alogliptin,Gastr,256,743,384857,2398539
Alogliptin,Hepat,8,743,39495,2398539
Alogliptin,Immun,6,743,44496,2398539
Alogliptin,Infec,11,743,119417,2398539
Alogliptin,Metab,21,743,66918,2398539
Alogliptin,Musc,51,743,127857,2398539
Alogliptin,Neopl,3,743,30949,2398539
Alogliptin,Nerv,93,743,369711,2398539
Alogliptin,Psych,32,743,234508,2398539
Alogliptin,Renal,10,743,54496,2398539
Alogliptin,Repro,7,743,45896,2398539
Alogliptin,Resp,34,743,144266,2398539
Alogliptin,Skin,157,743,342793,2398539
Alogliptin,Vasc,2,743,78716,2398539
Aloin,Blood,1,4,71008,2398539
Aloin,Resp,1,4,144266,2398539
Aloin,Skin,1,4,342793,2398539
Aloin,Vasc,1,4,78716,2398539
Aloxiprin,Ear,1,33,19592,2398539
Aloxiprin,Eye,3,33,75573,2398539
Aloxiprin,Gastr,9,33,384857,2398539
Aloxiprin,Hepat,2,33,39495,2398539
Aloxiprin,Metab,2,33,66918,2398539
Aloxiprin,Musc,1,33,127857,2398539
Aloxiprin,Nerv,3,33,369711,2398539
Aloxiprin,Renal,2,33,54496,2398539
Aloxiprin,Skin,10,33,342793,2398539
Alpelisib,Blood,2,192,71008,2398539
Alpelisib,Cong,1,192,13078,2398539
Alpelisib,Ear,1,192,19592,2398539
Alpelisib,Eye,6,192,75573,2398539
Alpelisib,Gastr,53,192,384857,2398539
Alpelisib,Hepat,3,192,39495,2398539
Alpelisib,Immun,3,192,44496,2398539
Alpelisib,Infec,4,192,119417,2398539
Alpelisib,Metab,51,192,66918,2398539
Alpelisib,Musc,3,192,127857,2398539
Alpelisib,Neopl,19,192,30949,2398539
Alpelisib,Nerv,10,192,369711,2398539
Alpelisib,Psych,2,192,234508,2398539
Alpelisib,Resp,1,192,144266,2398539
Alpelisib,Skin,30,192,342793,2398539
Alpelisib,Vasc,3,192,78716,2398539
Alpha-1 Proteinase Inhibitor,Infec,1,7,119417,2398539
Alpha-1 Proteinase Inhibitor,Nerv,3,7,369711,2398539
Alpha-1 Proteinase Inhibitor,Prod,1,7,20547,2398539
Alpha-1 Proteinase Inhibitor,Psych,2,7,234508,2398539
Alpha-Amylcinnamaldehyde,Skin,1,1,342793,2398539
Alpha-Pinene,Skin,1,1,342793,2398539
Alphadolone Acetate,Blood,7,1156,71008,2398539
Alphadolone Acetate,Card,95,1156,85175,2398539
Alphadolone Acetate,Cong,2,1156,13078,2398539
Alphadolone Acetate,Eye,18,1156,75573,2398539
Alphadolone Acetate,Gastr,25,1156,384857,2398539
Alphadolone Acetate,Hepat,5,1156,39495,2398539
Alphadolone Acetate,Immun,72,1156,44496,2398539
Alphadolone Acetate,Infec,4,1156,119417,2398539
Alphadolone Acetate,Metab,3,1156,66918,2398539
Alphadolone Acetate,Musc,12,1156,127857,2398539
Alphadolone Acetate,Nerv,54,1156,369711,2398539
Alphadolone Acetate,Psych,6,1156,234508,2398539
Alphadolone Acetate,Renal,5,1156,54496,2398539
Alphadolone Acetate,Resp,236,1156,144266,2398539
Alphadolone Acetate,Skin,132,1156,342793,2398539
Alphadolone Acetate,Vasc,480,1156,78716,2398539
Alphaxalone,Blood,7,1157,71008,2398539
Alphaxalone,Card,95,1157,85175,2398539
Alphaxalone,Cong,2,1157,13078,2398539
Alphaxalone,Eye,18,1157,75573,2398539
Alphaxalone,Gastr,25,1157,384857,2398539
Alphaxalone,Hepat,5,1157,39495,2398539
Alphaxalone,Immun,72,1157,44496,2398539
Alphaxalone,Infec,4,1157,119417,2398539
Alphaxalone,Metab,3,1157,66918,2398539
Alphaxalone,Musc,12,1157,127857,2398539
Alphaxalone,Nerv,54,1157,369711,2398539
Alphaxalone,Psych,6,1157,234508,2398539
Alphaxalone,Renal,5,1157,54496,2398539
Alphaxalone,Resp,236,1157,144266,2398539
Alphaxalone,Skin,132,1157,342793,2398539
Alphaxalone,Vasc,481,1157,78716,2398539
Alprazolam,Blood,4,479,71008,2398539
Alprazolam,Card,9,479,85175,2398539
Alprazolam,Cong,1,479,13078,2398539
Alprazolam,Ear,2,479,19592,2398539
Alprazolam,Eye,10,479,75573,2398539
Alprazolam,Gastr,33,479,384857,2398539
Alprazolam,Hepat,3,479,39495,2398539
Alprazolam,Infec,5,479,119417,2398539
Alprazolam,Metab,6,479,66918,2398539
Alprazolam,Musc,8,479,127857,2398539
Alprazolam,Nerv,114,479,369711,2398539
Alprazolam,Preg,2,479,20629,2398539
Alprazolam,Prod,7,479,20547,2398539
Alprazolam,Psych,216,479,234508,2398539
Alprazolam,Renal,2,479,54496,2398539
Alprazolam,Repro,3,479,45896,2398539
Alprazolam,Resp,17,479,144266,2398539
Alprazolam,Skin,32,479,342793,2398539
Alprazolam,Vasc,5,479,78716,2398539
Alprostadil,Blood,2,389,71008,2398539
Alprostadil,Card,17,389,85175,2398539
Alprostadil,Cong,1,389,13078,2398539
Alprostadil,Ear,1,389,19592,2398539
Alprostadil,Eye,20,389,75573,2398539
Alprostadil,Gastr,18,389,384857,2398539
Alprostadil,Hepat,1,389,39495,2398539
Alprostadil,Immun,3,389,44496,2398539
Alprostadil,Infec,7,389,119417,2398539
Alprostadil,Metab,1,389,66918,2398539
Alprostadil,Musc,26,389,127857,2398539
Alprostadil,Neopl,2,389,30949,2398539
Alprostadil,Nerv,44,389,369711,2398539
Alprostadil,Prod,9,389,20547,2398539
Alprostadil,Psych,9,389,234508,2398539
Alprostadil,Renal,31,389,54496,2398539
Alprostadil,Repro,115,389,45896,2398539
Alprostadil,Resp,5,389,144266,2398539
Alprostadil,Skin,33,389,342793,2398539
Alprostadil,Vasc,44,389,78716,2398539
Alseroxylon,Metab,2,2,66918,2398539
Alteplase,Blood,6,845,71008,2398539
Alteplase,Card,59,845,85175,2398539
Alteplase,Cong,1,845,13078,2398539
Alteplase,Endo,3,845,8562,2398539
Alteplase,Eye,16,845,75573,2398539
Alteplase,Gastr,116,845,384857,2398539
Alteplase,Hepat,6,845,39495,2398539
Alteplase,Immun,71,845,44496,2398539
Alteplase,Infec,9,845,119417,2398539
Alteplase,Metab,3,845,66918,2398539
Alteplase,Musc,15,845,127857,2398539
Alteplase,Neopl,1,845,30949,2398539
Alteplase,Nerv,251,845,369711,2398539
Alteplase,Preg,4,845,20629,2398539
Alteplase,Prod,2,845,20547,2398539
Alteplase,Psych,7,845,234508,2398539
Alteplase,Renal,14,845,54496,2398539
Alteplase,Repro,1,845,45896,2398539
Alteplase,Resp,65,845,144266,2398539
Alteplase,Skin,114,845,342793,2398539
Alteplase,Vasc,81,845,78716,2398539
Althaea,Card,2,96,85175,2398539
Althaea,Ear,2,96,19592,2398539
Althaea,Eye,2,96,75573,2398539
Althaea,Gastr,35,96,384857,2398539
Althaea,Immun,6,96,44496,2398539
Althaea,Musc,2,96,127857,2398539
Althaea,Nerv,14,96,369711,2398539
Althaea,Prod,8,96,20547,2398539
Althaea,Renal,2,96,54496,2398539
Althaea,Resp,8,96,144266,2398539
Althaea,Skin,15,96,342793,2398539
Altretamine,Nerv,2,4,369711,2398539
Altretamine,Psych,2,4,234508,2398539
Aluminium Chloride,Blood,1,103,71008,2398539
Aluminium Chloride,Card,2,103,85175,2398539
Aluminium Chloride,Gastr,2,103,384857,2398539
Aluminium Chloride,Immun,4,103,44496,2398539
Aluminium Chloride,Musc,3,103,127857,2398539
Aluminium Chloride,Nerv,10,103,369711,2398539
Aluminium Chloride,Prod,4,103,20547,2398539
Aluminium Chloride,Psych,1,103,234508,2398539
Aluminium Chloride,Resp,1,103,144266,2398539
Aluminium Chloride,Skin,75,103,342793,2398539
Aluminium Chlorohydrate,Card,1,7,85175,2398539
Aluminium Chlorohydrate,Infec,1,7,119417,2398539
Aluminium Chlorohydrate,Nerv,1,7,369711,2398539
Aluminium Chlorohydrate,Renal,1,7,54496,2398539
Aluminium Chlorohydrate,Skin,1,7,342793,2398539
Aluminium Chlorohydrate,Vasc,2,7,78716,2398539
Aluminium Glycinate,Eye,1,5,75573,2398539
Aluminium Glycinate,Gastr,2,5,384857,2398539
Aluminium Glycinate,Renal,2,5,54496,2398539
Aluminium Hydroxide,Blood,6,916,71008,2398539
Aluminium Hydroxide,Card,24,916,85175,2398539
Aluminium Hydroxide,Cong,9,916,13078,2398539
Aluminium Hydroxide,Ear,2,916,19592,2398539
Aluminium Hydroxide,Eye,14,916,75573,2398539
Aluminium Hydroxide,Gastr,361,916,384857,2398539
Aluminium Hydroxide,Hepat,5,916,39495,2398539
Aluminium Hydroxide,Immun,33,916,44496,2398539
Aluminium Hydroxide,Infec,15,916,119417,2398539
Aluminium Hydroxide,Metab,40,916,66918,2398539
Aluminium Hydroxide,Musc,15,916,127857,2398539
Aluminium Hydroxide,Neopl,4,916,30949,2398539
Aluminium Hydroxide,Nerv,74,916,369711,2398539
Aluminium Hydroxide,Preg,10,916,20629,2398539
Aluminium Hydroxide,Prod,10,916,20547,2398539
Aluminium Hydroxide,Psych,45,916,234508,2398539
Aluminium Hydroxide,Renal,7,916,54496,2398539
Aluminium Hydroxide,Repro,5,916,45896,2398539
Aluminium Hydroxide,Resp,55,916,144266,2398539
Aluminium Hydroxide,Skin,164,916,342793,2398539
Aluminium Hydroxide,Vasc,18,916,78716,2398539
Aluminium Oxide,Resp,1,4,144266,2398539
Aluminium Oxide,Skin,3,4,342793,2398539
Alverine,Card,13,273,85175,2398539
Alverine,Cong,2,273,13078,2398539
Alverine,Ear,1,273,19592,2398539
Alverine,Eye,6,273,75573,2398539
Alverine,Gastr,46,273,384857,2398539
Alverine,Hepat,27,273,39495,2398539
Alverine,Immun,12,273,44496,2398539
Alverine,Infec,1,273,119417,2398539
Alverine,Metab,4,273,66918,2398539
Alverine,Musc,6,273,127857,2398539
Alverine,Nerv,54,273,369711,2398539
Alverine,Preg,1,273,20629,2398539
Alverine,Prod,1,273,20547,2398539
Alverine,Psych,24,273,234508,2398539
Alverine,Renal,3,273,54496,2398539
Alverine,Repro,3,273,45896,2398539
Alverine,Resp,15,273,144266,2398539
Alverine,Skin,47,273,342793,2398539
Alverine,Vasc,7,273,78716,2398539
Amantadine,Blood,2,526,71008,2398539
Amantadine,Card,16,526,85175,2398539
Amantadine,Cong,2,526,13078,2398539
Amantadine,Ear,1,526,19592,2398539
Amantadine,Eye,23,526,75573,2398539
Amantadine,Gastr,39,526,384857,2398539
Amantadine,Hepat,9,526,39495,2398539
Amantadine,Infec,8,526,119417,2398539
Amantadine,Metab,10,526,66918,2398539
Amantadine,Musc,10,526,127857,2398539
Amantadine,Nerv,104,526,369711,2398539
Amantadine,Preg,1,526,20629,2398539
Amantadine,Psych,193,526,234508,2398539
Amantadine,Renal,10,526,54496,2398539
Amantadine,Repro,2,526,45896,2398539
Amantadine,Resp,21,526,144266,2398539
Amantadine,Skin,57,526,342793,2398539
Amantadine,Vasc,18,526,78716,2398539
Amatuximab,Gastr,2,4,384857,2398539
Amatuximab,Neopl,1,4,30949,2398539
Amatuximab,Resp,1,4,144266,2398539
Ambrisentan,Blood,3,165,71008,2398539
Ambrisentan,Card,8,165,85175,2398539
Ambrisentan,Eye,8,165,75573,2398539
Ambrisentan,Gastr,20,165,384857,2398539
Ambrisentan,Hepat,6,165,39495,2398539
Ambrisentan,Immun,2,165,44496,2398539
Ambrisentan,Infec,9,165,119417,2398539
Ambrisentan,Metab,7,165,66918,2398539
Ambrisentan,Musc,10,165,127857,2398539
Ambrisentan,Neopl,4,165,30949,2398539
Ambrisentan,Nerv,19,165,369711,2398539
Ambrisentan,Prod,2,165,20547,2398539
Ambrisentan,Psych,1,165,234508,2398539
Ambrisentan,Renal,3,165,54496,2398539
Ambrisentan,Resp,52,165,144266,2398539
Ambrisentan,Skin,10,165,342793,2398539
Ambrisentan,Vasc,1,165,78716,2398539
Ambroxol,Blood,1,16,71008,2398539
Ambroxol,Eye,4,16,75573,2398539
Ambroxol,Hepat,1,16,39495,2398539
Ambroxol,Musc,1,16,127857,2398539
Ambroxol,Psych,3,16,234508,2398539
Ambroxol,Skin,5,16,342793,2398539
Ambroxol,Vasc,1,16,78716,2398539
Ambucetamide,Skin,2,2,342793,2398539
Ambutonium,Gastr,1,1,384857,2398539
Amidotrizoic Acid,Blood,4,1015,71008,2398539
Amidotrizoic Acid,Card,67,1015,85175,2398539
Amidotrizoic Acid,Endo,2,1015,8562,2398539
Amidotrizoic Acid,Eye,30,1015,75573,2398539
Amidotrizoic Acid,Gastr,166,1015,384857,2398539
Amidotrizoic Acid,Hepat,4,1015,39495,2398539
Amidotrizoic Acid,Immun,76,1015,44496,2398539
Amidotrizoic Acid,Infec,23,1015,119417,2398539
Amidotrizoic Acid,Metab,9,1015,66918,2398539
Amidotrizoic Acid,Musc,11,1015,127857,2398539
Amidotrizoic Acid,Nerv,117,1015,369711,2398539
Amidotrizoic Acid,Psych,15,1015,234508,2398539
Amidotrizoic Acid,Renal,10,1015,54496,2398539
Amidotrizoic Acid,Repro,5,1015,45896,2398539
Amidotrizoic Acid,Resp,149,1015,144266,2398539
Amidotrizoic Acid,Skin,187,1015,342793,2398539
Amidotrizoic Acid,Vasc,140,1015,78716,2398539
Amifampridine,Gastr,10,23,384857,2398539
Amifampridine,Musc,4,23,127857,2398539
Amifampridine,Nerv,4,23,369711,2398539
Amifampridine,Prod,2,23,20547,2398539
Amifampridine,Psych,1,23,234508,2398539
Amifampridine,Resp,2,23,144266,2398539
Amifostine,Ear,1,3,19592,2398539
Amifostine,Nerv,1,3,369711,2398539
Amifostine,Renal,1,3,54496,2398539
Amikacin,Blood,7,429,71008,2398539
Amikacin,Card,5,429,85175,2398539
Amikacin,Cong,1,429,13078,2398539
Amikacin,Ear,79,429,19592,2398539
Amikacin,Endo,1,429,8562,2398539
Amikacin,Eye,11,429,75573,2398539
Amikacin,Gastr,81,429,384857,2398539
Amikacin,Hepat,13,429,39495,2398539
Amikacin,Immun,7,429,44496,2398539
Amikacin,Infec,40,429,119417,2398539
Amikacin,Metab,11,429,66918,2398539
Amikacin,Musc,5,429,127857,2398539
Amikacin,Neopl,4,429,30949,2398539
Amikacin,Nerv,39,429,369711,2398539
Amikacin,Preg,5,429,20629,2398539
Amikacin,Prod,2,429,20547,2398539
Amikacin,Psych,11,429,234508,2398539
Amikacin,Renal,26,429,54496,2398539
Amikacin,Repro,2,429,45896,2398539
