Drug,chembl_id,Similar drug,Similar chembl id,SMILES,InChI Key,ATC Classifications
Camphor,CHEMBL15768,,CHEMBL1316134,CC1(C)C2CC[C@@]1(C)C(=O)C2,DSSYKIVIOFKYAU-MHPPCMCBSA-N,Unknown
Camphor,CHEMBL15768,CAMPHOR,CHEMBL504760,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,DSSYKIVIOFKYAU-XCBNKYQSSA-N,C01EB02
Camptothecin,CHEMBL65,,CHEMBL71836,CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,VSJKWCGYPAHWDS-HXUWFJFHSA-N,Unknown
Camptothecin,CHEMBL65,,CHEMBL276820,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,VSJKWCGYPAHWDS-UHFFFAOYSA-N,Unknown
Canagliflozin,CHEMBL2048484,,CHEMBL4777815,Cc1ccc([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,XTNGUQKDFGDXSJ-PFKOEMKTSA-N,Unknown
Canagliflozin,CHEMBL2048484,CANAGLIFLOZIN,CHEMBL4594217,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O,RCCZPUWDQVUJAB-FVYJGOGTSA-N,A10BK02
Canagliflozin,CHEMBL2048484,,CHEMBL3348871,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,XTNGUQKDFGDXSJ-AZKGINQHSA-N,Unknown
Canagliflozin,CHEMBL2048484,CANAGLIFLOZIN,CHEMBL2103841,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O,VHOFTEAWFCUTOS-TUGBYPPCSA-N,Unknown
Cangrelor,CHEMBL334966,CANGRELOR TETRASODIUM,CHEMBL1097279,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],COWWROCHWNGJHQ-OPKBHZIBSA-J,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL3810140,C=C(C)[C@H]1CCC(C)=C[C@@H]1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-MSOLQXFVSA-N,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL236171,C=C(C)C1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-QRWMCTBCSA-N,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL5414718,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCCCC)cc1O,GGHRHCGOMWNLCE-VQTJNVASSA-N,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL5408804,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCCCCCCCCC)cc1O,GGPZODGSFUJDBF-LOSJGSFVSA-N,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL5396624,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCCCCC)cc1O,HXPWAXPFMKPESR-LEWJYISDSA-N,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL5173255,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCCC)cc1O,HAKUWGCTBUVNJQ-RBUKOAKNSA-N,Unknown
Cannabidiol,CHEMBL190461,,CHEMBL5190596,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCC)cc1O,WBRXESQKGXYDOL-DLBZAZTESA-N,Unknown
Canrenoic Acid,CHEMBL1616951,,CHEMBL4761217,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,PBKZPPIHUVSDNM-UHFFFAOYSA-N,Unknown
Canrenoic Acid,CHEMBL1616951,,CHEMBL3040641,C[C@]12CCC(=O)C=C1C=CC1C2CC[C@@]2(C)C1CC[C@@]2(O)CCC(=O)O,PBKZPPIHUVSDNM-GMTJQTPWSA-N,Unknown
Canrenoic Acid,CHEMBL1616951,,CHEMBL1625600,C[C@@]12CCC(=O)C=C1C=C[C@H]1[C@H]3CC[C@](O)(CCC(=O)O)[C@]3(C)CC[C@@H]12,PBKZPPIHUVSDNM-PACCEGMYSA-N,Unknown
Canrenoic Acid,CHEMBL1616951,,CHEMBL1623993,C[C@]12CCC3C(C=CC4=CC(=O)CC[C@]43C)C1CC[C@]2(O)CCC(=O)O,PBKZPPIHUVSDNM-YEQDYGLLSA-N,Unknown
Canrenoic Acid,CHEMBL1616951,,CHEMBL1603234,C[C@@]12CCC(=O)C=C1C=C[C@H]1[C@H]3CC[C@](O)(CCC(=O)[O-])[C@]3(C)CC[C@@H]12.[K+],JTZQCHFUGHIPDF-VVVGYMLQSA-M,Unknown
Canrenoic Acid,CHEMBL1616951,,CHEMBL1512073,C[C@]12CCC3C(C=CC4=CC(=O)CC[C@]43C)C1CC[C@]2(O)CCC(=O)[O-].[K+],JTZQCHFUGHIPDF-FZXQIVKBSA-M,Unknown
Canrenoic Acid,CHEMBL1616951,CANRENOATE POTASSIUM,CHEMBL1371200,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+],JTZQCHFUGHIPDF-RYVBEKKQSA-M,C03DA02
Capecitabine,CHEMBL1773,,CHEMBL1516281,CCCCCOC(=O)Nc1nc(=O)n(C2O[C@H](C)[C@@H](O)[C@@H]2O)cc1F,GAGWJHPBXLXJQN-SJKQPDGISA-N,Unknown
Capecitabine,CHEMBL1773,,CHEMBL144071,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,GAGWJHPBXLXJQN-UHFFFAOYSA-N,Unknown
Capsaicin,CHEMBL294199,,CHEMBL3187928,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,YKPUWZUDDOIDPM-UHFFFAOYSA-N,Unknown
Capsaicin,CHEMBL294199,ZUCAPSAICIN,CHEMBL313971,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,YKPUWZUDDOIDPM-VURMDHGXSA-N,M02AB02
Captopril,CHEMBL1560,,CHEMBL162360,C[C@H](CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-ULUSZKPHSA-N,Unknown
Captopril,CHEMBL1560,,CHEMBL161170,C[C@@H](CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-PKPIPKONSA-N,Unknown
Captopril,CHEMBL1560,,CHEMBL76577,C[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,FAKRSMQSSFJEIM-NKWVEPMBSA-N,Unknown
Captopril,CHEMBL1560,,CHEMBL27686,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-UHFFFAOYSA-N,Unknown
Captopril,CHEMBL1560,D-CAPTOPRIL,CHEMBL434965,C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,FAKRSMQSSFJEIM-RNFRBKRXSA-N,Unknown
Captopril,CHEMBL1560,,CHEMBL269634,C[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)O,FAKRSMQSSFJEIM-BQBZGAKWSA-N,Unknown
Captopril,CHEMBL1560,,CHEMBL4779943,C[C@H](CS)C(=O)N1CCCC[C@@H]1C(=O)O,FFNRAOIWXHDKFF-HTQZYQBOSA-N,Unknown
Captopril,CHEMBL1560,,CHEMBL86579,C[C@H](CS)C(=O)N1CCCC[C@H]1C(=O)O,FFNRAOIWXHDKFF-SFYZADRCSA-N,Unknown
Carbachol,CHEMBL14,CARBAMOYLCHOLINE,CHEMBL965,C[N+](C)(C)CCOC(N)=O,VPJXQGSRWJZDOB-UHFFFAOYSA-O,Unknown
Carbenicillin,CHEMBL1214,CARBENICILLIN POTASSIUM,CHEMBL2105992,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],DNAXYSPCMDEAQB-GJUCOGTPSA-M,Unknown
Carbenicillin,CHEMBL1214,,CHEMBL2028502,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)O.[Na+],CNLSIVKXSBRGQP-UHFFFAOYSA-M,Unknown
Carbenicillin,CHEMBL1214,,CHEMBL1616445,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,FPPNZSSZRUTDAP-UHFFFAOYSA-N,Unknown
Carbenicillin,CHEMBL1214,,CHEMBL1357162,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+],RTYJTGSCYUUYAL-UHFFFAOYSA-L,Unknown
Carbenicillin,CHEMBL1214,CARBENICILLIN DISODIUM,CHEMBL606260,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],RTYJTGSCYUUYAL-YCAHSCEMSA-L,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL4514279,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,OBZHEBDUNPOCJG-UHFFFAOYSA-N,Unknown
Carbenoxolone,CHEMBL499915,CARBENOXOLONE SODIUM,CHEMBL1697717,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.[Na+].[Na+],BQENDLAVTKRQMS-SBBGFIFASA-L,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL1623799,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2C(=O)C=C2[C@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@@]21C,OBZHEBDUNPOCJG-VAYCWJGJSA-N,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL1620740,CC1(C)C(OC(=O)CCC(=O)O)CC[C@]2(C)C1CC[C@@]1(C)C2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CCC21C,OBZHEBDUNPOCJG-GOKKEXLQSA-N,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL1513295,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2C(=O)C=C2[C@H]3C[C@](C)(C(=O)[O-])CC[C@]3(C)CC[C@@]21C.[Na+].[Na+],BQENDLAVTKRQMS-NJWFAWCSSA-L,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL1438284,CC1(C)C(OC(=O)CCC(=O)[O-])CC[C@]2(C)C1CC[C@@]1(C)C2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CCC21C.[Na+].[Na+],BQENDLAVTKRQMS-UYEHNEGPSA-L,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL276700,CC12CC[C@](C)(C(=O)O)CC1C1=CC(=O)[C@@H]3C4(C)CCC(OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CCC3(C)[C@]1(C)CC2,OBZHEBDUNPOCJG-WZCASOPNSA-N,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL448708,CC1(C)[C@@H](OC(=O)CCCCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,MIPPVHMCEFAVGL-LLVBBBEWSA-N,Unknown
Carbenoxolone,CHEMBL499915,,CHEMBL444697,CC1(C)[C@@H](OC(=O)CCCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,ZTNPXVGUEPZDFZ-BMJPTYCDSA-N,Unknown
Carbidopa,CHEMBL1201236,,CHEMBL1417392,C[C@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,TZFNLOMSOLWIDK-SNVBAGLBSA-N,Unknown
Carbidopa,CHEMBL1201236,CARBIDOPA,CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,QTAOMKOIBXZKND-PPHPATTJSA-N,Unknown
Carbidopa,CHEMBL1201236,,CHEMBL1179357,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,TZFNLOMSOLWIDK-UHFFFAOYSA-N,Unknown
Carbidopa,CHEMBL1201236,,CHEMBL71946,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,QTAOMKOIBXZKND-UHFFFAOYSA-N,Unknown
Carbinoxamine,CHEMBL864,ROTOXAMINE TARTRATE,CHEMBL3989797,CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)C(O)C(O)C(=O)O,YNDXBZSTECRKLI-NTISSMGPSA-N,Unknown
Carbinoxamine,CHEMBL864,ROTOXAMINE,CHEMBL1740361,CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1,OJFSXZCBGQGRNV-INIZCTEOSA-N,Unknown
Carbinoxamine,CHEMBL864,,CHEMBL1724768,CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,GVNWHCVWDRNXAZ-ZSJYYTRTSA-N,Unknown
Carbinoxamine,CHEMBL864,,CHEMBL1519829,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C/C(=O)O,GVNWHCVWDRNXAZ-WLHGVMLRSA-N,Unknown
Carbinoxamine,CHEMBL864,CARBINOXAMINE MALEATE,CHEMBL1200974,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,GVNWHCVWDRNXAZ-BTJKTKAUSA-N,Unknown
Carbocisteine,CHEMBL396416,,CHEMBL4303635,NCCCC[C@H](N)C(=O)O.N[C@@H](CSCC(=O)O)C(=O)O.O,QVJUWKMADMJHJZ-PBUQCQDLSA-N,Unknown
Carbocisteine,CHEMBL396416,,CHEMBL1447969,NC(CSCC(=O)O)C(=O)O,GBFLZEXEOZUWRN-UHFFFAOYSA-N,Unknown
Carboprost,CHEMBL1237122,,CHEMBL4059601,CCCCCC(C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,DLJKPYFALUEJCK-HGUCYINHSA-N,Unknown
Carboprost,CHEMBL1237122,,CHEMBL1909299,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C/CCCC(=O)O)[C@@H](O)C[C@H]1O,DLJKPYFALUEJCK-MRVZPHNRSA-N,Unknown
Carboprost,CHEMBL1237122,CARBOPROST TROMETHAMINE,CHEMBL1237105,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO,UMMADZJLZAPZAW-XOWPVRJPSA-N,Unknown
Carbuterol,CHEMBL2110780,CARBUTEROL HYDROCHLORIDE,CHEMBL2106022,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1.Cl,QHWYYBXPBFQGNI-UHFFFAOYSA-N,Unknown
Carfecillin,CHEMBL1095283,CARBENICILLIN PHENYL SODIUM,CHEMBL2105996,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],JXSBZDNBNJTHBJ-JPZUGYNPSA-M,Unknown
Carfilzomib,CHEMBL451887,,CHEMBL5204484,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@]1(C)CO1,BLMPQMFVWMYDKT-IKKRJENISA-N,Unknown
Carfilzomib,CHEMBL451887,,CHEMBL4517879,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,QDVJKVNBVYCKQL-IRGSGCJKSA-N,Unknown
Carfilzomib,CHEMBL451887,,CHEMBL4460843,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)[C@@]1(C)CO1,QIPFTDYRRXUZHK-PJUNNCNDSA-N,Unknown
Carfilzomib,CHEMBL451887,,CHEMBL4468592,CC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)[C@@]1(C)CO1,ASCMOIBPDVBIQT-JHESMCJISA-N,Unknown
Carfilzomib,CHEMBL451887,,CHEMBL491463,CC(C)C[C@H](NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,VHQVETWOGUYAAD-DNHJLFCISA-N,Unknown
Carglumic Acid,CHEMBL1201780,,CHEMBL1891960,NC(=O)NC(CCC(=O)O)C(=O)O,LCQLHJZYVOQKHU-UHFFFAOYSA-N,Unknown
Carisoprodol,CHEMBL1233,,CHEMBL1472619,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,OFZCIYFFPZCNJE-LBPRGKRZSA-N,Unknown
Carteolol,CHEMBL839,,CHEMBL1741777,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,LWAFSWPYPHEXKX-NSHDSACASA-N,Unknown
Carteolol,CHEMBL839,CARTEOLOL HYDROCHLORIDE,CHEMBL1201002,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,FYBXRCFPOTXTJF-UHFFFAOYSA-N,Unknown
Carvedilol,CHEMBL723,(R)-Carvedilol,CHEMBL3798017,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-QGZVFWFLSA-N,Unknown
Carvedilol,CHEMBL723,,CHEMBL3799125,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-KRWDZBQOSA-N,Unknown
Carvedilol,CHEMBL723,,CHEMBL2440794,COc1ccccc1OCC(O)CNCCOc1cccc2[nH]c3ccccc3c12,LBSCMGLWYCRKQK-UHFFFAOYSA-N,Unknown
Carvedilol,CHEMBL723,,CHEMBL1437006,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=C(O)C(O)C(O)C(=O)O,WWXYYTOHUGNKSA-UHFFFAOYSA-N,Unknown
Carvedilol,CHEMBL723,CARVEDILOL PHOSPHATE,CHEMBL1201167,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,XCPXNPBILMXKNX-UHFFFAOYSA-N,Unknown
Carvedilol,CHEMBL723,,CHEMBL2440792,COc1ccccc1OCCCNCC(O)COc1cccc2[nH]c3ccccc3c12,UMKVCAQGQBPXMY-UHFFFAOYSA-N,Unknown
Caspofungin,CHEMBL1630575,CASPOFUNGIN ACETATE,CHEMBL5314378,CC(=O)O.CC(=O)O.CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OGUJBRYAAJYXQP-IJFZAWIJSA-N,Unknown
Caspofungin,CHEMBL1630575,,CHEMBL4750941,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)C([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C([C@@H](C)O)NC1=O,JYIKNQVWKBUSNH-LAZAGNLISA-N,Unknown
Caspofungin,CHEMBL1630575,CASPOFUNGIN,CHEMBL499808,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JYIKNQVWKBUSNH-OGZDCFRISA-N,Unknown
Caspofungin,CHEMBL1630575,,CHEMBL1793852,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XQTOEGVAOWZIFC-OAOGYFCRSA-N,Unknown
Catechu,CHEMBL311498,,CHEMBL1256783,O.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,OFUMQWOJBVNKLR-NQQJLSKUSA-N,Unknown
Catechu,CHEMBL311498,,CHEMBL1172228,O.Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,OFUMQWOJBVNKLR-UHFFFAOYSA-N,Unknown
Catechu,CHEMBL311498,(-)-EPICATECHIN,CHEMBL583912,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-UKRRQHHQSA-N,Unknown
Catechu,CHEMBL311498,CATECHIN,CHEMBL206452,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,Unknown
Catechu,CHEMBL311498,(-)-CATECHIN,CHEMBL200715,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-HIFRSBDPSA-N,Unknown
Catechu,CHEMBL311498,(+)-EPICATECHIN,CHEMBL129482,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-ZFWWWQNUSA-N,Unknown
Catechu,CHEMBL311498,,CHEMBL80941,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-AWKYBWMHSA-N,Unknown
Kanamycin,CHEMBL1384,,CHEMBL4751482,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=C(O)C(F)(F)F,FNTPPZVPOTVPST-KMCOLRRFSA-N,Unknown
Kanamycin,CHEMBL1384,,CHEMBL1623920,NCC1O[C@@H](OC2C(N)C[C@H](N)[C@@H](O[C@H]3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,SBUJHOSQTJFQJX-SIHAOZHBSA-N,Unknown
Kanamycin,CHEMBL1384,,CHEMBL1512386,NCC1O[C@@H](OC2C(N)C[C@H](N)[C@@H](O[C@H]3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O=S(=O)(O)O,OOYGSFOGFJDDHP-DNFFAVGOSA-N,Unknown
Kanamycin,CHEMBL1384,,CHEMBL1487860,NC[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H](N)C[C@H]2N)[C@@H](O)[C@H](O)[C@@H]1O,SBUJHOSQTJFQJX-WFRBNVNTSA-N,Unknown
Kanamycin,CHEMBL1384,,CHEMBL1486384,NC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](N)[C@@H]3O)[C@H](N)C[C@@H]2N)[C@@H](O)[C@H](O)[C@H]1O,SBUJHOSQTJFQJX-HZKXJDKASA-N,Unknown
Kanamycin,CHEMBL1384,KANAMYCIN SULFATE,CHEMBL1446,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,OOYGSFOGFJDDHP-KMCOLRRFSA-N,Unknown
Kanamycin,CHEMBL1384,KANAMYCIN A,CHEMBL223520,NC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@@H](O)[C@H](O)[C@H]1O,SBUJHOSQTJFQJX-KSACQAOKSA-N,Unknown
Kanamycin,CHEMBL1384,,CHEMBL266589,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,SBUJHOSQTJFQJX-UHFFFAOYSA-N,Unknown
Afamelanotide,CHEMBL441738,AFAMELANOTIDE ACETATE,CHEMBL4297213,CC(=O)O.CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,LBIUKNXYUXOWFF-CRYSLBJVSA-N,Unknown
Afamelanotide,CHEMBL441738,INTERMEDINE,CHEMBL214332,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,WHNFPRLDDSXQCL-UAZQEYIDSA-N,Unknown
Afatinib,CHEMBL1173655,,CHEMBL4102656,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,ULXXDDBFHOBEHA-ONEGZZNKSA-N,Unknown
