Drug,PubChem CID,InChI Key,SMILES,STITCH ID,BNF Code,chembl_id,atc_codes
Afamelanotide,16197727,UAHFGYDRQSXQEB-LEBBXHLNSA-N,CCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NCC(=O)NC(CCCCN)C(=O)N5CCCC5C(=O)NC(C(C)C)C(=O)N)NC(=O)C(CO)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CO)NC(=O)C,CIDs16132139,,CHEMBL441738,['D02BB02']
Afatinib,10184653,ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,CIDs10184653,['0801050BPAA'],CHEMBL1173655,['L01EB03']
Aflibercept,No PubChem CID found,No InChI Key found,No SMILES found,,['1108020AIAA'],,
Agomelatine,82148,YJYPHIXNFHFHND-UHFFFAOYSA-N,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,CIDs00082148,['0403040Z0AA'],CHEMBL10878,['N06AX22']
Agrimonia,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Agropyron Repens,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ajmaline,6100671,CJDRUOGAGYHKKD-RQBLFBSQSA-N,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C,CIDs00002073,,,[]
Alanine,5950,QNAYBMKLOCPYGJ-REOHCLBHSA-N,CC(C(=O)O)N,CIDs00000602,"['091101000BB', '0913445A0AA', '0913445A0BG', '091101000AA', '0913213A0AA', '0913213A0BG', '0913445A0BC']",CHEMBL279597,[]
Alathon Polyethylene Resin,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Albendazole,2082,HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,CIDs00002082,['0505030A0AA'],CHEMBL1483,['P02CA03']
Albumin,No PubChem CID found,No InChI Key found,No SMILES found,,"['0902022A0AA', '0902022A0BF', '0801050BEAA']",,
Alchemilla Vulgaris,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Alclofenac,30951,ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,CIDs00030951,,CHEMBL94081,['M01AB06']
Alclometasone,5311000,FJXOGVLKCZQRDN-PHCHRAKRSA-N,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,CIDs05311000,['1304000B0AA'],CHEMBL1201361,[]
Alcloxa,136146352,VTKMMWSAJLCWSM-UHFFFAOYSA-H,C1(C(=O)NC(=N1)[O-])NC(=O)N.[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,[]
Alectinib,49806720,KDGFLJKFZUIJMX-UHFFFAOYSA-N,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,,['0801050CDAA'],CHEMBL1738797,['L01ED03']
Alemtuzumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0802030E0AA'],,
Alendronic Acid,2088,OGSPWJRAVKPPFI-UHFFFAOYSA-N,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,CIDs91402627,"['0606020A0AA', '0606020Y0AA']",CHEMBL870,['M05BA04']
Alexitol,No PubChem CID found,No InChI Key found,No SMILES found,,['0101010A0AA'],,
Alfentanil,51263,IDBPHNDTYPBSNI-UHFFFAOYSA-N,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,CIDs00051263,['1501043A0AA'],CHEMBL634,['N01AH02']
Alfuzosin,2092,WNMJYKCGWZFFKR-UHFFFAOYSA-N,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,CIDs00002092,['0704010A0AA'],CHEMBL709,['G04CA01']
Alginic Acid,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Alglucerase,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Alglucosidase Alfa,No PubChem CID found,No InChI Key found,No SMILES found,,['0908010AHAA'],,
Alirocumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0212000AIAA'],,
Aliskiren,5493444,UXOWGYHJODZGMF-QORCZRPOSA-N,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,CIDs05493444,['0205053A0AA'],CHEMBL1639,['C09XA02']
Alitretinoin,449171,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CIDs05282379,['1305010AFAA'],CHEMBL705,"['D11AH04', 'L01XF02']"
Allantoin,204,POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N,CIDs00000204,"['1305020C0AA', '0107010N0AA']",CHEMBL593429,[]
Allium Cepa,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Allium Sativum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Allopurinol,135401907,OFCNXPDARWKPPY-UHFFFAOYSA-N,C1=NNC2=C1C(=O)NC=N2,,['1001040C0AA'],CHEMBL1467,"['M04AA01', 'M04AA51']"
Allyloestrenol,235905,ATXHVCQZZJYMCF-XUDSTZEESA-N,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,CIDs00235905,,CHEMBL3185133,[]
Almasilate,156054,HZVVJJIYJKGMFL-UHFFFAOYSA-N,O.O[Si](=O)O.O[Si](=O)O.[Mg+2].[Al+3].[Al+3],CIDs00156054,,,[]
Almotriptan,123606,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,CIDs00123606,['0407041B0AA'],CHEMBL1505,['N02CC05']
Alogliptin,11450633,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,CIDs11450633,"['0601023AJAA', '0601023AKAA']",CHEMBL376359,['A10BH04']
Aloin,12305761,AFHJQYHRLPMKHU-OSYMLPPYSA-N,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,,,CHEMBL2103763,[]
Aloxiprin,71586929,MXCPYJZDGPQDRA-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[O-2].[O-2].[Al+3].[Al+3],CIDs71586929,,,[]
Alpelisib,56649450,STUWGJZDJHPWGZ-LBPRGKRZSA-N,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,CIDs75163532,,CHEMBL2396661,['L01EM03']
Alpha-1 Proteinase Inhibitor,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Alpha-Amylcinnamaldehyde,31209,HMKKIXGYKWDQSV-UHFFFAOYSA-N,CCCCCC(=CC1=CC=CC=C1)C=O,CIDs00031209,,CHEMBL3183519,[]
Alpha-Pinene,6654,GRWFGVWFFZKLTI-UHFFFAOYSA-N,CC1=CCC2CC1C2(C)C,CIDs00006654,,CHEMBL442565,[]
Alphadolone Acetate,24733,QRJOQYLXZPQQMX-FWROMSNXSA-N,CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,CIDs00091061,,CHEMBL1874407,[]
Alphaxalone,104845,DUHUCHOQIDJXAT-OLVMNOGESA-N,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,CIDs00104845,,CHEMBL190279,['N01AX05']
Alprazolam,2118,VREFGVBLTWBCJP-UHFFFAOYSA-N,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,CIDs00002118,['0401020A0AA'],CHEMBL661,['N05BA12']
Alprostadil,5280723,GMVPRGQOIOIIMI-DWKJAMRDSA-N,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,CIDs00149351,"['0704050B0AA', '0701011D0AA']",CHEMBL495,"['G04BE01', 'C01EA01']"
Alseroxylon,62816,GMRWGQCZJGVHKL-UHFFFAOYSA-N,C1C(O1)CCl.C(CNCCNCCNCCN)N,CIDs00062816,,,[]
Alteplase,No PubChem CID found,No InChI Key found,No SMILES found,,['0210020V0AA'],,
Althaea,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Altretamine,2123,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,CIDs00002123,,CHEMBL1455,['L01XX03']
Aluminium Chloride,24012,VSCWAEJMTAWNJL-UHFFFAOYSA-K,[Al](Cl)(Cl)Cl,CIDs00024012,['1312000C0AA'],CHEMBL3833401,[]
Aluminium Chlorohydrate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Aluminium Glycinate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Aluminium Hydroxide,No PubChem CID found,No InChI Key found,No SMILES found,,['0101010C0AA'],,
Aluminium Oxide,9989226,PNEYBMLMFCGWSK-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[Al+3].[Al+3],CIDs09989226,['1306010A0AA'],,[]
Aluminium Sulphate,24850,DIZPMCHEQGEION-UHFFFAOYSA-H,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],CIDs00024850,,CHEMBL3833402,[]
Alverine,3678,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,CIDs00003678,"['0102000A0AA', '0102000C0AA', '0102000AJAA']",CHEMBL253371,"['A03AX58', 'A03AX08']"
Amantadine,2130,DKNWSYNQZKUICI-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)(C3)N,CIDs00002130,"['0409010B0AA', '0503040C0AA']",CHEMBL660,['N04BB01']
Amatuximab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ambrisentan,6918493,OUJTZYPIHDYQMC-LJQANCHMSA-N,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,CIDs06918493,['0205010X0AA'],CHEMBL1111,['C02KX02']
Ambroxol,2132,JBDGDEWWOUBZPM-UHFFFAOYSA-N,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,,,CHEMBL1477775,[]
Ambucetamide,10616,WUSAVCGXMSWMQM-UHFFFAOYSA-N,CCCCN(CCCC)C(C1=CC=C(C=C1)OC)C(=O)N,CIDs00010616,,CHEMBL2104638,[]
Ambutonium,8277,KFZMXOLSYABOSE-UHFFFAOYSA-O,CC[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N,,,CHEMBL2110771,[]
Amidotrizoic Acid,2140,YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,CIDs46780135,,CHEMBL1201220,['V08AA01']
Amifampridine,5918,OYTKINVCDFNREN-UHFFFAOYSA-N,C1=CN=CC(=C1N)N,CIDs00005918,['100201000AA'],CHEMBL354077,['N07XX05']
Amifostine,2141,JKOQGQFVAUAYPM-UHFFFAOYSA-N,C(CN)CNCCSP(=O)(O)O,CIDs00002141,['0801000V0AA'],CHEMBL1006,['V03AF05']
Amikacin,37768,LKCWBDHBTVXHDL-RMDFUYIESA-N,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,CIDs00037768,['0501040C0AA'],CHEMBL177,"['S01AA21', 'D06AX12', 'J01GB06']"
Amiloride,16231,XSDQTOBWRPYKKA-UHFFFAOYSA-N,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,,"['0202040A0AA', '0202040D0AA', '0202030C0AA', '0202040B0AA', '020400030AA']",CHEMBL945,['C03DB01']
Amino Acids,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Aminoacridine,7019,XJGFWWJLMVZSIG-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,CIDs00007019,"['1203010Q0AA', '1203030M0AA']",CHEMBL43184,['D08AA02']
Aminobenzoic Acid,978,ALYNCZNDIQEVRV-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)O)N,CIDs00000978,,CHEMBL542,['D02BA01']
Aminocaproic Acid,564,SLXKOJJOQWFEFD-UHFFFAOYSA-N,C(CCC(=O)O)CCN,CIDs12966981,,CHEMBL1046,['B02AA01']
Aminoglutethimide,2145,ROBVIMPUHSLWNV-UHFFFAOYSA-N,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,CIDs00002145,['0803041A0AA'],CHEMBL488,['L02BG01']
Aminohippuric Acid,2148,HSMNQINEKMPTIC-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NCC(=O)O)N,CIDs00002148,,CHEMBL463,['V04CH30']
Aminolevulinic Acid,137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,C(CC(=O)O)C(=O)CN,CIDs00000137,,CHEMBL601,['L01XD04']
Aminophylline,9433,FQPFAHBPWDRTLU-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,CIDs00009433,"['0301030B0AA', '0301030C0AA', '0301030B0BC']",CHEMBL1370561,"['R03DA55', 'R03DA05']"
Aminoxidase,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Amiodarone,2157,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,CIDs00450474,"['0203020D0AA', '0203020D0BG']",CHEMBL633,['C01BD01']
Amiphenazole,10275,UPOYFZYFGWBUKL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(N=C(S2)N)N,CIDs00010275,,CHEMBL1514085,[]
Amisulpride,2159,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,CIDs00002159,['0402010A0AA'],CHEMBL243712,['N05AL05']
Amitriptyline,2160,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CIDs00002160,"['0403010B0AA', '100302000AA']",CHEMBL629,['N06AA09']
Amivantamab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Amlodipine,2162,HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CIDs00002162,"['0206020A0AA', '0206020Z0AA', '0205052ABAA', '0205051ACAA']",CHEMBL1491,['C08CA01']
Ammonia,222,QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,CIDs00000222,"['0309020B0AA', '190500000AA', '030902020AA', '0309020T0AA', '190400000AA']",CHEMBL1160819,[]
Ammonium Bicarbonate,14013,ATRRKUHOCOJYRX-UHFFFAOYSA-N,C(=O)(O)[O-].[NH4+],,,,[]
Ammonium Carbonate,517111,PRKQVKDSMLBJBJ-UHFFFAOYSA-N,C(=O)([O-])[O-].[NH4+].[NH4+],,,CHEMBL2105849,[]
Ammonium Chloride,25517,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[NH4+].[Cl-],CIDs16211389,"['0704030C0AA', '190400000AA', '0309020AHAA']",CHEMBL1200939,"['B05XA04', 'G04BA01']"
Amorolfine,54260,MQHLMHIZUIDKOO-AYHJJNSGSA-N,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,CIDm00002168,['1310020A0AA'],CHEMBL489411,['D01AE16']
Amoxapine,2170,QWGDMFLQWFTERH-UHFFFAOYSA-N,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,CIDs00002170,['0403010C0AA'],CHEMBL1113,['N06AA17']
Amoxycillin,33613,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,CIDs00033613,,CHEMBL1082,['J01CA04']
Amphotericin B,5280965,APKFDSVGJQXUKY-INPOYWNPSA-N,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,CIDs05280965,"['1203020C0AA', '0502030A0AA', '1103020A0AA']",CHEMBL267345,"['J02AA01', 'A01AB04', 'A07AA07', 'G01AA03']"
Ampicillin,6249,AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,CIDs00006249,['0501013E0AA'],CHEMBL174,"['J01CA01', 'J01CA51', 'S01AA19']"
Amprenavir,65016,YMARZQAQMVYCKC-OEMFJLHTSA-N,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CIDs00065016,"['0503010I0AA', '0503010M0AA']",CHEMBL116,['J05AE05']
Amsacrine,2179,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,CIDs00002179,['0801050C0AA'],CHEMBL43,['L01XX01']
Amyl Nitrite,10026,CSDTZUBPSYWZDX-UHFFFAOYSA-N,CCCCCON=O,CIDs00010026,['0206010A0AA'],CHEMBL3188202,[]
Amylase,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Amylmetacresol,14759,CKGWFZQGEQJZIL-UHFFFAOYSA-N,CCCCCC1=C(C=C(C=C1)C)O,CIDs00014759,"['1203030A0AA', '1203030AAAA']",CHEMBL1512677,[]
Amylobarbitone,2164,VIROVYVQCGLCII-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,CIDs45038160,,CHEMBL267894,['N05CA02']
Amylocaine,10767,FDMBBCOBEAVDAO-UHFFFAOYSA-N,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1,CIDs06604265,,CHEMBL1740065,[]
Anagrelide,135409400,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,,['0901040A0AA'],CHEMBL760,['L01XX35']
Anakinra,No PubChem CID found,No InChI Key found,No SMILES found,,['1001030R0AA'],,
Anamirta Cocculus,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Anastrozole,2187,YBBLVLTVTVSKRW-UHFFFAOYSA-N,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CIDs00002187,['0803041B0AA'],CHEMBL1399,['L02BG03']
Ancrod,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Andexanet Alfa,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Anethum Graveolens,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Anidulafungin,166548,JHVAMHSQVVQIOT-MFAJLEFUSA-N,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,CIDs00166548,['0502040A0AA'],CHEMBL264241,['J02AX06']
Anifrolumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Anistreplase,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Antazoline,2200,REYFJDPCWQRWAA-UHFFFAOYSA-N,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,CIDs00002200,"['1104020B0AA', '1303000C0AA']",CHEMBL1305,"['R01AC04', 'R06AX05']"
Anti-D (Rho) Immunoglobulin,No PubChem CID found,No InChI Key found,No SMILES found,,['1405030A0AA'],,
"Anti-Inhibitor Coagulant Complex, Dried",No PubChem CID found,No InChI Key found,No SMILES found,,,,
Antilymphocyte Immunoglobulins,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Antithrombin Iii,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Apalutamide,24872560,HJBWBFZLDZWPHF-UHFFFAOYSA-N,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,,['0803042V0AA'],CHEMBL3183409,['L02BB05']
Apatinib,11315474,WPEWQEMJFLWMLV-UHFFFAOYSA-N,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,CIDs11315474,['0801050ATAA'],CHEMBL3186534,[]
Aphanes Arvensis,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Apium Graveolens,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Apixaban,10182969,QNZCBYKSOIHPEH-UHFFFAOYSA-N,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,CIDs10182969,['0208020Z0AA'],CHEMBL231779,['B01AF02']
Apomorphine,6005,VMWNQDUVQKEIOC-CYBMUJFWSA-N,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,,"['0704050G0AA', '0409010A0AA', '0409010ACAA']",CHEMBL53,"['N04BC07', 'G04BE07']"
Apraclonidine,2216,IEJXVRYNEISIKR-UHFFFAOYSA-N,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,CIDs00002216,['1108020J0AA'],CHEMBL647,['S01EA03']
Apremilast,11561674,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,CIDs11561674,['1001030AAAA'],CHEMBL514800,['L04AA32']
Aprepitant,135413536,ATALOFNDEOCMKK-OITMNORJSA-N,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,CIDs25207706,"['0406000ADAA', '0406000AEAA']",CHEMBL1471,['A04AD12']
Aprotinin,22833874,ZPNFWUPYTFPOJU-UHFFFAOYSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC,CIDs22833874,['0211000H0AA'],,[]
Arachis Hypogea,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Arachis Oil,No PubChem CID found,No InChI Key found,No SMILES found,,"['1309000G0AA', '0106030A0AA', '0106030A0BB', '1305020S0AA', '0408020Q0AA', '1103020E0AA']",,
Aralia Racemosa,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Arbutamine,60789,IIRWWTKISYTTBL-SFHVURJKSA-N,C1=CC(=CC=C1CCCCNCC(C2=CC(=C(C=C2)O)O)O)O,CIDs00060789,,CHEMBL1201251,['C01CA22']
Arctium,100528,XOJVHLIYNSOZOO-SWOBOCGESA-N,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)OC,CIDs00100528,,CHEMBL388452,[]
Areca,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Argatroban,92722,KXNPVXPOPUZYGB-IOVMHBDKSA-N,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,CIDm00002232,,CHEMBL1166,['B01AE03']
Arginine,6322,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C(CC(C(=O)O)N)CN=C(N)N,CIDs00000232,"['0913445A0AA', '0913445A0BH', '091101000AA', '091101000BB', '0205051Z0AA', '0205051Z0BB', '0205051Y0AA', '0205051Y0BB']",CHEMBL1485,[]
Argipressin,644077,KBZOIRJILGZLEJ-LGYYRGKSSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,CIDs00008230,['0605020W0AA'],CHEMBL373742,[]
Aripiprazole,60795,CEUORZQYGODEFX-UHFFFAOYSA-N,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,CIDs00060795,"['0402010ADAA', '0402020ADAA']",CHEMBL1112,['N05AX12']
Arnica,No PubChem CID found,No InChI Key found,No SMILES found,,"['190205500BB', '1003020ADAA', '1003020ADBB']",,
Arsenic Trioxide,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[As+3].[As+3],CIDs00014888,,,[]
Artemether,68911,SXYIRMFQILZOAM-HVNFFKDJSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,CIDs00068911,['0504010AAAA'],CHEMBL566534,['P01BE02']
Artenimol,3000518,BJDCWCLMFKKGEE-ISOSDAIHSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,CIDs10221470,['0504010ABAA'],CHEMBL307261,[]
Articaine,32170,QTGIAADRBBLJGA-UHFFFAOYSA-N,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,CIDs06604377,,CHEMBL1093,"['N01BB58', 'N01BB08']"
