Link,Drug Name
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000790969065.zip&amp;agency=MHRA,Anifrolumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000930576269.zip&amp;agency=MHRA,Anistreplase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000414082534.zip&amp;agency=MHRA,Antazoline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000221199382.zip&amp;agency=MHRA,Anti-D (Rho) Immunoglobulin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000138292911.zip&amp;agency=MHRA,"Anti-Inhibitor Coagulant Complex, Dried"
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000950769253.zip&amp;agency=MHRA,Antilymphocyte Immunoglobulins
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001058533989.zip&amp;agency=MHRA,Antithrombin Iii
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000115291478.zip&amp;agency=MHRA,Apalutamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000476671432.zip&amp;agency=MHRA,Apatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001013005731.zip&amp;agency=MHRA,Aphanes Arvensis
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000078753844.zip&amp;agency=MHRA,Apium Graveolens
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000937126920.zip&amp;agency=MHRA,Apixaban
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000551636275.zip&amp;agency=MHRA,Apomorphine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000648434045.zip&amp;agency=MHRA,Apraclonidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000872463840.zip&amp;agency=MHRA,Apremilast
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000126492358.zip&amp;agency=MHRA,Aprepitant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000329667224.zip&amp;agency=MHRA,Aprotinin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000280727990.zip&amp;agency=MHRA,Arachis Hypogea
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000499794340.zip&amp;agency=MHRA,Arachis Oil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000385281559.zip&amp;agency=MHRA,Aralia Racemosa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000950128889.zip&amp;agency=MHRA,Arbutamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000968119118.zip&amp;agency=MHRA,Arctium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000700087527.zip&amp;agency=MHRA,Areca
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000958530218.zip&amp;agency=MHRA,Argatroban
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000022699231.zip&amp;agency=MHRA,Arginine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000538552928.zip&amp;agency=MHRA,Argipressin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000830181335.zip&amp;agency=MHRA,Aripiprazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000593208950.zip&amp;agency=MHRA,Arnica
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000598863610.zip&amp;agency=MHRA,Arsenic Trioxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000260397481.zip&amp;agency=MHRA,Artemether
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000968690019.zip&amp;agency=MHRA,Artenimol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000150146813.zip&amp;agency=MHRA,Articaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000618069459.zip&amp;agency=MHRA,Ascorbic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000039934964.zip&amp;agency=MHRA,Asenapine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001031151867.zip&amp;agency=MHRA,Asparagine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000810374136.zip&amp;agency=MHRA,Aspartic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000120360858.zip&amp;agency=MHRA,Aspirin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000777445946.zip&amp;agency=MHRA,Astemizole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000026088308.zip&amp;agency=MHRA,Ataluren
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000147594430.zip&amp;agency=MHRA,Atazanavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000470780133.zip&amp;agency=MHRA,Atenolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000731947518.zip&amp;agency=MHRA,Atezolizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000205127989.zip&amp;agency=MHRA,Atogepant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000197125180.zip&amp;agency=MHRA,Atomoxetine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000293263216.zip&amp;agency=MHRA,Atorvastatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000770134712.zip&amp;agency=MHRA,Atosiban
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000591423641.zip&amp;agency=MHRA,Atovaquone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000675304234.zip&amp;agency=MHRA,Atracurium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000844206991.zip&amp;agency=MHRA,Atropa Bella-Donna
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000038526838.zip&amp;agency=MHRA,Atropine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000681333193.zip&amp;agency=MHRA,Attapulgite
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000333806638.zip&amp;agency=MHRA,Aucklandia Costus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000921094816.zip&amp;agency=MHRA,"Autologous Bone Marrow Cells, Unspecified"
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000569511856.zip&amp;agency=MHRA,Autologous T Cells Isolated From Melanoma Tumour Nodules
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000173614161.zip&amp;agency=MHRA,Avanafil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000407588506.zip&amp;agency=MHRA,Avapritinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000785421014.zip&amp;agency=MHRA,Avatrombopag
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000255277765.zip&amp;agency=MHRA,Avelumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000839957998.zip&amp;agency=MHRA,Avena Sativa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000055875651.zip&amp;agency=MHRA,Avibactam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000344427428.zip&amp;agency=MHRA,Aviptadil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000494590370.zip&amp;agency=MHRA,Axicabtagene Ciloleucel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000313752215.zip&amp;agency=MHRA,Axitinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000958241657.zip&amp;agency=MHRA,Azacitidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000499711997.zip&amp;agency=MHRA,Azatadine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000953174543.zip&amp;agency=MHRA,Azathioprine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000389517833.zip&amp;agency=MHRA,Azelaic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000215991234.zip&amp;agency=MHRA,Azelastine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000336999049.zip&amp;agency=MHRA,Azilsartan Medoxomil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000097812071.zip&amp;agency=MHRA,Azithromycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000576539568.zip&amp;agency=MHRA,Aztreonam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000737514776.zip&amp;agency=MHRA,Becaplermin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000623438988.zip&amp;agency=MHRA,Beclometasone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000607094460.zip&amp;agency=MHRA,Bedaquiline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000333655460.zip&amp;agency=MHRA,Belantamab Mafodotin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000953190592.zip&amp;agency=MHRA,Belatacept
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000959080690.zip&amp;agency=MHRA,Belimumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000537112769.zip&amp;agency=MHRA,Belumosudil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000676333339.zip&amp;agency=MHRA,Belzutifan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000376930280.zip&amp;agency=MHRA,Bemiparin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000497486441.zip&amp;agency=MHRA,Bempedoic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000526581518.zip&amp;agency=MHRA,Bendamustine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000629844860.zip&amp;agency=MHRA,Bendrofluazide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000332524096.zip&amp;agency=MHRA,Benethamine Penicillin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000564036361.zip&amp;agency=MHRA,Benorylate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000948769719.zip&amp;agency=MHRA,Benperidol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000677307544.zip&amp;agency=MHRA,Benralizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000874010939.zip&amp;agency=MHRA,Benserazide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000974871960.zip&amp;agency=MHRA,Benzalkonium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000838666680.zip&amp;agency=MHRA,Benzbromarone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000897762911.zip&amp;agency=MHRA,Benzhexol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000256949265.zip&amp;agency=MHRA,Benzocaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000405305689.zip&amp;agency=MHRA,Benzoic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000617412092.zip&amp;agency=MHRA,Benzoyl Peroxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000662396770.zip&amp;agency=MHRA,Benzthiazide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001051000931.zip&amp;agency=MHRA,Benztropine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000454048390.zip&amp;agency=MHRA,Benzydamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000205614618.zip&amp;agency=MHRA,Benzyl Alcohol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000968336536.zip&amp;agency=MHRA,Benzyl Benzoate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000753611850.zip&amp;agency=MHRA,Benzyl Cinnamate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000181152037.zip&amp;agency=MHRA,Benzyl Hydroxybenzoate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000776175624.zip&amp;agency=MHRA,Benzyl Nicotinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000442722539.zip&amp;agency=MHRA,Benzylpenicillin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001057438134.zip&amp;agency=MHRA,Beractant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000756873759.zip&amp;agency=MHRA,Berberis
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001002109680.zip&amp;agency=MHRA,Berotralstat
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000196536991.zip&amp;agency=MHRA,Beta Carotene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000818620385.zip&amp;agency=MHRA,Beta-Alanine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000074060975.zip&amp;agency=MHRA,Betahistine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000846788858.zip&amp;agency=MHRA,Betaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000942780204.zip&amp;agency=MHRA,Betamethasone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000864177394.zip&amp;agency=MHRA,Betaxolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000795388134.zip&amp;agency=MHRA,Bethanechol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000789035892.zip&amp;agency=MHRA,Bethanidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000694227870.zip&amp;agency=MHRA,Betiatide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000035821247.zip&amp;agency=MHRA,Betula
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000459109452.zip&amp;agency=MHRA,Bevacizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000859870478.zip&amp;agency=MHRA,Bexarotene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000705769086.zip&amp;agency=MHRA,Bezafibrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000859740398.zip&amp;agency=MHRA,Bicalutamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000453878706.zip&amp;agency=MHRA,Bictegravir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000565267362.zip&amp;agency=MHRA,Bifonazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001047114600.zip&amp;agency=MHRA,Bilastine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000792933424.zip&amp;agency=MHRA,Bimatoprost
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000220937682.zip&amp;agency=MHRA,Bimekizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000981207426.zip&amp;agency=MHRA,Binimetinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000500263546.zip&amp;agency=MHRA,Biotin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000832648382.zip&amp;agency=MHRA,Biperiden
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000751605894.zip&amp;agency=MHRA,Bisacodyl
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000648727337.zip&amp;agency=MHRA,Bismuth
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001022444869.zip&amp;agency=MHRA,Bisoprolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000395918378.zip&amp;agency=MHRA,Bivalirudin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000483817169.zip&amp;agency=MHRA,Black Rubber Mixture
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000489798938.zip&amp;agency=MHRA,Bleomycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000832664921.zip&amp;agency=MHRA,Blinatumomab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000280624811.zip&amp;agency=MHRA,Boceprevir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000044034051.zip&amp;agency=MHRA,Bonemeal
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000671758312.zip&amp;agency=MHRA,Borago
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000053949465.zip&amp;agency=MHRA,Borax
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000048304494.zip&amp;agency=MHRA,Boric Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001054655400.zip&amp;agency=MHRA,Borneol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000556105338.zip&amp;agency=MHRA,Bortezomib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000330336171.zip&amp;agency=MHRA,Bosentan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000653481811.zip&amp;agency=MHRA,Bosutinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000995738305.zip&amp;agency=MHRA,Brassica
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000182188964.zip&amp;agency=MHRA,Brentuximab Vedotin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000901369408.zip&amp;agency=MHRA,Bretylium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000380886692.zip&amp;agency=MHRA,Brexucabtagene Autoleucel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000721544308.zip&amp;agency=MHRA,Brigatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000537549097.zip&amp;agency=MHRA,Brimonidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000610991866.zip&amp;agency=MHRA,Brinzolamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001011083652.zip&amp;agency=MHRA,Brivaracetam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000370308958.zip&amp;agency=MHRA,Brodalumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000934971093.zip&amp;agency=MHRA,Brolucizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000192788063.zip&amp;agency=MHRA,Bromazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000421462919.zip&amp;agency=MHRA,Bromfenac
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000403876138.zip&amp;agency=MHRA,Bromhexine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000985851017.zip&amp;agency=MHRA,Bromocriptine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000973691113.zip&amp;agency=MHRA,Brompheniramine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000440188927.zip&amp;agency=MHRA,Bronopol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000138379925.zip&amp;agency=MHRA,Buclizine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000223834680.zip&amp;agency=MHRA,Budesonide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000214221088.zip&amp;agency=MHRA,Bufexamac
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000364411518.zip&amp;agency=MHRA,Bulevirtide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000808361308.zip&amp;agency=MHRA,Bumetanide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000065067886.zip&amp;agency=MHRA,Bupivacaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000943656120.zip&amp;agency=MHRA,Buprenorphine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001071644332.zip&amp;agency=MHRA,Bupropion
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000101067342.zip&amp;agency=MHRA,Burosumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000529129479.zip&amp;agency=MHRA,Buserelin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000471358886.zip&amp;agency=MHRA,Buspirone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000184856920.zip&amp;agency=MHRA,Busulphan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000147591918.zip&amp;agency=MHRA,Butenafine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000556324994.zip&amp;agency=MHRA,Butethamate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000916496131.zip&amp;agency=MHRA,Butobarbitone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000594076735.zip&amp;agency=MHRA,Butorphanol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000107185973.zip&amp;agency=MHRA,Butriptyline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000866308924.zip&amp;agency=MHRA,Butyl Aminobenzoate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000519064555.zip&amp;agency=MHRA,Butylated Hydroxytoluene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000899082478.zip&amp;agency=MHRA,Cefaclor
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001021610268.zip&amp;agency=MHRA,Cefadroxil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001016193204.zip&amp;agency=MHRA,Cefalexin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000602170019.zip&amp;agency=MHRA,Cefdinir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000330741518.zip&amp;agency=MHRA,Cefepime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000881785672.zip&amp;agency=MHRA,Cefiderocol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001031510346.zip&amp;agency=MHRA,Cefixime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000358970113.zip&amp;agency=MHRA,Cefotaxime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000991919960.zip&amp;agency=MHRA,Cefoxitin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000663418980.zip&amp;agency=MHRA,Cefpirome
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000072771297.zip&amp;agency=MHRA,Cefpodoxime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000527288603.zip&amp;agency=MHRA,Cefprozil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000358990175.zip&amp;agency=MHRA,Cefsulodin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001069886823.zip&amp;agency=MHRA,Ceftaroline Fosamil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000946153360.zip&amp;agency=MHRA,Ceftazidime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000164289870.zip&amp;agency=MHRA,Ceftibuten
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000740281448.zip&amp;agency=MHRA,Ceftizoxime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000469761175.zip&amp;agency=MHRA,Ceftobiprole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000943609314.zip&amp;agency=MHRA,Ceftolozane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000092394716.zip&amp;agency=MHRA,Ceftriaxone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000229945754.zip&amp;agency=MHRA,Cefuroxime
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000673390629.zip&amp;agency=MHRA,Celecoxib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000352487859.zip&amp;agency=MHRA,Celiprolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000350825528.zip&amp;agency=MHRA,Cellulase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000909348760.zip&amp;agency=MHRA,Cemiplimab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000692632798.zip&amp;agency=MHRA,Cenobamate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000376127955.zip&amp;agency=MHRA,Centaurium Erythraea
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000365436044.zip&amp;agency=MHRA,Cephaloridine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000987438281.zip&amp;agency=MHRA,Cephalothin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000587407906.zip&amp;agency=MHRA,Cephamandole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000334883249.zip&amp;agency=MHRA,Cephradine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000993855874.zip&amp;agency=MHRA,Ceritinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001011175124.zip&amp;agency=MHRA,Cerivastatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000389295724.zip&amp;agency=MHRA,Cerliponase Alfa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000003354846.zip&amp;agency=MHRA,Certolizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000547555077.zip&amp;agency=MHRA,Certoparin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000200360271.zip&amp;agency=MHRA,Cetalkonium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000895897282.zip&amp;agency=MHRA,Cetirizine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000233635630.zip&amp;agency=MHRA,Cetostearyl Alcohol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000564444887.zip&amp;agency=MHRA,Cetrimide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000618749397.zip&amp;agency=MHRA,Cetrorelix
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000963806026.zip&amp;agency=MHRA,Cetuximab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000183037552.zip&amp;agency=MHRA,Cetyl Alcohol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000207416584.zip&amp;agency=MHRA,Cetylpyridinium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000368718530.zip&amp;agency=MHRA,Chamaelirium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000485637092.zip&amp;agency=MHRA,Chelidonium
