Drug Name,Zipped Link
Ammonium Bicarbonate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000692681665.zip
Ammonium Carbonate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000212279641.zip
Ammonium Chloride,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000765371606.zip
Amorolfine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001042741627.zip
Amoxapine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000004539878.zip
Amoxycillin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001010312442.zip
Amphotericin B,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000133015767.zip
Ampicillin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000450100246.zip
Amprenavir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000701536384.zip
Amsacrine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000004153890.zip
Amyl Nitrite,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000008011243.zip
Amylase,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000248663208.zip
Amylmetacresol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000424036640.zip
Amylobarbitone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000354222472.zip
Amylocaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000769122671.zip
Anagrelide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000043889585.zip
Anakinra,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000179542162.zip
Anamirta Cocculus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000249646272.zip
Anastrozole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000377516492.zip
Ancrod,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000979830659.zip
Andexanet Alfa,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000500382388.zip
Anethum Graveolens,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000991583698.zip
Anidulafungin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000440582683.zip
Anifrolumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000790969065.zip
Anistreplase,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000930576269.zip
Antazoline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000414082534.zip
Anti-D (Rho) Immunoglobulin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000221199382.zip
"Anti-Inhibitor Coagulant Complex, Dried",https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000138292911.zip
Antilymphocyte Immunoglobulins,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000950769253.zip
Antithrombin Iii,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001058533989.zip
Apalutamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000115291478.zip
Apatinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000476671432.zip
Aphanes Arvensis,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001013005731.zip
Apium Graveolens,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000078753844.zip
Apixaban,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000937126920.zip
Apomorphine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000551636275.zip
Apraclonidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000648434045.zip
Apremilast,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000872463840.zip
Aprepitant,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000126492358.zip
Aprotinin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000329667224.zip
Arachis Hypogea,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000280727990.zip
Arachis Oil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000499794340.zip
Aralia Racemosa,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000385281559.zip
Arbutamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000950128889.zip
Arctium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000968119118.zip
Areca,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000700087527.zip
Argatroban,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000958530218.zip
Arginine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000022699231.zip
Argipressin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000538552928.zip
Aripiprazole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000830181335.zip
Arnica,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000593208950.zip
Arsenic Trioxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000598863610.zip
Artemether,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000260397481.zip
Artenimol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000968690019.zip
Articaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000150146813.zip
Ascorbic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000618069459.zip
Asenapine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000039934964.zip
Asparagine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001031151867.zip
Aspartic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000810374136.zip
Aspirin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000120360858.zip
Astemizole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000777445946.zip
Ataluren,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000026088308.zip
Atazanavir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000147594430.zip
Atenolol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000470780133.zip
Atezolizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000731947518.zip
Atogepant,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000205127989.zip
Atomoxetine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000197125180.zip
Atorvastatin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000293263216.zip
Atosiban,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000770134712.zip
Atovaquone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000591423641.zip
Atracurium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000675304234.zip
Atropa Bella-Donna,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000844206991.zip
Atropine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000038526838.zip
Attapulgite,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000681333193.zip
Aucklandia Costus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000333806638.zip
"Autologous Bone Marrow Cells, Unspecified",https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000921094816.zip
Autologous T Cells Isolated From Melanoma Tumour Nodules,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000569511856.zip
Avanafil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000173614161.zip
Avapritinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000407588506.zip
Avatrombopag,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000785421014.zip
Avelumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000255277765.zip
Avena Sativa,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000839957998.zip
Avibactam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000055875651.zip
Aviptadil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000344427428.zip
Axicabtagene Ciloleucel,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000494590370.zip
Axitinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000313752215.zip
Azacitidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000958241657.zip
Azatadine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000499711997.zip
Azathioprine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000953174543.zip
Azelaic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000389517833.zip
Azelastine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000215991234.zip
Azilsartan Medoxomil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000336999049.zip
Azithromycin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000097812071.zip
Aztreonam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000576539568.zip
Becaplermin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000737514776.zip
Beclometasone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000623438988.zip
Bedaquiline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000607094460.zip
Belantamab Mafodotin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000333655460.zip
Belatacept,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000953190592.zip
Belimumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000959080690.zip
Belumosudil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000537112769.zip
Belzutifan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000676333339.zip
Bemiparin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000376930280.zip
Bempedoic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000497486441.zip
Bendamustine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000526581518.zip
Bendrofluazide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000629844860.zip
Benethamine Penicillin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000332524096.zip
Benorylate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000564036361.zip
Benperidol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000948769719.zip
Benralizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000677307544.zip
Benserazide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000874010939.zip
Benzalkonium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000974871960.zip
Benzbromarone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000838666680.zip
Benzhexol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000897762911.zip
Benzocaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000256949265.zip
Benzoic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000405305689.zip
Benzoyl Peroxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000617412092.zip
Benzthiazide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000662396770.zip
Benztropine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001051000931.zip
Benzydamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000454048390.zip
Benzyl Alcohol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000205614618.zip
Benzyl Benzoate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000968336536.zip
Benzyl Cinnamate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000753611850.zip
Benzyl Hydroxybenzoate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000181152037.zip
Benzyl Nicotinate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000776175624.zip
Benzylpenicillin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000442722539.zip
Beractant,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001057438134.zip
Berberis,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000756873759.zip
Berotralstat,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001002109680.zip
Beta Carotene,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000196536991.zip
Beta-Alanine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000818620385.zip
Betahistine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000074060975.zip
Betaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000846788858.zip
Betamethasone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000942780204.zip
Betaxolol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000864177394.zip
Bethanechol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000795388134.zip
Bethanidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000789035892.zip
Betiatide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000694227870.zip
Betula,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000035821247.zip
Bevacizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000459109452.zip
Bexarotene,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000859870478.zip
Bezafibrate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000705769086.zip
Bicalutamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000859740398.zip
Bictegravir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000453878706.zip
Bifonazole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000565267362.zip
Bilastine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001047114600.zip
Bimatoprost,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000792933424.zip
Bimekizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000220937682.zip
Binimetinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000981207426.zip
Biotin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000500263546.zip
Biperiden,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000832648382.zip
Bisacodyl,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000751605894.zip
Bismuth,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000648727337.zip
Bisoprolol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001022444869.zip
Bivalirudin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000395918378.zip
Black Rubber Mixture,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000483817169.zip
Bleomycin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000489798938.zip
Blinatumomab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000832664921.zip
Boceprevir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000280624811.zip
Bonemeal,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000044034051.zip
Borago,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000671758312.zip
Borax,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000053949465.zip
Boric Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000048304494.zip
Borneol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001054655400.zip
Bortezomib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000556105338.zip
Bosentan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000330336171.zip
Bosutinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000653481811.zip
Brassica,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000995738305.zip
Brentuximab Vedotin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000182188964.zip
Bretylium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000901369408.zip
Brexucabtagene Autoleucel,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000380886692.zip
Brigatinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000721544308.zip
Brimonidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000537549097.zip
Brinzolamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000610991866.zip
Brivaracetam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001011083652.zip
Brodalumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000370308958.zip
Brolucizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000934971093.zip
Bromazepam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000192788063.zip
Bromfenac,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000421462919.zip
Bromhexine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000403876138.zip
Bromocriptine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000985851017.zip
Brompheniramine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000973691113.zip
Bronopol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000440188927.zip
Buclizine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000138379925.zip
Budesonide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000223834680.zip
Bufexamac,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000214221088.zip
Bulevirtide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000364411518.zip
Bumetanide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000808361308.zip
Bupivacaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000065067886.zip
Buprenorphine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000943656120.zip
Bupropion,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001071644332.zip
Burosumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000101067342.zip
Buserelin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000529129479.zip
