Drug,InChI Key,SMILES,PubChem CID,ChEMBL ID,ATC Code
Alitretinoin,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,449171,CHEMBL6329,No ATC Code found
Allantoin,POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N,204,CHEMBL6329,No ATC Code found
Allium Cepa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Allium Sativum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Allopurinol,OFCNXPDARWKPPY-UHFFFAOYSA-N,C1=NNC2=C1C(=O)NC=N2,135401907,CHEMBL6329,No ATC Code found
Allyloestrenol,ATXHVCQZZJYMCF-XUDSTZEESA-N,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,235905,CHEMBL6329,No ATC Code found
Almasilate,HZVVJJIYJKGMFL-UHFFFAOYSA-N,O.O[Si](=O)O.O[Si](=O)O.[Mg+2].[Al+3].[Al+3],156054,CHEMBL6329,No ATC Code found
Almotriptan,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,123606,CHEMBL6329,No ATC Code found
Alogliptin,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,11450633,CHEMBL6329,No ATC Code found
Aloin,AFHJQYHRLPMKHU-OSYMLPPYSA-N,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,12305761,CHEMBL6329,No ATC Code found
Aloxiprin,MXCPYJZDGPQDRA-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[O-2].[O-2].[Al+3].[Al+3],71586929,CHEMBL6329,No ATC Code found
Alpelisib,STUWGJZDJHPWGZ-LBPRGKRZSA-N,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,56649450,CHEMBL6329,No ATC Code found
Alpha-1 Proteinase Inhibitor,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Alpha-Amylcinnamaldehyde,HMKKIXGYKWDQSV-UHFFFAOYSA-N,CCCCCC(=CC1=CC=CC=C1)C=O,31209,CHEMBL6329,No ATC Code found
Alpha-Pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N,CC1=CCC2CC1C2(C)C,6654,CHEMBL6329,No ATC Code found
Alphadolone Acetate,QRJOQYLXZPQQMX-FWROMSNXSA-N,CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,24733,CHEMBL6329,No ATC Code found
Alphaxalone,DUHUCHOQIDJXAT-OLVMNOGESA-N,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,104845,CHEMBL6329,No ATC Code found
Alprazolam,VREFGVBLTWBCJP-UHFFFAOYSA-N,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,2118,CHEMBL6329,No ATC Code found
Alprostadil,GMVPRGQOIOIIMI-DWKJAMRDSA-N,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,5280723,CHEMBL6329,No ATC Code found
Alseroxylon,GMRWGQCZJGVHKL-UHFFFAOYSA-N,C1C(O1)CCl.C(CNCCNCCNCCN)N,62816,CHEMBL6329,No ATC Code found
Alteplase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Althaea,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Altretamine,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,2123,CHEMBL6329,No ATC Code found
Aluminium Chloride,VSCWAEJMTAWNJL-UHFFFAOYSA-K,[Al](Cl)(Cl)Cl,24012,CHEMBL6329,No ATC Code found
Aluminium Chlorohydrate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Aluminium Glycinate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Aluminium Hydroxide,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Aluminium Oxide,PNEYBMLMFCGWSK-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[Al+3].[Al+3],9989226,CHEMBL6329,No ATC Code found
Aluminium Sulphate,DIZPMCHEQGEION-UHFFFAOYSA-H,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],24850,CHEMBL6329,No ATC Code found
Alverine,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,3678,CHEMBL6329,No ATC Code found
Amantadine,DKNWSYNQZKUICI-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)(C3)N,2130,CHEMBL6329,No ATC Code found
Amatuximab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Ambrisentan,OUJTZYPIHDYQMC-LJQANCHMSA-N,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,6918493,CHEMBL6329,No ATC Code found
Ambroxol,JBDGDEWWOUBZPM-UHFFFAOYSA-N,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,2132,CHEMBL6329,No ATC Code found
Ambucetamide,WUSAVCGXMSWMQM-UHFFFAOYSA-N,CCCCN(CCCC)C(C1=CC=C(C=C1)OC)C(=O)N,10616,CHEMBL6329,No ATC Code found
Ambutonium,KFZMXOLSYABOSE-UHFFFAOYSA-O,CC[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N,8277,CHEMBL6329,No ATC Code found
Amidotrizoic Acid,YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,2140,CHEMBL6329,No ATC Code found
Amifampridine,OYTKINVCDFNREN-UHFFFAOYSA-N,C1=CN=CC(=C1N)N,5918,CHEMBL6329,No ATC Code found
Amifostine,JKOQGQFVAUAYPM-UHFFFAOYSA-N,C(CN)CNCCSP(=O)(O)O,2141,CHEMBL6329,No ATC Code found
Amikacin,LKCWBDHBTVXHDL-RMDFUYIESA-N,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,37768,CHEMBL6329,No ATC Code found
Amiloride,XSDQTOBWRPYKKA-UHFFFAOYSA-N,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,16231,CHEMBL6329,No ATC Code found
Amino Acids,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Aminoacridine,XJGFWWJLMVZSIG-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,7019,CHEMBL6329,No ATC Code found
Aminobenzoic Acid,ALYNCZNDIQEVRV-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)O)N,978,CHEMBL6329,No ATC Code found
Aminocaproic Acid,SLXKOJJOQWFEFD-UHFFFAOYSA-N,C(CCC(=O)O)CCN,564,CHEMBL6329,No ATC Code found
Aminoglutethimide,ROBVIMPUHSLWNV-UHFFFAOYSA-N,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,2145,CHEMBL6329,No ATC Code found
Aminohippuric Acid,HSMNQINEKMPTIC-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NCC(=O)O)N,2148,CHEMBL6329,No ATC Code found
Aminolevulinic Acid,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,C(CC(=O)O)C(=O)CN,137,CHEMBL6329,No ATC Code found
Aminophylline,FQPFAHBPWDRTLU-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,9433,CHEMBL6329,No ATC Code found
Aminoxidase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Amiodarone,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2157,CHEMBL6329,No ATC Code found
Amiphenazole,UPOYFZYFGWBUKL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(N=C(S2)N)N,10275,CHEMBL6329,No ATC Code found
Amisulpride,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,2159,CHEMBL6329,No ATC Code found
Amitriptyline,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2160,CHEMBL6329,No ATC Code found
Amivantamab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,2162,CHEMBL6329,No ATC Code found
Ammonia,QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,222,CHEMBL6329,No ATC Code found
Ammonium Bicarbonate,ATRRKUHOCOJYRX-UHFFFAOYSA-N,C(=O)(O)[O-].[NH4+],14013,CHEMBL6329,No ATC Code found
Ammonium Carbonate,PRKQVKDSMLBJBJ-UHFFFAOYSA-N,C(=O)([O-])[O-].[NH4+].[NH4+],517111,CHEMBL6329,No ATC Code found
Ammonium Chloride,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[NH4+].[Cl-],25517,CHEMBL6329,No ATC Code found
Amorolfine,MQHLMHIZUIDKOO-AYHJJNSGSA-N,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,54260,CHEMBL6329,No ATC Code found
Amoxapine,QWGDMFLQWFTERH-UHFFFAOYSA-N,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2170,CHEMBL6329,No ATC Code found
Amoxycillin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,33613,CHEMBL6329,No ATC Code found
Amphotericin B,APKFDSVGJQXUKY-INPOYWNPSA-N,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,5280965,CHEMBL6329,No ATC Code found
Ampicillin,AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,6249,CHEMBL6329,No ATC Code found
Amprenavir,YMARZQAQMVYCKC-OEMFJLHTSA-N,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,65016,CHEMBL6329,No ATC Code found
Amsacrine,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,2179,CHEMBL6329,No ATC Code found
Amyl Nitrite,CSDTZUBPSYWZDX-UHFFFAOYSA-N,CCCCCON=O,10026,CHEMBL6329,No ATC Code found
Amylase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Amylmetacresol,CKGWFZQGEQJZIL-UHFFFAOYSA-N,CCCCCC1=C(C=C(C=C1)C)O,14759,CHEMBL6329,No ATC Code found
Amylobarbitone,VIROVYVQCGLCII-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,2164,CHEMBL6329,No ATC Code found
Amylocaine,FDMBBCOBEAVDAO-UHFFFAOYSA-N,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1,10767,CHEMBL6329,No ATC Code found
Anagrelide,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,135409400,CHEMBL6329,No ATC Code found
Anakinra,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Anamirta Cocculus,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Anastrozole,YBBLVLTVTVSKRW-UHFFFAOYSA-N,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,2187,CHEMBL6329,No ATC Code found
Ancrod,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Andexanet Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Anethum Graveolens,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Anidulafungin,JHVAMHSQVVQIOT-MFAJLEFUSA-N,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,166548,CHEMBL6329,No ATC Code found
Anifrolumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Anistreplase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Antazoline,REYFJDPCWQRWAA-UHFFFAOYSA-N,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,2200,CHEMBL6329,No ATC Code found
Anti-D (Rho) Immunoglobulin,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
"Anti-Inhibitor Coagulant Complex, Dried",No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Antilymphocyte Immunoglobulins,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Antithrombin Iii,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Apalutamide,HJBWBFZLDZWPHF-UHFFFAOYSA-N,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,24872560,CHEMBL6329,No ATC Code found
Apatinib,WPEWQEMJFLWMLV-UHFFFAOYSA-N,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,11315474,CHEMBL6329,No ATC Code found
Aphanes Arvensis,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Apium Graveolens,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Apixaban,QNZCBYKSOIHPEH-UHFFFAOYSA-N,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,10182969,CHEMBL6329,No ATC Code found
Apomorphine,VMWNQDUVQKEIOC-CYBMUJFWSA-N,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,6005,CHEMBL6329,No ATC Code found
Apraclonidine,IEJXVRYNEISIKR-UHFFFAOYSA-N,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,2216,CHEMBL6329,No ATC Code found
Apremilast,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,11561674,CHEMBL6329,No ATC Code found
Aprepitant,ATALOFNDEOCMKK-OITMNORJSA-N,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,135413536,CHEMBL6329,No ATC Code found
Aprotinin,ZPNFWUPYTFPOJU-UHFFFAOYSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC,22833874,CHEMBL6329,No ATC Code found
Arachis Hypogea,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Arachis Oil,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Aralia Racemosa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Arbutamine,IIRWWTKISYTTBL-SFHVURJKSA-N,C1=CC(=CC=C1CCCCNCC(C2=CC(=C(C=C2)O)O)O)O,60789,CHEMBL6329,No ATC Code found
Arctium,XOJVHLIYNSOZOO-SWOBOCGESA-N,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)OC,100528,CHEMBL6329,No ATC Code found
Areca,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Argatroban,KXNPVXPOPUZYGB-IOVMHBDKSA-N,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,92722,CHEMBL6329,No ATC Code found
Arginine,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C(CC(C(=O)O)N)CN=C(N)N,6322,CHEMBL6329,No ATC Code found
Argipressin,KBZOIRJILGZLEJ-LGYYRGKSSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,644077,CHEMBL6329,No ATC Code found
Aripiprazole,CEUORZQYGODEFX-UHFFFAOYSA-N,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,60795,CHEMBL6329,No ATC Code found
Arnica,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Arsenic Trioxide,QTLQKAJBUDWPIB-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[As+3].[As+3],14888,CHEMBL6329,No ATC Code found
Artemether,SXYIRMFQILZOAM-HVNFFKDJSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,68911,CHEMBL6329,No ATC Code found
Artenimol,BJDCWCLMFKKGEE-ISOSDAIHSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,3000518,CHEMBL6329,No ATC Code found
Articaine,QTGIAADRBBLJGA-UHFFFAOYSA-N,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,32170,CHEMBL6329,No ATC Code found
Ascorbic Acid,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C(C(C1C(=C(C(=O)O1)O)O)O)O,54670067,CHEMBL6329,No ATC Code found
Asenapine,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,3036780,CHEMBL6329,No ATC Code found
Asparagine,DCXYFEDJOCDNAF-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)N,6267,CHEMBL6329,No ATC Code found
Aspartic Acid,CKLJMWTZIZZHCS-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)O,5960,CHEMBL6329,No ATC Code found
Aspirin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O,2244,CHEMBL6329,No ATC Code found
Astemizole,GXDALQBWZGODGZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,2247,CHEMBL6329,No ATC Code found
Ataluren,OOUGLTULBSNHNF-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,11219835,CHEMBL6329,No ATC Code found
Atazanavir,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,148192,CHEMBL6329,No ATC Code found
Atenolol,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2249,CHEMBL6329,No ATC Code found
Atezolizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Atogepant,QIVUCLWGARAQIO-OLIXTKCUSA-N,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F,72163100,CHEMBL6329,No ATC Code found
Atomoxetine,VHGCDTVCOLNTBX-QGZVFWFLSA-N,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,54841,CHEMBL6329,No ATC Code found
Atorvastatin,XUKUURHRXDUEBC-KAYWLYCHSA-N,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,60823,CHEMBL6329,No ATC Code found
Atosiban,VWXRQYYUEIYXCZ-OBIMUBPZSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O,5311010,CHEMBL6329,No ATC Code found
Atovaquone,BSJMWHQBCZFXBR-UHFFFAOYSA-N,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,74989,CHEMBL6329,No ATC Code found
Atracurium,YXSLJKQTIDHPOT-UHFFFAOYSA-N,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,47319,CHEMBL6329,No ATC Code found
Atropa Bella-Donna,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Atropine,RKUNBYITZUJHSG-PJPHBNEVSA-N,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,174174,CHEMBL6329,No ATC Code found
Attapulgite,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Aucklandia Costus,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
"Autologous Bone Marrow Cells, Unspecified",No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Autologous T Cells Isolated From Melanoma Tumour Nodules,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Avanafil,WEAJZXNPAWBCOA-INIZCTEOSA-N,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,9869929,CHEMBL6329,No ATC Code found
Avapritinib,DWYRIWUZIJHQKQ-SANMLTNESA-N,CC(C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,118023034,CHEMBL6329,No ATC Code found
Avatrombopag,OFZJKCQENFPZBH-UHFFFAOYSA-N,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,9852519,CHEMBL6329,No ATC Code found
Avelumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Avena Sativa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Avibactam,NDCUAPJVLWFHHB-UHNVWZDZSA-N,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,9835049,CHEMBL6329,No ATC Code found
Aviptadil,VBUWHHLIZKOSMS-RIWXPGAOSA-N,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N,16132300,CHEMBL6329,No ATC Code found
Axicabtagene Ciloleucel,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Axitinib,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,6450551,CHEMBL6329,No ATC Code found
Azacitidine,NMUSYJAQQFHJEW-KVTDHHQDSA-N,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,9444,CHEMBL6329,No ATC Code found
