Drug,InChI Key,SMILES,PubChem CID
Amifampridine,OYTKINVCDFNREN-UHFFFAOYSA-N,C1=CN=CC(=C1N)N,5918
Amifostine,JKOQGQFVAUAYPM-UHFFFAOYSA-N,C(CN)CNCCSP(=O)(O)O,2141
Amikacin,LKCWBDHBTVXHDL-RMDFUYIESA-N,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,37768
Amiloride,XSDQTOBWRPYKKA-UHFFFAOYSA-N,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,16231
Amino Acids,No InChI Key found,No SMILES found,No PubChem CID found
Aminoacridine,XJGFWWJLMVZSIG-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,7019
Aminobenzoic Acid,ALYNCZNDIQEVRV-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)O)N,978
Aminocaproic Acid,SLXKOJJOQWFEFD-UHFFFAOYSA-N,C(CCC(=O)O)CCN,564
Aminoglutethimide,ROBVIMPUHSLWNV-UHFFFAOYSA-N,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,2145
Aminohippuric Acid,HSMNQINEKMPTIC-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NCC(=O)O)N,2148
Aminolevulinic Acid,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,C(CC(=O)O)C(=O)CN,137
Aminophylline,FQPFAHBPWDRTLU-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,9433
Aminoxidase,No InChI Key found,No SMILES found,No PubChem CID found
Amiodarone,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2157
Amiphenazole,UPOYFZYFGWBUKL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(N=C(S2)N)N,10275
Amisulpride,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,2159
Amitriptyline,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2160
Amivantamab,No InChI Key found,No SMILES found,No PubChem CID found
Amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,2162
Ammonia,QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,222
Ammonium Bicarbonate,ATRRKUHOCOJYRX-UHFFFAOYSA-N,C(=O)(O)[O-].[NH4+],14013
Ammonium Carbonate,PRKQVKDSMLBJBJ-UHFFFAOYSA-N,C(=O)([O-])[O-].[NH4+].[NH4+],517111
Ammonium Chloride,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[NH4+].[Cl-],25517
Amorolfine,MQHLMHIZUIDKOO-AYHJJNSGSA-N,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,54260
Amoxapine,QWGDMFLQWFTERH-UHFFFAOYSA-N,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2170
Amoxycillin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,33613
Amphotericin B,APKFDSVGJQXUKY-INPOYWNPSA-N,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,5280965
Ampicillin,AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,6249
Amprenavir,YMARZQAQMVYCKC-OEMFJLHTSA-N,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,65016
Amsacrine,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,2179
Amyl Nitrite,CSDTZUBPSYWZDX-UHFFFAOYSA-N,CCCCCON=O,10026
Amylase,No InChI Key found,No SMILES found,No PubChem CID found
Amylmetacresol,CKGWFZQGEQJZIL-UHFFFAOYSA-N,CCCCCC1=C(C=C(C=C1)C)O,14759
Amylobarbitone,VIROVYVQCGLCII-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,2164
Amylocaine,FDMBBCOBEAVDAO-UHFFFAOYSA-N,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1,10767
Anagrelide,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,135409400
Anakinra,No InChI Key found,No SMILES found,No PubChem CID found
Anamirta Cocculus,No InChI Key found,No SMILES found,No PubChem CID found
Anastrozole,YBBLVLTVTVSKRW-UHFFFAOYSA-N,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,2187
Ancrod,No InChI Key found,No SMILES found,No PubChem CID found
Andexanet Alfa,No InChI Key found,No SMILES found,No PubChem CID found
Anethum Graveolens,No InChI Key found,No SMILES found,No PubChem CID found
Anidulafungin,JHVAMHSQVVQIOT-MFAJLEFUSA-N,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,166548
Anifrolumab,No InChI Key found,No SMILES found,No PubChem CID found
Anistreplase,No InChI Key found,No SMILES found,No PubChem CID found
Antazoline,REYFJDPCWQRWAA-UHFFFAOYSA-N,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,2200
Anti-D (Rho) Immunoglobulin,No InChI Key found,No SMILES found,No PubChem CID found
"Anti-Inhibitor Coagulant Complex, Dried",No InChI Key found,No SMILES found,No PubChem CID found
Antilymphocyte Immunoglobulins,No InChI Key found,No SMILES found,No PubChem CID found
Antithrombin Iii,No InChI Key found,No SMILES found,No PubChem CID found
Apalutamide,HJBWBFZLDZWPHF-UHFFFAOYSA-N,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,24872560
Apatinib,WPEWQEMJFLWMLV-UHFFFAOYSA-N,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,11315474
Aphanes Arvensis,No InChI Key found,No SMILES found,No PubChem CID found
Apium Graveolens,No InChI Key found,No SMILES found,No PubChem CID found
Apixaban,QNZCBYKSOIHPEH-UHFFFAOYSA-N,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,10182969
Apomorphine,VMWNQDUVQKEIOC-CYBMUJFWSA-N,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,6005
Apraclonidine,IEJXVRYNEISIKR-UHFFFAOYSA-N,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,2216
Apremilast,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,11561674
Aprepitant,ATALOFNDEOCMKK-OITMNORJSA-N,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,135413536
Aprotinin,ZPNFWUPYTFPOJU-UHFFFAOYSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC,22833874
Arachis Hypogea,No InChI Key found,No SMILES found,No PubChem CID found
Arachis Oil,No InChI Key found,No SMILES found,No PubChem CID found
Aralia Racemosa,No InChI Key found,No SMILES found,No PubChem CID found
Arbutamine,IIRWWTKISYTTBL-SFHVURJKSA-N,C1=CC(=CC=C1CCCCNCC(C2=CC(=C(C=C2)O)O)O)O,60789
Arctium,XOJVHLIYNSOZOO-SWOBOCGESA-N,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)OC,100528
Areca,No InChI Key found,No SMILES found,No PubChem CID found
Argatroban,KXNPVXPOPUZYGB-IOVMHBDKSA-N,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,92722
Arginine,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C(CC(C(=O)O)N)CN=C(N)N,6322
Argipressin,KBZOIRJILGZLEJ-LGYYRGKSSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,644077
Aripiprazole,CEUORZQYGODEFX-UHFFFAOYSA-N,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,60795
Arnica,No InChI Key found,No SMILES found,No PubChem CID found
Arsenic Trioxide,QTLQKAJBUDWPIB-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[As+3].[As+3],14888
Artemether,SXYIRMFQILZOAM-HVNFFKDJSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,68911
Artenimol,BJDCWCLMFKKGEE-ISOSDAIHSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,3000518
Articaine,QTGIAADRBBLJGA-UHFFFAOYSA-N,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,32170
Ascorbic Acid,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C(C(C1C(=C(C(=O)O1)O)O)O)O,54670067
Asenapine,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,3036780
Asparagine,DCXYFEDJOCDNAF-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)N,6267
Aspartic Acid,CKLJMWTZIZZHCS-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)O,5960
Aspirin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O,2244
Astemizole,GXDALQBWZGODGZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,2247
Ataluren,OOUGLTULBSNHNF-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,11219835
Atazanavir,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,148192
Atenolol,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2249
Atezolizumab,No InChI Key found,No SMILES found,No PubChem CID found
Atogepant,QIVUCLWGARAQIO-OLIXTKCUSA-N,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F,72163100
Atomoxetine,VHGCDTVCOLNTBX-QGZVFWFLSA-N,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,54841
Atorvastatin,XUKUURHRXDUEBC-KAYWLYCHSA-N,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,60823
Atosiban,VWXRQYYUEIYXCZ-OBIMUBPZSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O,5311010
Atovaquone,BSJMWHQBCZFXBR-UHFFFAOYSA-N,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,74989
Atracurium,YXSLJKQTIDHPOT-UHFFFAOYSA-N,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,47319
Atropa Bella-Donna,No InChI Key found,No SMILES found,No PubChem CID found
Atropine,RKUNBYITZUJHSG-PJPHBNEVSA-N,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,174174
Attapulgite,No InChI Key found,No SMILES found,No PubChem CID found
Aucklandia Costus,No InChI Key found,No SMILES found,No PubChem CID found
"Autologous Bone Marrow Cells, Unspecified",No InChI Key found,No SMILES found,No PubChem CID found
Autologous T Cells Isolated From Melanoma Tumour Nodules,No InChI Key found,No SMILES found,No PubChem CID found
Avanafil,WEAJZXNPAWBCOA-INIZCTEOSA-N,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,9869929
Avapritinib,DWYRIWUZIJHQKQ-SANMLTNESA-N,CC(C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,118023034
Avatrombopag,OFZJKCQENFPZBH-UHFFFAOYSA-N,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,9852519
Avelumab,No InChI Key found,No SMILES found,No PubChem CID found
Avena Sativa,No InChI Key found,No SMILES found,No PubChem CID found
Avibactam,NDCUAPJVLWFHHB-UHNVWZDZSA-N,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,9835049
Aviptadil,VBUWHHLIZKOSMS-RIWXPGAOSA-N,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N,16132300
Axicabtagene Ciloleucel,No InChI Key found,No SMILES found,No PubChem CID found
Axitinib,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,6450551
Azacitidine,NMUSYJAQQFHJEW-KVTDHHQDSA-N,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,9444
Azatadine,SEBMTIQKRHYNIT-UHFFFAOYSA-N,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,19861
Azathioprine,LMEKQMALGUDUQG-UHFFFAOYSA-N,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],2265
Azelaic Acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C(CCCC(=O)O)CCCC(=O)O,2266
Azelastine,MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,2267
Azilsartan Medoxomil,QJFSABGVXDWMIW-UHFFFAOYSA-N,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,135409642
Azithromycin,MQTOSJVFKKJCRP-BICOPXKESA-N,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,447043
Aztreonam,WZPBZJONDBGPKJ-VEHQQRBSSA-N,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,5742832
Becaplermin,No InChI Key found,No SMILES found,No PubChem CID found
Beclometasone,NBMKJKDGKREAPL-DVTGEIKXSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,20469
Bedaquiline,QUIJNHUBAXPXFS-XLJNKUFUSA-N,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,5388906
Belantamab Mafodotin,No InChI Key found,No SMILES found,No PubChem CID found
Belatacept,No InChI Key found,No SMILES found,No PubChem CID found
Belimumab,No InChI Key found,No SMILES found,No PubChem CID found
Belumosudil,GKHIVNAUVKXIIY-UHFFFAOYSA-N,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5,11950170
Belzutifan,LOMMPXLFBTZENJ-ZACQAIPSSA-N,CS(=O)(=O)C1=C2C(C(C(C2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)F)F)O,117947097
Bemiparin,HTTJABKRGRZYRN-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,772
Bempedoic Acid,HYHMLYSLQUKXKP-UHFFFAOYSA-N,CC(C)(CCCCCC(CCCCCC(C)(C)C(=O)O)O)C(=O)O,10472693
Bendamustine,YTKUWDBFDASYHO-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,65628
Bendrofluazide,HDWIHXWEUNVBIY-UHFFFAOYSA-N,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,2315
Benethamine Penicillin,JAQPGQYDZJZOIN-LQDWTQKMSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CCNCC2=CC=CC=C2,65054
Benorylate,FEJKLNWAOXSSNR-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,21102
Benperidol,FEBOTPHFXYHVPL-UHFFFAOYSA-N,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,16363
Benralizumab,No InChI Key found,No SMILES found,No PubChem CID found
Benserazide,BNQDCRGUHNALGH-UHFFFAOYSA-N,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,2327
Benzalkonium,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,2330
Benzbromarone,WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,2333
Benzhexol,HWHLPVGTWGOCJO-UHFFFAOYSA-N,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,5572
Benzocaine,BLFLLBZGZJTVJG-UHFFFAOYSA-N,CCOC(=O)C1=CC=C(C=C1)N,2337
Benzoic Acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)O,243
Benzoyl Peroxide,OMPJBNCRMGITSC-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,7187
Benzthiazide,NDTSRXAMMQDVSW-UHFFFAOYSA-N,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,2343
Benztropine,GIJXKZJWITVLHI-YOFSQIOKSA-N,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,1201549
Benzydamine,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,12555
Benzyl Alcohol,WVDDGKGOMKODPV-UHFFFAOYSA-N,C1=CC=C(C=C1)CO,244
Benzyl Benzoate,SESFRYSPDFLNCH-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,2345
Benzyl Cinnamate,NGHOLYJTSCBCGC-VAWYXSNFSA-N,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,5273469
Benzyl Hydroxybenzoate,MOZDKDIOPSPTBH-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,7180
Benzyl Nicotinate,KVYGGMBOZFWZBQ-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2,7191
Benzylpenicillin,JGSARLDLIJGVTE-MBNYWOFBSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,5904
Beractant,No InChI Key found,No SMILES found,No PubChem CID found
Berberis,No InChI Key found,No SMILES found,No PubChem CID found
Berotralstat,UXNXMBYCBRBRFD-MUUNZHRXSA-N,C1CC1CNC(C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N,137528262
Beta Carotene,OENHQHLEOONYIE-JLTXGRSLSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,5280489
Beta-Alanine,UCMIRNVEIXFBKS-UHFFFAOYSA-N,C(CN)C(=O)O,239
Betahistine,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CNCCC1=CC=CC=N1,2366
Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],247
Betamethasone,UREBDLICKHMUKA-DVTGEIKXSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,9782
Betaxolol,NWIUTZDMDHAVTP-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,2369
Bethanechol,NZUPCNDJBJXXRF-UHFFFAOYSA-O,CC(C[N+](C)(C)C)OC(=O)N,2370
Bethanidine,NIVZHWNOUVJHKV-UHFFFAOYSA-N,CNC(=NC)NCC1=CC=CC=C1,2368
Betiatide,VDPYMEBVIDZKMD-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O,185457
Betula,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1O,4133
Bevacizumab,No InChI Key found,No SMILES found,No PubChem CID found
Bexarotene,NAVMQTYZDKMPEU-UHFFFAOYSA-N,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,82146
Bezafibrate,IIBYAHWJQTYFKB-UHFFFAOYSA-N,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,39042
Bicalutamide,LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,2375
Bictegravir,SOLUWJRYJLAZCX-LYOVBCGYSA-N,C1CC2CC1N3C(O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,90311989
Bifonazole,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,2378
Bilastine,ACCMWZWAEFYUGZ-UHFFFAOYSA-N,CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O,185460
Bimatoprost,AQOKCDNYWBIDND-FTOWTWDKSA-N,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,5311027
Bimekizumab,No InChI Key found,No SMILES found,No PubChem CID found
Binimetinib,ACWZRVQXLIRSDF-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,10288191
Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,171548
Biperiden,YSXKPIUOCJLQIE-UHFFFAOYSA-N,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,2381
