inchi_key,atc_codes,chembl_id,drug_name
YDDMIZRDDREKEP-HWTBNCOESA-N,['L01XX69'],CHEMBL4297516,Lurbinectedin
MXDPZUIOZWKRAA-PRDSJKGBSA-K,[],,Lutetium (177lu) Oxodotreotide
PZTCVADFMACKLU-UEPZRUIBSA-N,[],,Lymecycline
YNVGQYHLRCDXFQ-XGXHKTLJSA-N,"['G03AC02', 'G03DC03']",CHEMBL2107431,Lynoestrenol
KDXKERNSBIXSRK-YFKPBYRVSA-N,['B05XB03'],CHEMBL8085,Lysine
BKRGVLQUQGGVSM-KBXCAEBGSA-N,"['G02CB02', 'N02CA07']",CHEMBL157138,Lysuride
JGCMEBMXRHSZKX-UHFFFAOYSA-N,['C02KX04'],CHEMBL2103873,Macitentan
LYCAIKOWRPUZTN-UHFFFAOYSA-N,"['A06AD15', 'A06AD65']",CHEMBL457299,Macrogol
SPPNVMTVMQOKSC-UHFFFAOYSA-A,['A02AD02'],CHEMBL3833350,Magaldrate
FYYHWMGAXLPEAU-UHFFFAOYSA-N,[],,Magnesium
ZLNQQNXFFQJAID-UHFFFAOYSA-L,"['A06AD01', 'A02AA01']",CHEMBL1200736,Magnesium Carbonate
VTHJTEIRLNZDEV-UHFFFAOYSA-L,"['G04BX01', 'A02AA04']",CHEMBL1200718,Magnesium Hydroxide
CPLXHLVBOLITMK-UHFFFAOYSA-N,"['A02AA02', 'A12CC10', 'A06AD02']",CHEMBL1200572,Magnesium Oxide
HQKMJHAJHXVSDF-UHFFFAOYSA-L,[],CHEMBL2106633,Magnesium Stearate
GXGAKHNRMVGRPK-UHFFFAOYSA-N,[],CHEMBL2096633,Magnesium Trisilicate
JXSJBGJIGXNWCI-UHFFFAOYSA-N,['P03AX03'],CHEMBL1200468,Malathion
BJEPYKJPYRNKOW-UHFFFAOYSA-N,[],CHEMBL1455497,Malic Acid
IWYDHOAUDWTVEP-UHFFFAOYSA-N,"['B05CA06', 'J01XX06']",CHEMBL1609,Mandelic Acid
PWHULOQIROXLJO-UHFFFAOYSA-N,[],,Manganese
FBPFZTCFMRRESA-KVTDHHQDSA-N,"['B05CX04', 'B05BC01', 'A06AD16', 'R05CB16', 'V04CX04']",CHEMBL689,Mannitol
QSLMDECMDJKHMQ-UHFFFAOYSA-N,['N06AA21'],CHEMBL21731,Maprotiline
GSNHKUDZZFZSJB-HLMSNRGBSA-N,[],CHEMBL584744,Maraviroc
KJFBVJALEQWJBS-XUXIUFHCSA-N,['J05AX10'],CHEMBL515408,Maribavir
RLCLASQCAPXVLM-NSHDSACASA-N,['C01EB24'],CHEMBL4297517,Mavacamten
ZPXSCAKFGYXMGA-UHFFFAOYSA-N,['A08AA05'],CHEMBL781,Mazindol
OPXLLQIJSORQAM-UHFFFAOYSA-N,"['P02CA51', 'P02CA01']",CHEMBL685,Mebendazole
VYVKHNNGDFVQGA-UHFFFAOYSA-N,['A03AA04'],CHEMBL282121,Mebeverine
FQQIIPAOSKSOJM-UHFFFAOYSA-N,['R06AX15'],CHEMBL1625607,Mebhydrolin
MHPZZZZLAQGTHT-UHFFFAOYSA-N,[],CHEMBL1605443,Mebrofenin
OCJYIGYOJCODJL-UHFFFAOYSA-N,"['R06AE55', 'R06AE05']",CHEMBL1623,Meclozine
MCYHPZGUONZRGO-VKHMYHEASA-N,[],CHEMBL1231844,Mecysteine
YLCXGBZIZBEVPZ-UHFFFAOYSA-N,['N05BA03'],CHEMBL28333,Medazepam
MBKDYNNUVRNNRF-UHFFFAOYSA-N,[],CHEMBL180570,Medronic Acid
FRQMUZJSZHZSGN-HBNHAYAOSA-N,[],CHEMBL1390,Medroxyprogesterone
HYYBABOKPJLUIN-UHFFFAOYSA-N,['M01AG01'],CHEMBL686,Mefenamic Acid
XEEQGYMUWCZPDN-DOMZBBRYSA-N,[],CHEMBL172,Mefloquine
SMNOERSLNYGGOU-UHFFFAOYSA-N,['C03BA05'],CHEMBL2105131,Mefruside
VXIMPSPISRVBPZ-NWUMPJBXSA-N,[],CHEMBL4071215,Megestrol
MBBZMMPHUWSWHV-BDVNFPICSA-N,[],CHEMBL1200570,Meglumine
DRLFMBDRBRZALE-UHFFFAOYSA-N,['N05CH01'],CHEMBL45,Melatonin
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,"['M01AC56', 'M01AC06']",CHEMBL599,Meloxicam
DKMFBWQBDIGMHM-UHFFFAOYSA-N,['N05AD03'],CHEMBL1531134,Melperone
SGDBTWWWUNNDEQ-LBPRGKRZSA-N,['L01AA03'],CHEMBL852,Melphalan
BUGYDGFZZOZRHP-UHFFFAOYSA-N,['N06DX01'],CHEMBL807,Memantine
CBUWTGCATVNMJE-UHFFFAOYSA-N,[],,Menotrophin
NFLGAXVYCFJBMK-BDAKNGLRSA-N,[],CHEMBL276311,Menthone
LCJPVSLESAPYMK-UHFFFAOYSA-N,[],,Menthyl Valerate
GPKJTRJOBQGKQK-UHFFFAOYSA-N,['P01AX05'],CHEMBL7568,Mepacrine
GKNPSSNBBWDAGH-UHFFFAOYSA-N,['A03AB12'],CHEMBL524004,Mepenzolate
INWLQCZOYSRPNW-UHFFFAOYSA-N,"['N01BB03', 'N01BB53']",CHEMBL1087,Mepivacaine
NPPQSCRMBWNHMW-UHFFFAOYSA-N,"['N05BC01', 'N05BC51', 'N05CX01']",CHEMBL979,Meprobamate
JLICHNCFTLFZJN-UHFFFAOYSA-N,['N02AX05'],CHEMBL314437,Meptazinol
YECBIJXISLIIDS-UHFFFAOYSA-N,"['R06AC01', 'D04AA02']",CHEMBL511,Mepyramine
HOKDBMAJZXIPGC-UHFFFAOYSA-N,['R06AD07'],CHEMBL73451,Mequitazine
UFULAYFCSOUIOV-UHFFFAOYSA-N,"['A16AA04', 'S01XA21']",CHEMBL602,Mercaptamine
GLVAUDGFNGKCSF-UHFFFAOYSA-N,[],CHEMBL1425,Mercaptopurine
DMJNNHOOLUXYBV-PQTSNVLCSA-N,['J01DH02'],CHEMBL127,Meropenem
KBOPZPXVLCULAV-UHFFFAOYSA-N,['A07EC02'],CHEMBL704,Mesalazine
XOGTZOOQQBDUSI-UHFFFAOYSA-M,"['V03AF01', 'R05CB05']",CHEMBL975,Mesna
UXYRZJKIQKRJCF-TZPFWLJSSA-N,['G03BB01'],CHEMBL258918,Mesterolone
IMSSROKUHAOUJS-MJCUULBUSA-N,[],CHEMBL1201151,Mestranol
WXFIGDLSSYIKKV-RCOVLWMOSA-N,['C01CA09'],CHEMBL1201319,Metaraminol
IMWZZHHPURKASS-UHFFFAOYSA-N,[],CHEMBL1079604,Metaxalone
WZHJKEUHNJHDLS-QTGUNEKASA-N,['G02CB05'],CHEMBL19215,Metergoline
XZWYZXLIPXDOLR-UHFFFAOYSA-N,['A10BA02'],CHEMBL1431,Metformin
CERQOIWHTDAKMF-UHFFFAOYSA-N,[],CHEMBL1213531,Methacrylic Acid
USSIQXCVUWKGNF-UHFFFAOYSA-N,"['N02AC52', 'N07BC02']",CHEMBL651,Methadone
XWALNWXLMVGSFR-HLXURNFRSA-N,"['D11AE01', 'A14AA03']",CHEMBL1418176,Methandienone
VKYKSIONXSXAKP-UHFFFAOYSA-N,['J01XX05'],CHEMBL1201270,Methenamine
TXUICONDJPYNPY-FRXWOFFRSA-N,[],CHEMBL2106949,Methenolone Enanthate
RJQXTJLFIWVMTO-TYNCELHUSA-N,['J01CF03'],CHEMBL575,Methicillin
FFEARJCKVFRZRR-BYPYZUCNSA-N,['V03AB26'],CHEMBL42336,Methionine
GNXFOGHNGIVQEH-UHFFFAOYSA-N,"['M03BA53', 'M03BA03', 'M03BA73']",CHEMBL1201117,Methocarbamol
ULBNWNUHGJLQHO-VKMIBBQISA-N,['C02AA06'],CHEMBL3989541,Methoserpidine
FBOZXECLQNJBKD-ZDUSSCGKSA-N,"['L04AX03', 'L01BA01']",CHEMBL34259,Methotrexate
WJAJPNHVVFWKKL-UHFFFAOYSA-N,['C01CA10'],CHEMBL524,Methoxamine
QXKHYNVANLEOEG-UHFFFAOYSA-N,"['D05BA02', 'D05AD02']",CHEMBL416,Methoxsalen
RFKMCNOHBTXSMU-UHFFFAOYSA-N,['N02BG09'],CHEMBL1341,Methoxyflurane
CESYKOGBSMNBPD-UHFFFAOYSA-N,['C03AA08'],CHEMBL1577,Methyclothiazide
OKKJLVBELUTLKV-UHFFFAOYSA-N,[],CHEMBL14688,Methyl Alcohol
YUUAYBAIHCDHHD-UHFFFAOYSA-N,['L01XD03'],CHEMBL1096562,Methyl Aminolevulinate
LXCFILQKKLGQFO-UHFFFAOYSA-N,[],CHEMBL325372,Methyl Hydroxybenzoate
YNBADRVTZLEFNH-UHFFFAOYSA-N,[],CHEMBL379845,Methyl Nicotinate
OSWPMRLSEDHDFF-UHFFFAOYSA-N,[],CHEMBL108545,Methyl Salicylate
YLGXILFCIXHCMC-JHGZEJCSSA-N,[],,Methylcellulose
DHNRXBZYEKSXIM-UHFFFAOYSA-N,[],CHEMBL1738962,Methylchloroisothiazolinone
CJCSPKMFHVPWAR-JTQLQIEISA-N,['C02AB01'],CHEMBL459,Methyldopa
FMCGSUUBYTWNDP-UHFFFAOYSA-N,[],CHEMBL4792285,Methylephedrine
UNBRKDKAWYKMIV-QWQRMKEZSA-N,['G02AB01'],CHEMBL1201356,Methylergometrine
BEGLCMHJXHIJLR-UHFFFAOYSA-N,[],CHEMBL1620780,Methylisothiazolinone
JVLBPIPGETUEET-GAAHOAFPSA-O,[],CHEMBL1186579,Methylnaltrexone
DUGOZIWVEXMGBE-UHFFFAOYSA-N,['N06BA04'],CHEMBL796,Methylphenidate
ALARQZQTBTVLJV-UHFFFAOYSA-N,['N03AA01'],CHEMBL45029,Methylphenobarbital
VHRSUDSXCMQTMA-PJHHCJLFSA-N,"['H02BX01', 'D07AA01', 'D10AA02', 'H02AB04']",CHEMBL650,Methylprednisolone
ZXJXZNDDNMQXFV-UHFFFAOYSA-M,[],CHEMBL64894,Methylrosanilinium Chloride
RBTBFTRPCNLSDE-UHFFFAOYSA-N,[],CHEMBL191083,Methylthioninium
SIDLZWOQUZRBRU-UHFFFAOYSA-N,['N05CE02'],CHEMBL1200790,Methyprylone
KPJZHOPZRAFDTN-ZRGWGRIASA-N,[],CHEMBL1065,Methysergide
BQIPXWYNLPYNHW-UHFFFAOYSA-N,"['S01ED04', 'S01ED54']",CHEMBL1291,Metipranolol
NHTGHBARYWONDQ-JTQLQIEISA-N,['C02KB01'],CHEMBL1200862,Metirosine
TTWJBBZEZQICBI-UHFFFAOYSA-N,['A03FA01'],CHEMBL86,Metoclopramide
AQCHWTWZEMGIFD-UHFFFAOYSA-N,['C03BA08'],CHEMBL878,Metolazone
IUBSYMUCCVWXPE-UHFFFAOYSA-N,['C07AB02'],CHEMBL13,Metoprolol
BAQCROVBDNBEEB-UBYUBLNFSA-N,['V08AB01'],CHEMBL462394,Metrizamide
VAOCPAMSLUNLGC-UHFFFAOYSA-N,"['D06BX01', 'P01AB51', 'G01AF01', 'A01AB17', 'P01AB01', 'J01XD01']",CHEMBL137,Metronidazole
FJLBFSROUSIWMA-UHFFFAOYSA-N,['V04CD01'],CHEMBL934,Metyrapone
MJVGBKJNTFCUJM-UHFFFAOYSA-N,[],CHEMBL1898387,Mexenone
VLPIATFUUWWMKC-UHFFFAOYSA-N,['C01BB02'],CHEMBL558,Mexiletine
YPBATNHYBCGSSN-VWPFQQQWSA-N,['J01CA10'],CHEMBL1731,Mezlocillin
UEQUQVLFIPOEMF-UHFFFAOYSA-N,['N06AX03'],CHEMBL6437,Mianserin
HBNPJJILLOYFJU-VMPREFPWSA-N,['C08CX01'],CHEMBL45816,Mibefradil
PIEUQSKUWLMALL-YABMTYFHSA-N,['J02AX05'],CHEMBL457547,Micafungin
BYBLEWFAAKGYCD-UHFFFAOYSA-N,"['G01AF04', 'S02AA13', 'J02AB01', 'A01AB09', 'D01AC52', 'A07AC01', 'D01AC02']",CHEMBL91,Miconazole
DDLIGBOFAVUZHB-UHFFFAOYSA-N,['N05CD08'],CHEMBL655,Midazolam
PTKSEFOSCHHMPD-UHFFFAOYSA-N,['C01CA17'],CHEMBL1201212,Midodrine
BMGQWWVMWDBQGC-IIFHNQTCSA-N,['L01EX10'],CHEMBL608533,Midostaurin
NGIYLSFJGRLEMI-MHTUOZSYSA-M,[],,Mifamurtide
VKHAHZOOUSRJNA-GCNJZUOMSA-N,"['G03XB01', 'G03XB51']",CHEMBL1276308,Mifepristone
LXBIFEVIBLOUGU-DPYQTVNSSA-N,['A16AX14'],CHEMBL110458,Migalastat
UQRORFVVSGFNRO-UTINFBMNSA-N,['A16AX06'],CHEMBL1029,Miglustat
PZRHRDRVRGEVNW-UHFFFAOYSA-N,['C01CE02'],CHEMBL189,Milrinone
FFTVPQUHLQBXQZ-KVUCHLLUSA-N,[],CHEMBL69484,Minocycline
ZIMGGGWCDYVHOY-UHFFFAOYSA-N,[],CHEMBL609587,Minoxidil
PBAPPPCECJKMCM-IBGZPJMESA-N,['G04BD12'],CHEMBL2095212,Mirabegron
RONZAEMNMFQXRA-UHFFFAOYSA-N,['N06AX11'],CHEMBL654,Mirtazapine
OJLOPKGSLYJEMD-URPKTTJQSA-N,"['G02AD06', 'A02BB01']",CHEMBL606,Misoprostol
NWIBSHFKIJFRCO-WUDYKRTCSA-N,['L01DC03'],CHEMBL105,Mitomycin
JWBOIMRXGHLCPP-UHFFFAOYSA-N,['L01XX23'],CHEMBL1670,Mitotane
KKZJGLLVHKMTCM-UHFFFAOYSA-N,['L01DB07'],CHEMBL58,Mitozantrone
ILVYCEVXHALBSC-OTBYEXOQSA-N,[],CHEMBL1182833,Mivacurium
PVLJETXTTWAYEW-UHFFFAOYSA-N,['R06AX25'],CHEMBL94454,Mizolastine
YHXISWVBGDMDLQ-UHFFFAOYSA-N,['N06AG02'],CHEMBL86304,Moclobemide
YFGHCGITMMYXAQ-UHFFFAOYSA-N,['N06BA07'],CHEMBL1373,Modafinil
UWWDHYUMIORJTA-HSQYWUDLSA-N,['C09AA13'],CHEMBL1165,Moexipril
HTNPEHXGEKVIHG-QCNRFFRDSA-N,['J05AB18'],CHEMBL4650320,Molnupiravir
ZOKXTWBITQBERF-UHFFFAOYSA-N,[],,Molybdenum
ZOKXTWBITQBERF-AKLPVKDBSA-N,[],,Molybdenum-99
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,[],CHEMBL1078178,Momelotinib
QLIIKPVHVRXHRI-CXSFZGCWSA-N,[],CHEMBL1201404,Mometasone
UCHDWCPVSPXUMX-TZIWLTJVSA-N,"['R03DC53', 'R03DC03']",CHEMBL787,Montelukast
BQJCRHHNABKAKU-KBQPJGBKSA-N,"['N02AA51', 'A07DA52', 'N02AA01']",CHEMBL70,Morphine
FABPRXSRWADJSP-MEDUHNTESA-N,"['J01MA14', 'S01AE07']",CHEMBL32,Moxifloxacin
VRYMTAVOXVTQEF-UHFFFAOYSA-N,"['G04BE06', 'C04AX10']",CHEMBL159226,Moxisylyte
WPNJAUFVNXKLIM-UHFFFAOYSA-N,['C02AC05'],CHEMBL19236,Moxonidine
MINDHVHHQZYEEK-HBBNESRFSA-N,"['D06AX09', 'R01AX06']",CHEMBL719,Mupirocin
HPNSFSBZBAHARI-RUDMXATFSA-N,['L04AA06'],CHEMBL866,Mycophenolic Acid
UKHVLWKBNNSRRR-TYYBGVCCSA-M,[],,N-(3-Chloroallyl)Hexaminium Chloride
ZRMMVODKVLXCBB-UHFFFAOYSA-N,[],,N-Cyclohexyl-N'-Phenylparaphenylenediamine
DEQZTKGFXNUBJL-UHFFFAOYSA-N,[],CHEMBL1591074,N-Cyclohexylbenzothiazyl Sulphenamide
GECBBEABIDMGGL-RTBURBONSA-N,[],CHEMBL947,Nabilone
BLXXJMDCKKHMKV-UHFFFAOYSA-N,['M01AX01'],CHEMBL1070,Nabumetone
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,[],CHEMBL649,Nadolol
RWHUEXWOYVBUCI-ITQXDASVSA-N,[],,Nafarelin
KBAFPSLPKGSANY-UHFFFAOYSA-N,['C04AX21'],CHEMBL1620794,Naftidrofuryl
NETZHAKZCGBWSS-CEDHKZHLSA-N,['N02AF02'],CHEMBL895,Nalbuphine
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,['J01MB02'],CHEMBL5,Nalidixic Acid
WJBLNOPPDWQMCH-MBPVOVBZSA-N,['N07BB05'],CHEMBL982,Nalmefene
HMWHERQFMBEHNG-DMOGFEGYSA-N,[],,Naloxol
UZHSEJADLWPNLE-GRGSLBFTSA-N,"['A06AH04', 'V03AB15']",CHEMBL80,Naloxone
DQCKKXVULJGBQN-XFWGSAIBSA-N,['N07BB04'],CHEMBL19019,Naltrexone
NPAGDVCDWIYMMC-IZPLOLCNSA-N,[],CHEMBL757,Nandrolone
CNIIGCLFLJGOGP-UHFFFAOYSA-N,"['R01AA08', 'S01GA51', 'S01GA01', 'R01AB02']",CHEMBL761,Naphazoline
CMWTZPSULFXXJA-VIFPVBQESA-N,"['G02CC02', 'M01AE02', 'M02AA12']",CHEMBL154,Naproxen
AMKVXSZCKVJAGH-UHFFFAOYSA-N,['N02CC02'],CHEMBL1278,Naratriptan
NCXMLFZGDNKEPB-FFPOYIOWSA-N,"['S01AA10', 'D01AA02', 'A07AA03', 'A01AB10', 'G01AA02']",CHEMBL1200656,Natamycin
OELFLUMRDSZNSF-OFLPRAFFSA-N,[],,Nateglinide
AZVYYSCOCHRFKW-UHFFFAOYSA-N,[],CHEMBL2002077,N-Hydroxymethylsuccinimide
KOHIRBRYDXPAMZ-UHFFFAOYSA-N,['C07AB12'],CHEMBL434394,Nebivolol
RQTOOFIXOKYGAN-UHFFFAOYSA-N,"['R01AC07', 'R03BC03', 'S01GX04']",CHEMBL746,Nedocromil
VRBKIVRKKCLPHA-UHFFFAOYSA-N,['N06AX06'],CHEMBL623,Nefazodone
RGPDEAGGEXEMMM-UHFFFAOYSA-N,['N02BG06'],CHEMBL465026,Nefopam
IXOXBSCIXZEQEQ-UHTZMRCNSA-N,['L01BB07'],CHEMBL1201112,Nelarabine
QAGYKUNXZHXKMR-HKWSIXNMSA-N,['J05AE04'],CHEMBL584,Nelfinavir
PGBHMTALBVVCIT-VCIWKGPPSA-N,"['R01AX08', 'D09AA01', 'S01AA07']",CHEMBL184618,Neomycin
ALWKGYPQUAPLQC-UHFFFAOYSA-N,"['S01EB06', 'N07AA01', 'N07AA51']",CHEMBL278020,Neostigmine
QEFAQIPZVLVERP-UHFFFAOYSA-N,['S01BC10'],CHEMBL1021,Nepafenac
JWNPDZNEKVCWMY-VQHVLOKHSA-N,['L01EH02'],CHEMBL180022,Neratinib
OURRXQUGYQRVML-AREMUKBSSA-N,['S01EX05'],CHEMBL4594250,Netarsudil
CIDUJQMULVCIBT-MQDUPKMGSA-N,"['J01GB07', 'S01AA23']",CHEMBL1572,Netilmicin
WAXQNWCZJDTGBU-UHFFFAOYSA-N,[],CHEMBL206253,Netupitant
NQDJXKOVJZTUJA-UHFFFAOYSA-N,['J05AG01'],CHEMBL57,Nevirapine
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,['C08CA04'],CHEMBL1484,Nicardipine
PXHVJJICTQNCMI-UHFFFAOYSA-N,[],,Nickel
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,['P02DA01'],CHEMBL1448,Niclosamide
IZJRISIINLJVBU-UHFFFAOYSA-N,[],CHEMBL2105161,Nicoboxil
FUWFSXZKBMCSKF-ZASNTINBSA-N,['C10AD03'],CHEMBL1697844,Nicofuranose
LBHIOVVIQHSOQN-UHFFFAOYSA-N,['C01DX16'],CHEMBL284906,Nicorandil
SNICXCGAKADSCV-JTQLQIEISA-N,['N07BA01'],CHEMBL3,Nicotine
PVNIIMVLHYAWGP-UHFFFAOYSA-N,"['C10AD02', 'C04AC01', 'C10AD52']",CHEMBL573,Nicotinic Acid
MVQVNTPHUGQQHK-UHFFFAOYSA-N,"['C04AC02', 'C10AD05']",CHEMBL1235535,Nicotinyl Alcohol
VABCILAOYCMVPS-UHFFFAOYSA-N,['B01AA07'],CHEMBL397420,Nicoumalone
HYIMSNHJOBLJNT-UHFFFAOYSA-N,"['C08CA05', 'C08CA55']",CHEMBL193,Nifedipine
SRQKTCXJCCHINN-NYYWCZLTSA-N,['G01AX05'],CHEMBL514315,Nifuratel
HHZIURLSWUIHRB-UHFFFAOYSA-N,['L01EA03'],CHEMBL255863,Nilotinib
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,['C08CA06'],CHEMBL1428,Nimodipine
MDJFHRLTPRPZLY-UHFFFAOYSA-N,['P01AB06'],CHEMBL435966,Nimorazole
CPMDPSXJELVGJG-UHFFFAOYSA-N,[],CHEMBL5303538,Nintedanib
PCHKPVIQAHNQLW-CQSZACIVSA-N,['L01XK02'],CHEMBL1094636,Niraparib
LIENCHBZNNMNKG-OJFNHCPVSA-N,[],CHEMBL4802135,Nirmatrelvir
VKQFCGNPDRICFG-UHFFFAOYSA-N,['C08CA07'],CHEMBL1726,Nisoldipine
OUBCNLGXQFSTLU-UHFFFAOYSA-N,['A16AX04'],CHEMBL1337,Nitisinone
KJONHKAYOJNZEC-UHFFFAOYSA-N,['N05CD02'],CHEMBL13209,Nitrazepam
PVHUJELLJLJGLN-UHFFFAOYSA-N,['C08CA08'],CHEMBL475534,Nitrendipine
GRYLNZFGIOXLOG-UHFFFAOYSA-N,[],CHEMBL1352,Nitric Acid
MWUXSHHQAYIFBG-UHFFFAOYSA-N,['R07AX01'],CHEMBL1200689,Nitric Oxide
NXFQHRVNIOXGAQ-YCRREMRBSA-N,"['J01XE01', 'J01XE51']",CHEMBL572,Nitrofurantoin
IAIWVQXQOWNYOU-FPYGCLRLSA-N,"['B05CA03', 'P01CC02', 'S02AA02', 'D09AA03', 'D08AF01', 'S01AX04']",CHEMBL869,Nitrofurazone
IJGRMHOSHXDMSA-UHFFFAOYSA-N,['V03AN04'],CHEMBL142438,Nitrogen
GQPLMRYTRLFLPF-UHFFFAOYSA-N,"['N01AX13', 'N01AX63']",CHEMBL1234579,Nitrous Oxide
SGXXNSQHWDMGGP-IZZDOVSWSA-N,[],,Nizatidine
UTGQNNCQYDRXCH-UHFFFAOYSA-N,[],CHEMBL1333512,"N,N'-Diphenyl-P-Phenylenediamine"
KZUIYQJTUIACIG-YBZCJVABSA-N,['G03DB04'],CHEMBL2105722,Nomegestrol
RGOVYLWUIBMPGK-UHFFFAOYSA-N,[],CHEMBL75124,Nonivamide
KUXGUCNZFCVULO-UHFFFAOYSA-N,[],CHEMBL1797943,Nonoxinol
SFLSHLFXELFNJZ-QMMMGPOBSA-N,['C01CA03'],CHEMBL1437,Noradrenaline
AKPLHCDWDRPJGD-UHFFFAOYSA-N,['N05BA16'],CHEMBL523,Nordazepam
ISHXLNHNDMZNMC-XUDSTZEESA-N,[],CHEMBL4791392,Norelgestromin
VIKNJXKGJWUCNN-XGXHKTLJSA-N,"['G03DC02', 'G03AC01']",CHEMBL1162,Norethisterone
OGJPXUAPXNRGGI-UHFFFAOYSA-N,"['J01MA06', 'S01AE02']",CHEMBL9,Norfloxacin
KIQQMECNKUGGKA-NMYWJIRASA-N,[],CHEMBL1200934,Norgestimate
WWYNJERNGUHSAO-XUDSTZEESA-N,"['G03AD01', 'G03AC03']",CHEMBL1389,Norgestrel
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,['N06AA10'],CHEMBL445,Nortriptyline
AKNNEGZIBPJZJG-MSOLQXFVSA-N,['R05DA07'],CHEMBL364713,Noscapine
JLMHZVYLAQPMOZ-UHFFFAOYSA-N,['B05CA07'],CHEMBL2106441,Noxythiolin
WWFDJIVIDXJAQR-FFWSQMGZSA-N,[],,Nusinersen
VQOXZBDYSJBXMA-RKEBNKJGSA-N,[],,Nystatin
ZXERDUOLZKYMJM-ZWECCWDJSA-N,['A05AA04'],CHEMBL566315,Obeticholic Acid
JYCQQPHGFMYQCF-UHFFFAOYSA-N,[],CHEMBL39763,Octoxinol
DEQANNDTNATYII-OULOTJBUSA-N,['H01CB02'],CHEMBL1680,Octreotide
XULSCZPZVQIMFM-IPZQJPLYSA-N,['A05AX05'],CHEMBL4297588,Odevixibat
PROQIPRRNZUXQM-ZXXIGWHRSA-N,"['G03CA04', 'G03CC06']",CHEMBL193482,Oestriol
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,"['J01MA01', 'S02AA16', 'S01AE01']",CHEMBL4,Ofloxacin
CORFWQGVBFFZHF-UHFFFAOYSA-N,[],CHEMBL1681,O-Iodohippuric Acid
KVWDHTXUZHCGIO-UHFFFAOYSA-N,['N05AH03'],CHEMBL715,Olanzapine
FDLYAMZZIXQODN-UHFFFAOYSA-N,['L01XK01'],CHEMBL521686,Olaparib
VTRAEEWXHOVJFV-UHFFFAOYSA-N,[],CHEMBL1516,Olmesartan
COUYJEVMBVSIHV-SFHVURJKSA-N,['R03AC19'],CHEMBL605846,Olodaterol
JBIMVDZLSHOPLA-LSCVHKIXSA-N,"['R01AC08', 'S01GX09']",CHEMBL1189432,Olopatadine
QQBDLJCYGRGAKP-UHFFFAOYSA-N,[],,Olsalazine
PIDFDZJZLOTZTM-KHVQSSSXSA-N,[],CHEMBL3127326,Ombitasvir
SUBDBMMJDZJVOS-UHFFFAOYSA-N,['A02BC01'],CHEMBL1503,Omeprazole
FELGMEQIXOGIFQ-UHFFFAOYSA-N,['A04AA01'],CHEMBL46,Ondansetron
ASOADIZOVZTJSR-UHFFFAOYSA-N,['N04BX04'],CHEMBL1089318,Opicapone
YNZFUWZUGRBMHL-UHFFFAOYSA-N,['N06AA05'],CHEMBL370753,Opipramol
LMOINURANNBYCM-UHFFFAOYSA-N,"['R03AB03', 'R03CB03']",CHEMBL776,Orciprenaline
AHLBNYSZXLDEJQ-FWEHEUNISA-N,['A08AB01'],CHEMBL175247,Orlistat
AHLPHDHHMVZTML-BYPYZUCNSA-N,[],CHEMBL446143,Ornithine
QVYRGXJJSLMXQH-UHFFFAOYSA-N,['M03BC51'],CHEMBL900,Orphenadrine
OZPFIJIOIVJZMN-SFHVURJKSA-N,[],CHEMBL1921976,Orteronel
VSZGPKBBMSAYNT-RRFJBIMHSA-N,['J05AH02'],CHEMBL1229,Oseltamivir
USUZGMWDZDXMDG-CYBMUJFWSA-N,['H02CA02'],CHEMBL3099695,Osilodrostat
DUYJMQONPNNFPI-UHFFFAOYSA-N,['L01EB04'],CHEMBL3353410,Osimertinib
LUMKNAVTFCDUIE-VHXPQNKSSA-N,['G03XC05'],CHEMBL2105395,Ospemifene
DRMCATBEKSVAPL-BNTLRKBRSA-N,[],,Oxaliplatin
XCGYUJZMCCFSRP-UHFFFAOYSA-N,['P02BA02'],CHEMBL847,Oxamniquine
QSLJIVKCVHQPLV-PEMPUTJUSA-N,['A14AA08'],CHEMBL1200436,Oxandrolone
BAINIUMDFURPJM-UHFFFAOYSA-N,['R06AE06'],CHEMBL13828,Oxatomide
ADIMAYPTOBDMTL-UHFFFAOYSA-N,['N05BA04'],CHEMBL568,Oxazepam
CTRLABGOLIVAIY-UHFFFAOYSA-N,['N03AF02'],CHEMBL1068,Oxcarbazepine
YRCWQPVGYLYSOX-UHFFFAOYSA-N,"['S01GA06', 'C01CA08', 'S01GA56']",CHEMBL33720,Oxedrine
FTLDJPRFCGDUFH-UHFFFAOYSA-N,['C05AD06'],CHEMBL127592,Oxethazaine
NVOYVOBDTVTBDX-AGUVMIOSSA-N,[],CHEMBL4297364,Oxitropium
CEMAWMOMDPGJMB-UHFFFAOYSA-N,['C07AA02'],CHEMBL546,Oxprenolol
CMHHMUWAYWTMGS-UHFFFAOYSA-N,"['D04AB03', 'S01HA02']",CHEMBL1200,Oxybuprocaine
