DDPD-ID,Drug-Name,SMILES,Molecular Weight (g/mol),C-Max Value (ng/ml),C-Max Unit,C-Max Raw Value,C-Max Annotation,C-Max (nM)
DDPD00877,Sirolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,914.187,67.0,ng/ml,67±23,"Oral single dose; normal,healthy;",73.29
DDPD00877,Sirolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,914.187,152.0,ng/ml,94-210,Oral multiple dose; renal transplant;,166.27
DDPD00878,Chlorhexidine,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,505.447,0.206,ng/mg,0.206,Oral single dose;,0.41
DDPD00879,Emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,247.247,1800.0,ng/ml,1.8±0.7,,7280.17
DDPD00879,Emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,247.247,1278.0,ng/ml,1.278±0.497,food;,5168.92
DDPD00881,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,438.5161,1526.0,ng/ml,1526.0,"PO, oral; Male, men; normal,healthy;",3479.92
DDPD00881,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,438.5161,923.0,ng/ml,923±277,"intravenous injection, IV; Drug form;",2104.83
DDPD00881,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,438.5161,207.0,ng/ml,207±89,"PO, oral;",472.05
DDPD00883,Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.1363,9.9177246,ng/ml,42(59-166),"PO, oral; immediate release formulation;",42.00
DDPD00883,Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.1363,48.8802141,ng/ml,207(197-335),"PO, oral; Active metabolite; immediate release formulation;",207.00
DDPD00883,Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.1363,212.52267,ng/ml,900(790-1080),"PO, oral; Active metabolite; immediate release formulation;",900.00
DDPD00883,Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.1363,0.0,ng/ml,~0,"PO, oral; Sustained Release formulation;",0.00
DDPD00883,Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.1363,6.6118164,ng/ml,28(23-33),"PO, oral; Active metabolite; Sustained Release formulation;",28.00
DDPD00883,Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,236.1363,41.3238525,ng/ml,175(154-267),"PO, oral; Active metabolite; Sustained Release formulation;",175.00
DDPD00884,Risedronic acid,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,283.1123,2.8,ng/ml,2.8±0.3,"PO, oral; Male, men; normal,healthy;",9.89
DDPD00889,Granisetron,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,312.417,6.0,ng/ml,6.0(0.6-31),Oral single dose; tumor;,19.21
DDPD00889,Granisetron,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,312.417,64.0,ng/ml,64(18-176),"intravenous injection, IV; tumor;",204.85
DDPD00899,Remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,376.4467,20.0,ng/ml,~20,"intravenous injection, IV;",53.13
DDPD00900,Didanosine,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,236.2273,1500.0,ng/ml,1.5±0.7,"Tablet, PO, oral; fasting; extended release formulation; AIDS,HIV;",6349.82
DDPD00900,Didanosine,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,236.2273,930.0,ng/ml,0.93±0.43,"PO, oral; fasting; extended release formulation; AIDS,HIV;",3936.89
DDPD00904,Ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,293.363,39.0,ng/ml,39(31-48),"PO, oral; adults; normal,healthy;",132.94
DDPD00904,Ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,293.363,102.0,ng/ml,102(64-136),,347.69
DDPD00905,Bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,415.5656,0.08,ng/ml,0.08,ophthalmic administration;,0.19
DDPD00905,Bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,415.5656,12.2,ng/ml,12.2,different study;,29.36
DDPD00906,Tiagabine,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,375.548,122.0,ng/ml,122±36,"Oral single dose; adults; normal,healthy;",324.86
DDPD00906,Tiagabine,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,375.548,69.0,ng/ml,69±22,"Oral multiple dose; adults; normal,healthy;",183.73
DDPD00908,Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,324.4168,1300.0,ng/ml,~1.3,"PO, oral; immediate release formulation; adults; normal,healthy;",4007.19
DDPD00908,Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,324.4168,530.0,ng/ml,0.53±0.22,"PO, oral; extended release formulation; adults; normal,healthy;",1633.70
DDPD00908,Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,324.4168,2900.0,ng/ml,2.9±1.0,"intravenous injection, IV; adults; normal,healthy;",8939.12
DDPD00909,Zonisamide,NS(=O)(=O)CC1=NOC2=CC=CC=C12,212.226,28000.0,ng/ml,28±4,"PO, oral; adults; normal,healthy;",131934.82
DDPD00912,Repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,452.5857,47.0,ng/ml,47±24,"Male, men; adults; normal,healthy;",103.85
DDPD00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,171.154,35000.0,ng/ml,30-40,"intravenous infusion, IV in drop;",204494.20
DDPD00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,171.154,26000.0,ng/ml,26.0,,151909.98
DDPD00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,171.154,10500.0,ng/ml,8-13,Oral single dose;,61348.26
DDPD00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,171.154,19800.0,ng/ml,19.8,,115685.29
DDPD00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,171.154,1900.0,ng/ml,1.9±0.2,Vaginal Administration;,11101.11
DDPD00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,171.154,27000.0,ng/ml,27(11-41),"intravenous infusion, IV in drop;",157752.67
DDPD00921,Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,467.6401,0.78,ng/ml,0.78,,1.67
DDPD00921,Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,467.6401,3.6,ng/ml,3.6±3.0,"IM,intramuscular injection;",7.70
DDPD00921,Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,467.6401,3.3,ng/ml,3.3±0.8,"subcutaneous injection, SC;",7.06
DDPD00921,Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,467.6401,2.0,ng/ml,2.0±0.6,buccal;,4.28
DDPD00924,Cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,275.3874,20.0,ng/ml,5-35,"PO, oral;",72.62
DDPD00929,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.5341,2.683,ng/ml,2.6830±1.2161,"PO, oral;",7.01
DDPD00929,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.5341,2.4391,ng/ml,2.4391±1.1567,sublingual;,6.38
DDPD00929,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.5341,1.3611,ng/ml,1.3611±0.3436,buccal;,3.56
DDPD00938,Salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,415.5656,0.047897,ng/ml,47.897,"inhalation, IH;",0.12
DDPD00945,Acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(O)=O,180.1574,24000.0,ng/ml,24±4,Oral single dose;,133216.84
DDPD00947,Fulvestrant,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],606.78,8.2,ng/ml,8.2±5.2,"IM,intramuscular injection; postmenopausal women; breast cancer;",13.51
DDPD00950,Fexofenadine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,501.6564,299.0,ng/ml,299,Oral multiple dose;,596.03
DDPD00950,Fexofenadine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,501.6564,286.0,ng/ml,286±143,"PO, oral;",570.11
DDPD00951,Isoniazid,NNC(=O)C1=CC=NC=C1,137.1393,5400.0,ng/ml,5.4±2.0,"PO, oral; Drug form; normal,healthy;",39376.02
DDPD00951,Isoniazid,NNC(=O)C1=CC=NC=C1,137.1393,7100.0,ng/ml,7.1±1.9,"PO, oral; Drug form; normal,healthy;",51772.18
DDPD00953,Rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,269.3449,20.0,ng/ml,20±4.9,"Oral single dose; adults; normal,healthy;",74.25
DDPD00953,Rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,269.3449,37.0,ng/ml,37±13,"Oral multiple dose; adults; normal,healthy;",137.37
DDPD00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.3642,6250000.0,ng,2.5-10,Liquid;,20877579.88
DDPD00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.3642,70000000.0,ng,20-120,"Tablet, PO, oral; extended release formulation;",233828894.70
DDPD00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.3642,7937500.0,ng,3.175-12.7,Liquid; food;,26514526.45
DDPD00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.3642,88900000.0,ng,25.4-152.4,"Tablet, PO, oral; extended release formulation; food;",296962696.27
DDPD00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.3642,30.0,ng/ml,30±9.4,"PO, oral; extensive metabolizers, EM;",100.21
DDPD00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.3642,27.0,ng/ml,27±5.9,"PO, oral; poor metabolizers, PM;",90.19
DDPD00957,Norgestimate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,369.4971,1.82,ng/ml,1.82,"PO, oral; Active metabolite;",4.93
DDPD00957,Norgestimate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,369.4971,2.79,ng/ml,2.79,"PO, oral; Active metabolite;",7.55
DDPD00958,Carboplatin,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],371.254,39000.0,ng/ml,39±17,adults; ovarian cancer;,105049.37
DDPD00959,Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,374.4706,178.0,ng/ml,178±44,"PO, oral; Male, men; adults; normal,healthy;",475.34
DDPD00959,Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,374.4706,225.0,ng/ml,225±44,"intravenous injection, IV; Male, men; adults; normal,healthy;",600.85
DDPD00962,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,305.3339,26.0,ng/ml,26±4.4,"Oral single dose; normal,healthy;",85.15
DDPD00964,Apraclonidine,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,245.109,0.9,ng/ml,0.9,ophthalmic administration;,3.67
DDPD00973,Ezetimibe,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,409.4252,4.45,ng/ml,3.4-5.5,Oral single dose; adults; fasting;,10.87
DDPD00973,Ezetimibe,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,409.4252,58.0,ng/ml,45-71,"PO, oral; Active metabolite;",141.66
DDPD00973,Ezetimibe,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,409.4252,122.0,ng/ml,122.0,"PO, oral;",297.98
DDPD00976,Telithromycin,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,812.018,2230.0,ng/ml,2.23,"PO, oral;",2746.24
DDPD00977,Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,296.4034,0.0741,ng/ml,74.1±35.6,"PO, oral;",0.25
DDPD00977,Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,296.4034,0.0288,ng/ml,28.8±10.3,Transdermal preparations;,0.10
DDPD00982,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,300.4351,292.5,ng/ml,74-511,"PO, oral;",973.59
DDPD00982,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,300.4351,314.0,ng/ml,314,"PO, oral; fasting;",1045.15
DDPD00982,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,300.4351,395.0,ng/ml,395,"PO, oral; high-fat meal;",1314.76
DDPD00982,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,300.4351,208.0,ng/ml,208±92,"PO, oral;",692.33
DDPD00982,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,300.4351,473.0,ng/ml,473±171,"PO, oral; Active metabolite;",1574.38
DDPD00983,Formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,344.4049,2.2e-05,ng/ml,22,"inhalation, IH; adults; normal,healthy;",0.00
DDPD00983,Formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,344.4049,2.2e-05,ng/ml,22,adults; asthma;,0.00
DDPD00983,Formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,344.4049,4.1e-05,ng/ml,41,adults; asthma;,0.00
DDPD00987,Cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,243.2166,5000.0,ng/ml,~5,"intravenous injection, IV; leukemia; malignant solid tumors;",20557.81
DDPD00987,Cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,243.2166,75.0,ng/ml,0.05-0.1,"intravenous infusion, IV in drop; leukemia; malignant solid tumors;",308.37
DDPD00989,Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,250.3367,26.0,ng/ml,26±10,"Capsule, PO, Oral;",103.86
DDPD00993,Azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,277.263,55.0,ng/ml,20-90,"PO, oral; Active metabolite; renal transplant;",198.37
DDPD00996,Gabapentin,NCC1(CC(O)=O)CCCCC1,171.2368,4000.0,ng/ml,4.0,"PO, oral; adults; normal,healthy;",23359.46
DDPD00997,Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,543.5193,950.0,ng/ml,~950,"intravenous infusion, IV in drop; depression;",1747.87
DDPD00997,Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,543.5193,519.0,ng/ml,30-1008,"intravenous infusion, IV in drop; Active metabolite; depression;",954.89
DDPD00997,Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,543.5193,6.0,ng/ml,6.0±3.2,"intravenous infusion, IV in drop; Advanced tumors;",11.04
DDPD00997,Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,543.5193,5.0,ng/ml,5.0±3.5,"intravenous infusion, IV in drop; Active metabolite; Advanced tumors;",9.20
DDPD00999,Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,297.739,280.0,ng/ml,70-490,"PO, oral;",940.42
DDPD00999,Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,297.739,224.0,ng/ml,56-392,"PO, oral; food;",752.34
DDPD00999,Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,297.739,75.0,ng/ml,75±17,"Oral single dose; adults; normal,healthy;",251.90
DDPD00999,Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,297.739,91.0,ng/ml,91±0.2,"Oral multiple dose; adults; normal,healthy;",305.64
DDPD01001,Salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,239.3107,3.0,ng/ml,3,"PO, oral; Active metabolite;",12.54
DDPD01001,Salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,239.3107,3.6,ng/ml,3.6(1.9-5.9),Oral single dose; Optical rotation R;,15.04
DDPD01001,Salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,239.3107,11.4,ng/ml,11.4(7.1-16.2),Oral single dose; Optical rotation S;,47.64
DDPD01002,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,288.4277,1200.0,ng/ml,1.2,epidural administration;,4160.49
DDPD01004,Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,255.2306,1200.0,ng/ml,1.2±0.4,"intravenous infusion, IV in drop; food;",4701.63
DDPD01004,Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,255.2306,6600.0,ng/ml,6.6±1.8,,25858.97
DDPD01005,Hydroxyurea,NC(=O)NO,76.0547,76587082.9,ng/ml,1007±371,"intravenous injection, IV; solid tumors;",1007000000.00
DDPD01005,Hydroxyurea,NC(=O)NO,76.0547,60387431.8,ng/ml,794±241,"PO, oral; solid tumors;",794000000.00
DDPD01006,Letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,285.3027,29.6714808,ng/ml,104,"PO, oral;",104.00
DDPD01006,Letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,285.3027,32.8098105,ng/ml,115.0,"postmenopausal women; normal,healthy;",115.00
DDPD01008,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.302,30.0,ng/ml,30,Oral single dose; patients;,121.80
DDPD01008,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.302,65.0,ng/ml,65±27,Oral single dose; Chronic myelogenous leukemia;,263.90
DDPD01008,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.302,949.0,ng/ml,949±278,Oral single dose; bone marrow transplant;,3852.99
DDPD01012,Cinacalcet,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,357.412,10.6,ng/ml,10.6±2.8,Oral single dose;,29.66
DDPD01013,Clobetasol propionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,466.97,0.059,ng/ml,59±36,skin/dermal;,0.13
DDPD01013,Clobetasol propionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,466.97,0.0563,ng/ml,56.3±104.7,ointment;,0.12
DDPD01015,Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.278,62700.0,ng/ml,57.4-68,"PO, oral;",247554.07
DDPD01015,Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.278,37100.0,ng/ml,37.1,"Oral single dose; adults; normal,healthy;",146479.36
DDPD01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,494.004,263.0,ng/ml,211-315,"PO, oral; Geriatric;",532.38
DDPD01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,494.004,223.0,ng/ml,144-302,"PO, oral; adults; patients;",451.41
DDPD01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,494.004,106.0,ng/ml,106.0,"Tablet, PO, oral; Drug form; adults; normal,healthy;",214.57
DDPD01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,494.004,104.0,ng/ml,104.0,"Tablet, PO, oral; Drug form; adults; normal,healthy;",210.52
DDPD01017,Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,457.4764,1600.0,ng/ml,1.6±0.9,"PO, oral;",3497.45
DDPD01017,Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,457.4764,3100.0,ng/ml,3.1,"PO, oral;",6776.31
DDPD01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,246.093,2.5,ng/ml,2.5±0.6,"PO, oral; immediate release formulation;",10.16
DDPD01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,246.093,1.0,ng/ml,1.0±0.3,"PO, oral; extended release formulation;",4.06
DDPD01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,246.093,3.58,ng/ml,3.58±1.39,"PO, oral; adults; extended release formulation;",14.55
DDPD01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,246.093,2.6,ng/ml,2.6±1.03,"PO, oral; Children; extended release formulation;",10.57
DDPD01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,246.093,1.7,ng/ml,1.7±0.43,"PO, oral; Adolescents; extended release formulation;",6.91
DDPD01020,Isosorbide mononitrate,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,191.1388,230.0355458,ng/ml,314-2093,"PO, oral;",1203.50
DDPD01023,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,384.254,13.064636,ng/ml,34±26,"PO, oral; immediate release formulation; normal,healthy;",34.00
