,Drug ID,Drug Name,CAS No.,# Properties,# Property Values,,
1870,DDPD11114,Eucalyptus oil,8000-48-4,5,5,,
1871,DDPD11115,Ensulizole,27503-81-7,2,3,,
1872,DDPD11117,Undecylenic acid,112-38-9,3,6,,
1873,DDPD11118,Ammonia,7664-41-7,5,6,,
1874,DDPD11119,Sodium iodide,7681-82-5,3,4,,
1875,DDPD11120,Turpentine,9005-90-7,4,8,,
1876,DDPD11121,Chloroxylenol,88-04-0,7,10,,
1877,DDPD11123,Hypochlorite,14380-61-1,3,3,,
1878,DDPD11124,Racepinephrine,329-65-7,3,3,,
1879,DDPD11125,Benzethonium,10172-60-8,2,2,,
1880,DDPD11126,Calcium gluconate,299-28-5,5,7,,
1881,DDPD11127,Selenious acid,7783-00-8,5,5,,
1882,DDPD11129,Carbamide peroxide,124-43-6,3,3,,
1883,DDPD11130,Opium,8008-60-4,5,5,,
1884,DDPD11132,Silicon dioxide,7631-86-9,1,6,,
1885,DDPD11133,Omega-3 fatty acids,329042-31-1,4,6,,
1886,DDPD11134,Cupric oxide,1317-38-0,4,4,,
1887,DDPD11135,Selenium,7782-49-2,8,10,,
1888,DDPD11136,Chromium,7440-47-3,7,14,,
1889,DDPD11137,Molybdenum,7439-98-7,1,2,,
1890,DDPD11143,Cresol,1319-77-3,9,21,,
1891,DDPD11145,Oxyquinoline,148-24-3,4,6,,
1892,DDPD11148,Butamben,94-25-7,7,8,,
1893,DDPD11150,Barium sulfate,7727-43-7,3,4,,
1894,DDPD11151,Sodium hydroxide,1310-73-2,2,2,,
1895,DDPD11153,Potassium hydroxide,1310-58-3,3,3,,
1896,DDPD11155,Triclocarban,101-20-2,6,8,,
1897,DDPD11156,Pyrantel,15686-83-6,5,5,,
1898,DDPD11157,Anthralin,1143-38-0,2,8,,
1899,DDPD11158,Pectin,9000-69-5,4,4,,
1900,DDPD11161,Polyethylene glycol 300,25322-68-3,2,4,,
1901,DDPD11164,Bicisate,121251-02-3,5,10,,
1902,DDPD11168,Calcium threonate,70753-61-6,8,11,,
1903,DDPD11171,Ferric sulfate,10028-22-5,2,2,,
1904,DDPD11180,Tetrofosmin,127502-06-1,2,2,,
1905,DDPD11181,Homatropine,87-00-3,2,5,,
1906,DDPD11182,Rose bengal,0,2,5,,
1907,DDPD11186,Pentoxyverine,77-23-6,5,6,,
1908,DDPD11191,Cobamamide,13870-90-1,1,1,,
1909,DDPD11193,Papain,9001-73-4,1,2,,
1910,DDPD11200,Aluminum zirconium octachlorohydrex gly,174514-58-0,2,3,,
1911,DDPD11201,Menthyl salicylate,89-46-3,2,2,,
1912,DDPD11202,N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),0,1,1,,
1913,DDPD11206,Bemotrizinol,187393-00-6,3,4,,
1914,DDPD11207,Amiloxate,71617-10-2,4,4,,
1915,DDPD11217,Arbutin,497-76-7,4,6,,
1916,DDPD11219,Enzacamene,36861-47-9,7,10,,
1917,DDPD11221,Dioxybenzone,131-53-3,2,2,,
1918,DDPD11226,Ethylhexyl methoxycrylene,947753-66-4,1,1,,
1919,DDPD11228,Methylcellulose,9004-67-5,3,3,,
1920,DDPD11230,Magnesium Aluminum Silicate,1327-43-1,1,2,,
1921,DDPD11235,Thonzylamine,91-85-0,1,1,,
1922,DDPD11239,Aluminum sulfate,10043-01-3,6,7,,
1923,DDPD11242,Gelatin,9000-70-8,3,3,,
1924,DDPD11248,Zinc gluconate,4468-02-4,2,2,,
1925,DDPD11251,Tocopherol,1406-66-2,9,9,,
1926,DDPD11254,Hexylresorcinol,136-77-6,2,2,,
1927,DDPD11256,Levomefolic acid,31690-09-2,5,5,,
1928,DDPD11262,Bisoctrizole,103597-45-1,5,6,,
1929,DDPD11264,Calcium glycerophosphate,27214-00-2,1,1,,
1930,DDPD11269,Diethylamino hydroxybenzoyl hexyl benzoate,302776-68-7,6,7,,
1931,DDPD11271,Polysilicone-15,207574-74-1,2,2,,
1932,DDPD11273,Dihydroergocornine,25447-65-8,9,15,,
1933,DDPD11274,Dihydro-alpha-ergocryptine,25447-66-9,10,16,,
1934,DDPD11275,Epicriptine,88660-47-3,3,8,,
1935,DDPD11278,DL-Methylephedrine,1201-56-5,8,8,,
1936,DDPD11282,Diethyltoluamide,134-62-3,5,5,,
1937,DDPD11283,DL-dimyristoylphosphatidylcholine,18656-38-7,1,7,,
1938,DDPD11284,DL-dimyristoylphosphatidylglycerol,61361-72-6,1,7,,
1939,DDPD11304,Phenoxyethanol,122-99-6,7,10,,
1940,DDPD11323,Glycol salicylate,87-28-5,4,6,,
1941,DDPD11326,Boric acid,10043-35-3,8,9,,
1942,DDPD11327,Dipyrithione,3696-28-4,3,3,,
1943,DDPD11328,Tetradecyl hydrogen sulfate (ester),300-52-7,4,9,,
1944,DDPD11333,Poloxamer 188,691397-13-4,6,9,,
1945,DDPD11348,Calcium Phosphate,10103-46-5,2,2,,
1946,DDPD11359,Guaiacol,90-05-1,1,1,,
1947,DDPD11362,Selexipag,475086-01-2,6,10,,
1948,DDPD11363,Alectinib,1256580-46-7,9,19,,
1949,DDPD11386,Chlorobutanol,57-15-8,8,8,,
1950,DDPD11387,Chloroform,67-66-3,1,6,,
1951,DDPD11431,Moxidectin,113507-06-5,12,12,,
1952,DDPD11560,Lesinurad,878672-00-5,6,9,,
1953,DDPD11570,Padimate O,21245-02-3,1,1,,
1954,DDPD11573,Aluminum chlorohydrate,12359-72-7,2,3,,
1955,DDPD11574,Elbasvir,1370468-36-2,6,7,,
1956,DDPD11575,Grazoprevir,1350514-68-9,6,7,,
1957,DDPD11577,Indigotindisulfonic acid,483-20-5,2,2,,
1958,DDPD11581,Venetoclax,1257044-40-8,9,16,,
1959,DDPD11583,Cetalkonium,10328-34-4,5,7,,
1960,DDPD11584,Pipradrol,467-60-7,2,5,,
1961,DDPD11585,Drometrizole trisiloxane,155633-54-8,1,1,,
1962,DDPD11586,Asunaprevir,630420-16-5,11,14,,
1963,DDPD11587,Etafedrine,48141-64-6,6,6,,
1964,DDPD11588,Carbon monoxide,630-08-0,4,6,,
1965,DDPD11589,Neon,7440-01-9,2,2,,
1966,DDPD11590,Thimerosal,54-64-8,8,14,,
1967,DDPD11591,Bilastine,202189-78-4,8,13,,
1968,DDPD11596,Levoleucovorin,68538-85-2,6,10,,
1969,DDPD11602,Hydroxyethyl cellulose,9004-62-0,1,1,,
1970,DDPD11605,Myrrh,9000-45-7,1,1,,
1971,DDPD11610,Oxilofrine,365-26-4,1,1,,
1972,DDPD11611,Lifitegrast,1025967-78-5,4,9,,
1973,DDPD11613,Velpatasvir,1377049-84-7,6,7,,
1974,DDPD11614,Rupatadine,158876-82-5,7,12,,
1975,DDPD11619,Gestrinone,16320-04-0,6,7,,
1976,DDPD11622,Dehydrocholic acid,81-23-2,3,10,,
1977,DDPD11629,Laropiprant,571170-77-9,3,3,,
1978,DDPD11630,Temoporfin,122341-38-2,5,9,,
1979,DDPD11632,Opicapone,923287-50-7,5,5,,
1980,DDPD11633,Isavuconazole,241479-67-4,9,20,,
1981,DDPD11635,Tocofersolan,9002-96-4,9,9,,
1982,DDPD11637,Delamanid,681492-22-8,7,8,,
1983,DDPD11640,Amifampridine,54-96-6,8,24,,
1984,DDPD11641,Vinflunine,162652-95-1,6,8,,
1985,DDPD11642,Pitolisant,362665-56-3,10,13,,
1986,DDPD11644,Tafamidis,594839-88-0,10,13,,
1987,DDPD11652,Tucatinib,937263-43-9,10,14,,
1988,DDPD11653,Bremelanotide,189691-06-3,10,11,,
1989,DDPD11660,Latanoprostene bunod,860005-21-6,4,12,,
1990,DDPD11672,Curcumin,458-37-7,4,8,,
1991,DDPD11689,Selumetinib,606143-52-6,7,16,,
1992,DDPD11691,Naldemedine,916072-89-4,6,9,,
1993,DDPD11699,Tropisetron,89565-68-4,10,15,,
1994,DDPD11703,Acalabrutinib,1420477-60-6,8,11,,
1995,DDPD11705,Iomeprol,78649-41-9,3,3,,
1996,DDPD11712,Tezacaftor,1152311-62-0,10,11,,
1997,DDPD11718,Encorafenib,1269440-17-6,9,16,,
1998,DDPD11730,Ribociclib,1211441-98-3,4,5,,
1999,DDPD11732,Lasmiditan,439239-90-4,7,10,,
2000,DDPD11735,Galactose,59-23-4,1,1,,
2001,DDPD11738,Rilmenidine,54187-04-1,3,3,,
2002,DDPD11753,Rifamycin,6998-60-3,13,16,,
2003,DDPD11757,Istradefylline,155270-99-8,13,20,,
2004,DDPD11760,Talazoparib,1207456-01-6,7,12,,
2005,DDPD11761,Tenapanor,1234423-95-0,2,5,,
2006,DDPD11791,Capmatinib,1029712-80-8,7,9,,
2007,DDPD11793,Niraparib,1038915-60-4,9,11,,
2008,DDPD11799,Bictegravir,1611493-60-7,6,6,,
2009,DDPD11817,Baricitinib,1187594-09-7,9,11,,
2010,DDPD11823,Esketamine,33643-46-8,13,17,,
2011,DDPD11827,Ertugliflozin,1210344-57-2,10,14,,
2012,DDPD11828,Neratinib,698387-09-6,8,18,,
2013,DDPD11837,Osilodrostat,928134-65-0,6,15,,
2014,DDPD11842,Angiotensin II,4474-91-3,2,5,,
2015,DDPD11855,Revefenacin,864750-70-9,12,14,,
2016,DDPD11859,Brexanolone,516-54-1,7,7,,
2017,DDPD11901,Apalutamide,956104-40-8,11,18,,
2018,DDPD11915,Valbenazine,1025504-45-3,8,14,,
2019,DDPD11921,Deflazacort,14484-47-0,13,16,,
2020,DDPD11936,Bempedoic acid,738606-46-7,7,9,,
2021,DDPD11942,Selinexor,1393477-72-9,8,10,,
2022,DDPD11943,Delafloxacin,189279-58-1,9,18,,
2023,DDPD11951,Lemborexant,1369764-02-2,6,10,,
2024,DDPD11952,Duvelisib,1201438-56-3,12,14,,
2025,DDPD11963,Dacomitinib,1110813-31-4,14,16,,
2026,DDPD11967,Binimetinib,606143-89-9,8,12,,
2027,DDPD11978,Glasdegib,1095173-27-5,18,25,,
2028,DDPD11979,Elagolix,834153-87-6,7,10,,
2029,DDPD11986,Entrectinib,1108743-60-7,8,19,,
2030,DDPD11989,Benznidazole,22994-85-0,7,13,,
2031,DDPD11994,Diacerein,13739-02-1,7,9,,
2032,DDPD11995,Avatrombopag,570406-98-3,8,10,,
2033,DDPD12001,Abemaciclib,1231929-97-7,9,14,,
2034,DDPD12010,Fostamatinib,901119-35-5,7,8,,
2035,DDPD12015,Alpelisib,1217486-61-7,8,16,,
2036,DDPD12020,Tecovirimat,869572-92-9,8,8,,
2037,DDPD12026,Voxilaprevir,1535212-07-7,4,4,,
2038,DDPD12035,Sarecycline,1035654-66-0,7,11,,
2039,DDPD12070,Letermovir,917389-32-3,9,13,,
2040,DDPD12095,Telotristat ethyl,1033805-22-9,3,4,,
2041,DDPD12107,Vaborbactam,1360457-46-0,7,16,,
2042,DDPD12130,Lorlatinib,1454846-35-5,8,14,,
2043,DDPD12141,Gilteritinib,1254053-43-4,13,17,,
2044,DDPD12147,Erdafitinib,1346242-81-6,11,17,,
2045,DDPD12161,Deutetrabenazine,1392826-25-3,5,13,,
2046,DDPD12243,Edaravone,89-25-8,12,18,,
2047,DDPD12245,Triclabendazole,68786-66-3,12,22,,
2048,DDPD12267,Brigatinib,1197953-54-0,11,16,,
2049,DDPD12278,Propiverine,60569-19-9,9,16,,
2050,DDPD12293,Nefopam,13669-70-0,3,3,,
2051,DDPD12301,Doravirine,1338225-97-0,8,12,,
2052,DDPD12329,Eravacycline,1207283-85-9,5,10,,
2053,DDPD12332,Rucaparib,283173-50-2,10,15,,
2054,DDPD12343,Temocillin,66148-78-5,4,4,,
2055,DDPD12364,Betrixaban,330942-05-7,10,12,,
2056,DDPD12371,Siponimod,1230487-00-9,14,17,,
2057,DDPD12377,Relebactam,1174018-99-5,5,6,,
2058,DDPD12455,Omadacycline,389139-89-3,7,14,,
2059,DDPD12457,Rimegepant,1289023-67-1,6,10,,
2060,DDPD12466,Favipiravir,259793-96-9,11,27,,
2061,DDPD12483,Copanlisib,1032568-63-0,8,16,,
2062,DDPD12492,Piritramide,302-41-0,3,3,,
2063,DDPD12500,Fedratinib,936091-26-8,10,15,,
2064,DDPD12523,Mizolastine,108612-45-9,3,3,,
2065,DDPD12529,Nitrite,14797-65-0,1,3,,
2066,DDPD12532,Oxetacaine,126-27-2,8,8,,
2067,DDPD12612,Ozanimod,1306760-87-1,15,20,,
2068,DDPD12615,Plazomicin,1154757-24-0,6,13,,
2069,DDPD12674,Lurbinectedin,497871-47-3,7,13,,
2070,DDPD12783,Benserazide,322-35-0,4,6,,
2071,DDPD12808,Trifarotene,895542-09-3,6,6,,
2072,DDPD12825,Lefamulin,1061337-51-6,12,25,,
2073,DDPD12834,Secnidazole,3366-95-8,12,15,,
2074,DDPD12839,Pegvaliase,1585984-95-7,5,12,,
2075,DDPD12865,Etelcalcetide,1262780-97-1,5,6,,
2076,DDPD12867,Benperidol,2062-84-2,3,3,,
2077,DDPD12887,Tazemetostat,1403254-99-8,10,11,,
2078,DDPD12911,Nicoboxil,13912-80-6,1,1,,
2079,DDPD12924,Ozenoxacin,245765-41-7,1,1,,
2080,DDPD12941,Darolutamide,1297538-32-9,13,22,,
2081,DDPD12942,Lactitol,585-86-4,6,7,,
2082,DDPD12965,Silver,7440-22-4,6,10,,
2083,DDPD12978,Pexidartinib,1029044-16-3,11,20,,
2084,DDPD12982,Silicon,7440-21-3,1,1,,
2085,DDPD13074,Macimorelin,381231-18-1,3,3,,
2086,DDPD13125,Lusutrombopag,1110766-97-6,9,11,,
2087,DDPD13139,Levosalbutamol,34391-04-3,2,18,,
2088,DDPD13142,Calcium glubionate anhydrous,97635-31-9,3,7,,
2089,DDPD13145,Nedaplatin,95734-82-0,6,8,,
2090,DDPD13146,Fluciclovine (18F),222727-39-1,7,8,,
2091,DDPD13154,Parachlorophenol,106-48-9,2,3,,
2092,DDPD13155,Esculin,531-75-9,2,3,,
2093,DDPD13156,Inosine pranobex,36703-88-5,2,4,,
2094,DDPD13158,Clobetasone,54063-32-0,1,6,,
2095,DDPD13163,Terpin hydrate,2451-01-6,2,2,,
2096,DDPD13167,Alclofenac,22131-79-9,6,13,,
2097,DDPD13170,Plecanatide,467426-54-6,2,7,,
2098,DDPD13178,Inositol,87-89-8,9,9,,
2099,DDPD13179,Troleandomycin,2751-09-9,1,1,,
2100,DDPD13209,Bismuth subnitrate,1304-85-4,6,7,,
2101,DDPD13219,Medifoxamine,32359-34-5,3,3,,
2102,DDPD13231,Calcium lactate,814-80-2,5,5,,
2103,DDPD13235,Perboric acid,14034-78-7,4,5,,
2104,DDPD13249,Magnesium silicate,1343-88-0,3,3,,
2105,DDPD13257,Ferrous sulfate anhydrous,7720-78-7,10,12,,
2106,DDPD13259,Ethyl chloride,75-00-3,1,1,,
2107,DDPD13268,Acetarsol,97-44-9,1,1,,
2108,DDPD13269,Dichlorobenzyl alcohol,1777-82-8,6,6,,
2109,DDPD13270,Dibekacin,34493-98-6,3,3,,
2110,DDPD13274,Micronomicin,52093-21-7,3,3,,
2111,DDPD13293,Ipecac,8012-96-2,6,7,,
2112,DDPD13295,Atracurium,64228-79-1,3,3,,
2113,DDPD13306,Chlorquinaldol,72-80-0,4,5,,
2114,DDPD13323,Trichloroethylene,79-01-6,1,4,,
2115,DDPD13345,Dihydroergocristine,17479-19-5,15,20,,
2116,DDPD13346,Bufexamac,2438-72-4,3,5,,
2117,DDPD13421,Edoxudine,15176-29-1,10,11,,
2118,DDPD13444,Ioxitalamic acid,28179-44-4,6,6,,
2119,DDPD13501,Bendazac,20187-55-7,7,9,,
2120,DDPD13518,Alginic acid,9005-32-7,1,1,,
2121,DDPD13520,Metergoline,17692-51-2,3,3,,
2122,DDPD13583,Mephenesin,59-47-2,1,1,,
2123,DDPD13595,Almasilate,71205-22-6,3,3,,
2124,DDPD13615,Mifamurtide,838853-48-8,5,9,,
2125,DDPD13620,Potassium gluconate,299-27-4,4,4,,
2126,DDPD13682,Cefpirome,84957-29-9,3,3,,
2127,DDPD13707,Sodium tartrate,868-18-8,2,2,,
2128,DDPD13720,Diphemanil,15394-62-4,1,1,,
2129,DDPD13746,Bioallethrin,584-79-2,4,7,,
2130,DDPD13747,Trolamine,102-71-6,8,12,,
2131,DDPD13749,Magnesium gluconate,59625-89-7,5,5,,
2132,DDPD13751,Glycyrrhizic acid,1405-86-3,8,10,,
2133,DDPD13781,Xamoterol,81801-12-9,3,3,,
2134,DDPD13783,Acemetacin,53164-05-9,13,15,,
2135,DDPD13800,Calcium levulinate,591-64-0,2,2,,
2136,DDPD13813,Iodoform,75-47-8,4,5,,
2137,DDPD13848,Fluorodopa (18F),92812-82-3,2,2,,
2138,DDPD13853,Anethole trithione,532-11-6,4,4,,
2139,DDPD13854,Gamolenic acid,506-26-3,2,2,,
2140,DDPD13858,Dimazole,95-27-2,1,1,,
2141,DDPD13867,Fluticasone,90566-53-3,5,21,,
2142,DDPD13872,Lormetazepam,848-75-9,4,10,,
2143,DDPD13873,Fenofibric acid,42017-89-0,8,14,,
2144,DDPD13874,Enasidenib,1446502-11-9,10,14,,
2145,DDPD13878,Pibrentasvir,1353900-92-1,7,8,,
2146,DDPD13879,Glecaprevir,1365970-03-1,6,7,,
2147,DDPD13882,Methyl nicotinate,93-60-7,7,8,,
2148,DDPD13908,Amylmetacresol,1300-94-3,3,3,,
2149,DDPD13909,Bismuth subgallate,99-26-3,4,4,,
2150,DDPD13925,Dotatate gallium Ga-68,1027785-90-5,6,6,,
2151,DDPD13928,Semaglutide,910463-68-2,14,20,,
2152,DDPD13931,Netarsudil,1254032-66-0,2,2,,
2153,DDPD13943,Testosterone cypionate,58-20-8,6,7,,
2154,DDPD13944,Testosterone enanthate,315-37-7,6,7,,
2155,DDPD13946,Testosterone undecanoate,5949-44-0,3,4,,
2156,DDPD13949,Ferric cation,20074-52-6,3,3,,
2157,DDPD13952,Estradiol acetate,4245-41-4,2,2,,
2158,DDPD13956,Estradiol valerate,979-32-8,3,3,,
2159,DDPD13959,Medium-chain triglycerides,438544-49-1,4,6,,
2160,DDPD13960,Bronopol,52-51-7,9,16,,
2161,DDPD13967,Patent Blue,25305-77-5,5,5,,
2162,DDPD13971,Vanadium,7440-62-2,1,3,,
2163,DDPD13985,Lutetium Lu 177 dotatate,437608-50-9,9,15,,
2164,DDPD13987,Strontium chloride,10476-85-4,2,3,,
2165,DDPD13995,Ferric pyrophosphate citrate,1802359-96-1,9,16,,
2166,DDPD13997,Baloxavir marboxil,1985606-14-1,9,17,,
2167,DDPD14001,alpha-Tocopherol succinate,4345-03-3,1,1,,
2168,DDPD14002,D-alpha-Tocopherol acetate,58-95-7,1,1,,
2169,DDPD14003,alpha-Tocopherol acetate,7695-91-2,6,13,,
2170,DDPD14005,Dimethicone 410,9006-65-9,7,12,,
2171,DDPD14006,Choline salicylate,2016-36-6,5,6,,
2172,DDPD14007,Pentetic acid,67-43-6,8,8,,
2173,DDPD14018,Bromotheophylline,10381-75-6,7,7,,
2174,DDPD14019,Fosnetupitant,1703748-89-3,8,13,,
2175,DDPD14020,Benzoin,119-53-9,3,4,,
2176,DDPD14033,Acetyl sulfisoxazole,80-74-0,8,10,,
2177,DDPD14048,Sodium zirconium cyclosilicate,17141-74-1,1,2,,
2178,DDPD14151,Phosphorus,7723-14-0,1,2,,
2179,DDPD14183,Geraniol,106-24-1,4,4,,
2180,DDPD14184,Cinnamaldehyde,14371-10-9,2,2,,
2181,DDPD14185,Aripiprazole lauroxil,1259305-29-7,9,13,,
2182,DDPD14186,Cinnamyl alcohol,4407-36-7,2,2,,
2183,DDPD14187,Hydroxycitronellal,107-75-5,1,1,,
2184,DDPD14189,Ethylenediamine,107-15-3,3,3,,
2185,DDPD14478,Povidone K30,9003-39-8,1,3,,
2186,DDPD14487,Zinc acetate,557-34-6,5,11,,
2187,DDPD14488,Ferrous gluconate,299-29-6,1,2,,
2188,DDPD14489,Ferrous succinate,10030-90-7,1,2,,
2189,DDPD14490,Ferrous ascorbate,24808-52-4,1,2,,
2190,DDPD14491,Ferrous fumarate,141-01-5,1,2,,
2191,DDPD14500,Potassium,7440-09-7,9,11,,
2192,DDPD14501,Ferrous glycine sulfate,14729-84-1,1,2,,
2193,DDPD14502,"Sodium phosphate, dibasic",7558-79-4,2,3,,
2194,DDPD14503,"Sodium phosphate, monobasic, unspecified form",0,2,3,,
2195,DDPD14505,Sodium borate,1330-43-4,6,8,,
2196,DDPD14509,Lithium carbonate,554-13-2,10,12,,
2197,DDPD14512,Mometasone furoate,83919-23-7,10,39,,
2198,DDPD14513,Magnesium,7439-95-4,7,8,,
2199,DDPD14520,Tetraferric tricitrate decahydrate,0,2,4,,
2200,DDPD14527,Chromic nitrate,13548-38-4,5,12,,
2201,DDPD14528,Chromium gluconate,33661-40-4,5,11,,
2202,DDPD14529,Chromium nicotinate,64452-96-6,5,11,,
2203,DDPD14530,Chromous sulfate,13825-86-0,5,11,,
2204,DDPD14533,Zinc chloride,7646-85-7,4,5,,
2205,DDPD14539,Hydrocortisone acetate,50-03-3,2,2,,
2206,DDPD14540,Hydrocortisone butyrate,13609-67-1,2,2,,
2207,DDPD14541,Hydrocortisone cypionate,508-99-6,2,2,,
2208,DDPD14542,Hydrocortisone phosphate,3863-59-0,2,2,,
2209,DDPD14543,Hydrocortisone probutate,72590-77-3,2,2,,
2210,DDPD14544,Hydrocortisone valerate,57524-89-7,2,2,,
2211,DDPD14554,Dotatate,177943-88-3,1,20,,
2212,DDPD14568,Ivosidenib,1448347-49-6,8,9,,
2213,DDPD14569,Tedizolid,856866-72-3,14,31,,
2214,DDPD14574,Cobalt,7440-48-4,1,4,,
2215,DDPD14583,Segesterone acetate,7759-35-5,8,11,,
2216,DDPD14596,Loteprednol etabonate,82034-46-6,8,16,,
2217,DDPD14598,Edetate calcium disodium anhydrous,62-33-9,8,15,,
2218,DDPD14600,Edetate disodium anhydrous,139-33-3,4,6,,
2219,DDPD14631,Prednisolone phosphate,302-25-0,5,7,,
2220,DDPD14638,Diloxanide furoate,3736-81-0,3,4,,
2221,DDPD14669,Betamethasone phosphate,360-63-4,6,9,,
2222,DDPD14674,Estramustine phosphate,4891-15-0,3,3,,
2223,DDPD14684,Calcium polycarbophil,126040-58-2,2,2,,
2224,DDPD14723,Larotrectinib,1223403-58-4,11,19,,
2225,DDPD14754,Solriamfetol,178429-62-4,7,15,,
2226,DDPD14783,Diroximel fumarate,1577222-14-0,12,13,,
2227,DDPD14840,Ripretinib,1442472-39-0,10,11,,
2228,DDPD14879,Cefiderocol,1225208-94-5,8,12,,
2229,DDPD14914,Flortaucipir F-18,1522051-90-6,3,5,,
2230,DDPD14975,Voxelotor,1446321-46-5,11,20,,
2231,DDPD15035,Zanubrutinib,1691249-45-2,8,12,,
2232,DDPD15091,Upadacitinib,1310726-60-3,12,18,,
2233,DDPD15102,Pemigatinib,1513857-77-6,9,12,,
2234,DDPD15233,Avapritinib,1703793-34-3,9,14,,
2235,DDPD15328,Ubrogepant,1374248-77-7,6,8,,
2236,DDPD15444,Elexacaftor,2216712-66-0,10,11,,
2237,DDPD15465,Benzhydrocodone,1259440-61-3,6,6,,
2238,DDPD15494,Edotreotide gallium Ga-68,2101630-92-4,3,7,,
2239,DDPD15566,Prednisolone acetate,52-21-1,8,8,,
2240,DDPD15594,Brilliant blue G,6104-58-1,2,2,,
2241,DDPD15598,Ferric maltol,33725-54-1,6,7,,
2242,DDPD15617,Ferric derisomaltose,1345510-43-1,6,6,,
2243,DDPD15685,Selpercatinib,2152628-33-4,11,14,,
2244,DDPD15690,Fluoroestradiol F-18,94153-53-4,2,3,,
