Log P_Xlogp3,bond_chiral_undef,Isotope_Atom,Count_Hydrogen Bond Donor,charge,Count_Rotatable Bond,Count_Hydrogen Bond Acceptor,atom_chiral_undef,cid,Mass_Exact,Molecular Weight_N/A,bond_chiral_def,Heavy_Atom,atom_chiral_def,Compound Complexity_N/A,Covalent_Unit,Topological_Polar Surface Area,Weight_Monoisotopic
2.2,0,0,1,0,1,4,0,5284543,301.16779360,301.4,0,22,5,471,1,41.9,301.16779360
2.4,0,0,3,0,4,6,0,10531,583.27946930,583.7,0,43,7,1160,1,118,583.27946930
2,0,0,1,0,2,2,0,11367,233.0010339,234.08,0,14,0,203,1,40.5,233.0010339
3.1,0,0,0,0,7,6,0,39186,414.16132849,414.5,0,29,2,565,1,84.4,414.16132849
N/A,0,0,1,0,6,5,0,10660,469.1880675,470.0,0,33,0,509,2,81.8,469.1880675
2.7,0,0,0,0,5,2,1,21855,292.193948774,292.4,0,22,0,399,1,16.1,292.193948774
0.1,0,0,0,0,0,1,0,8254,46.041864811,46.07,0,3,0,2.8,1,9.2,46.041864811
0.7,0,0,0,0,4,4,0,637568,144.04225873,144.12,1,10,0,141,1,52.6,144.04225873
-0.6,0,0,0,0,0,2,0,679,78.01393598,78.14,0,4,0,29,1,36.3,78.01393598
N/A,0,0,0,0,4,2,0,24705,236.10840961,236.53,0,13,0,149,1,18.5,236.10840961
2.7,0,0,4,0,12,5,0,5280363,354.24062418,354.5,2,25,5,432,1,98,354.24062418
2.8,0,0,3,0,12,5,0,5280360,352.22497412,352.5,2,25,4,469,1,94.8,352.22497412
-0.8,0,0,8,0,7,15,0,5281613,608.17412031,608.5,0,43,10,995,1,234,608.17412031
3.4,0,0,0,0,3,4,0,7188,320.05093334,320.6,0,18,0,266,1,121,320.05093334
3.3,0,0,0,0,6,2,0,3100,255.162314293,255.35,0,19,0,211,1,12.5,255.162314293
5.7,0,0,0,0,9,4,0,13505,452.246378268,452.6,0,34,0,666,1,53.3,452.246378268
3.9,0,0,0,0,4,2,0,3103,281.177964357,281.4,0,21,0,268,1,12.5,281.177964357
4.8,0,0,0,0,7,2,1,13331,349.240564612,349.5,0,26,0,409,1,20.3,349.240564612
2.9,0,0,2,0,9,6,1,3105,351.20457303,351.4,0,25,0,463,1,84.9,351.20457303
0.7,0,0,4,0,12,12,0,3108,504.31725179,504.6,0,36,0,561,1,145,504.31725179
-0.9,0,0,0,0,7,6,0,73330464,255.07428713,255.22,1,18,0,384,1,90,255.07428713
3.2,0,0,1,0,8,3,1,3114,339.231062557,339.5,0,25,0,409,1,59.2,339.231062557
3.4,0,0,1,0,6,8,0,108061,335.10521059,335.38,0,23,0,420,1,135,335.10521059
2.7,0,0,0,2,11,4,0,3116,416.24235551,416.5,0,30,0,487,1,66.8,416.24235551
3.9,0,0,0,0,7,4,0,3117,296.05093334,296.5,0,16,0,201,1,121,296.05093334
3.2,0,0,2,0,0,3,0,2202,226.062994177,226.23,0,17,0,287,1,57.5,226.062994177
-2.9,0,0,3,0,2,4,2,205,119.058243149,119.12,0,8,0,93.3,1,83.6,119.058243149
3.4,0,0,4,0,7,4,1,36811,301.16779360,301.4,0,22,0,305,1,72.7,301.16779360
1.6,0,0,5,0,13,14,0,148124,807.34660536,807.9,0,58,11,1660,1,224,807.34660536
6.2,0,0,1,0,14,2,0,445580,328.240230259,328.5,6,24,0,462,1,37.3,328.240230259
5.1,0,0,1,0,18,7,3,11339,422.23382472,422.6,0,28,0,539,1,115,422.23382472
3.4,0,0,1,0,3,4,0,3033818,324.14739250,324.4,0,24,2,535,1,62.4,324.14739250
2.4,0,0,2,0,3,8,0,54726191,419.12927704,419.4,0,30,2,829,1,99.2,419.12927704
7.5,0,0,0,1,15,1,0,3149,334.310989899,334.6,0,24,0,271,1,9.2,334.310989899
3.9,0,0,2,0,5,3,0,3151,425.1618527,425.9,0,30,0,655,1,67.9,425.1618527
4.3,0,0,0,0,6,4,1,3152,379.21474379,379.5,0,28,0,510,1,38.8,379.21474379
-1,0,0,3,0,2,3,0,681,153.078978594,153.18,0,11,0,119,1,66.5,153.078978594
2.5,0,0,4,0,13,4,0,55483,356.246378268,356.5,0,26,0,334,1,64.5,356.246378268
2.1,0,0,1,0,4,8,0,58460047,425.0502514,425.7,0,29,0,860,1,98,425.0502514
-3.4,0,0,5,0,7,10,0,73303,420.11372685,420.5,0,27,6,780,1,196,420.11372685
0.4,0,0,2,0,3,7,0,5284549,324.02722052,324.4,0,19,2,534,1,151,324.02722052
4.5,0,0,0,0,3,2,0,5284550,295.13947085,295.4,1,21,0,363,1,28.5,295.13947085
3.3,0,0,0,0,6,3,1,3156,378.230728204,378.5,0,28,0,487,1,32.8,378.230728204
2.5,0,0,1,0,4,9,1,3157,451.18556891,451.5,0,33,0,678,1,112,451.18556891
4.3,0,0,0,0,3,2,0,667477,279.162314293,279.4,1,21,0,363,1,12.5,279.162314293
1.3,0,0,6,0,5,12,0,31703,543.17406074,543.5,0,39,6,977,1,206,543.17406074
-0.7,0,0,6,0,2,9,0,54671203,444.15326573,444.4,0,32,6,956,1,182,444.15326573
2.5,0,0,0,0,6,3,1,3162,270.173213330,270.37,0,20,0,276,1,25.4,270.173213330
7,0,0,1,0,4,2,0,16078,314.224580195,314.5,0,23,2,439,1,29.5,314.224580195
7.2,0,0,1,0,18,7,0,208898,556.29709368,556.8,0,39,0,800,1,97.2,556.29709368
3.5,0,0,1,0,6,4,0,3168,379.16960512,379.4,0,28,0,615,1,52.7,379.16960512
3.5,0,0,0,0,0,3,0,68873,366.21949481,366.5,0,27,10,827,1,43.4,366.21949481
4.2,0,0,1,0,0,2,0,6011,304.240230259,304.5,0,22,8,486,1,37.3,304.240230259
-14.3,0,0,48,0,109,53,0,171042928,3313.5972414,3314.6,0,235,29,7740,1,1380,3312.5938866
4.3,0,0,1,0,6,3,0,60835,297.11873540,297.4,0,21,1,312,1,49.5,297.11873540
5.4,0,0,2,0,2,8,0,6918296,528.22114718,528.5,0,37,7,964,1,58.2,528.22114718
4.1,0,0,2,0,4,5,0,50905713,416.1152369,416.9,0,30,1,668,1,86.8,416.1152369
3.8,0,0,0,0,1,2,0,9051,312.208930132,312.4,0,23,6,628,1,34.1,312.208930132
7.2,0,0,0,0,10,3,0,3191,469.298079487,469.7,0,35,0,594,1,29.5,469.298079487
5.3,0,0,0,0,6,2,1,3198,380.024996,381.7,0,24,0,379,1,27.1,380.024996
1,0,0,0,1,8,4,0,10548,256.11362677,256.33,0,15,0,208,1,60.8,256.11362677
-5.9,0,0,4,0,11,10,0,6049,292.09066547,292.24,0,20,0,315,1,156,292.09066547
-7.2,0,0,17,0,26,25,0,158782,1420.61554449,1421.6,0,99,10,2620,1,531,1420.61554449
1.4,0,0,3,0,5,8,0,10280735,547.1768513,548.1,0,37,3,880,1,165,547.1768513
1.8,0,0,1,1,2,1,0,3202,166.123189134,166.24,0,12,0,145,1,20.2,166.123189134
4,0,0,1,0,1,5,0,64139,315.0273907,315.67,0,21,1,519,1,38.3,315.0273907
-2.9,0,0,3,0,5,6,1,3009,182.08668395,182.17,0,12,0,166,1,89.3,182.08668395
5.6,0,0,1,0,13,2,0,446284,302.224580195,302.5,5,22,0,398,1,37.3,302.224580195
6.3,0,0,2,0,10,4,0,23642301,458.293328459,458.6,0,34,1,578,1,44.7,458.293328459
6.7,0,0,4,0,13,9,0,71661251,881.42244513,882.0,0,65,5,1680,1,189,881.42244513
4.1,0,0,1,0,6,3,0,77993,382.17149925,382.5,0,27,1,582,1,61.6,382.17149925
4.9,0,0,1,0,8,11,0,134587348,597.23450825,597.7,0,41,1,1050,1,133,597.23450825
3.7,0,0,2,0,11,5,0,23652731,404.26750763,404.5,0,29,2,483,1,71,404.26750763
5.4,0,0,3,0,5,7,0,135449332,442.16410520,442.5,0,33,0,812,1,115,442.16410520
0.9,0,0,4,0,11,7,0,11250029,569.26381923,569.6,0,42,2,917,1,165,569.26381923
5.3,0,0,2,0,7,7,0,5277135,447.1248787,447.9,0,31,1,701,1,87.1,447.1248787
2.2,0,0,0,0,5,4,0,3219,302.21066147,302.4,0,22,0,341,1,33.5,302.21066147
4.8,0,0,0,1,6,0,1,34055,282.222174897,282.4,0,21,0,266,1,0,282.222174897
2,0,0,4,0,6,7,0,11949646,450.1445309,450.9,0,31,6,558,1,109,450.1445309
-0.6,0,0,2,0,2,5,0,60877,247.04269053,247.25,0,16,2,374,1,113,247.04269053
-0.1,0,0,2,0,10,6,0,5388962,376.19982200,376.4,0,27,3,519,1,95.9,376.19982200
2.4,0,0,0,0,5,3,0,23087,153.078978594,153.18,0,11,0,199,1,50.1,153.078978594
2.7,0,0,3,0,10,10,0,50922675,539.1517794,540.0,0,36,1,836,1,149,539.1517794
2.1,0,0,0,0,3,6,1,3226,183.9714332,184.49,0,10,0,107,1,9.2,183.9714332
-14.7,0,0,63,0,151,67,0,16130199,4491.1933541,4492,0,319,39,11200,1,1900,4489.1866445
-0.2,0,0,2,0,3,8,0,3229,320.12846858,320.32,0,23,0,521,1,85.8,320.12846858
-10.8,0,0,15,0,21,38,20,772,1134.0069961,1134.9,0,70,0,2410,1,652,1134.0069961
1.6,0,0,2,0,3,3,0,53708,248.06194880,248.30,0,17,0,371,1,83.5,248.06194880
6.4,0,0,2,0,1,4,0,10114,470.33960994,470.7,0,34,9,965,1,74.6,470.33960994
2.1,0,0,2,0,4,6,0,5281081,305.10117059,305.29,1,22,0,500,1,130,305.10117059
-1.3,0,0,4,0,2,5,0,135398508,277.11748936,277.28,0,20,3,480,1,126,277.11748936
5.7,0,0,3,0,7,8,0,25141092,560.27113067,560.6,0,41,0,846,1,85.5,560.27113067
3.6,0,0,1,0,3,8,0,15951529,464.09300959,464.4,0,32,0,839,1,109,464.09300959
0.8,0,0,5,0,8,11,0,135564890,436.99171,438.24,0,25,0,563,1,176,436.99171
0.9,0,0,2,0,3,2,0,9294,165.115364102,165.23,0,12,2,121,1,32.3,165.115364102
-1.4,0,0,4,0,3,4,0,5816,183.08954328,183.20,0,13,1,154,1,72.7,183.08954328
1.3,0,0,6,0,5,12,0,41867,543.17406074,543.5,0,39,6,977,1,206,543.17406074
1.4,0,0,0,0,2,6,0,443872,414.20423867,414.5,0,30,8,907,1,82.2,414.20423867
2.9,0,0,3,0,10,5,0,5282411,352.22497412,352.5,2,25,5,484,1,87,352.22497412
4.5,0,0,2,0,10,6,0,5281037,424.14567842,424.5,1,30,0,618,1,121,424.14567842
-2.4,0,0,10,0,10,12,0,448812,831.31561453,832.0,0,57,5,1520,1,377,831.31561453
1,0,0,6,0,5,11,0,54726192,558.21259212,558.6,0,40,4,1200,1,194,558.21259212
-0.1,0,0,2,0,5,6,1,65632,249.01295018,249.3,0,15,0,282,1,134,249.01295018
1.8,0,0,3,0,3,3,0,443884,325.17902698,325.4,0,24,3,535,1,68.4,325.17902698
2,0,0,3,0,4,6,0,8223,581.26381923,581.7,0,43,6,1220,1,118,581.26381923
1.1,0,0,2,0,4,12,0,11354606,729.40881170,729.9,0,52,19,1380,1,146,729.40881170
3.3,0,0,1,0,11,7,0,176870,393.16885622,393.4,0,29,0,525,1,74.7,393.16885622
-1.5,0,0,5,0,7,9,0,150610,475.14132132,475.5,0,33,6,893,1,182,475.14132132
1.7,0,0,4,0,6,7,0,44814423,436.1288808,436.9,0,30,5,586,1,109,436.1288808
2.7,0,0,5,0,7,14,0,12560,733.46124119,733.9,0,51,18,1180,1,194,733.46124119
N/A,0,0,1,0,8,6,0,11751549,460.1180685,461.0,0,31,0,526,2,77.7,460.1180685
N/A,0,0,0,0,0,5,0,12961638,879.6190,879.9,0,31,0,645,3,81.7,879.6190
3.2,0,0,0,0,5,4,0,146570,324.16379146,324.4,0,24,1,466,1,36.3,324.16379146
1.4,0,0,2,0,0,2,0,9881504,254.105527694,254.28,0,19,1,347,1,66.6,254.105527694
1.9,0,0,2,0,10,5,1,59768,295.17835828,295.37,0,21,0,288,1,67.8,295.17835828
2.2,0,0,1,0,5,6,0,9568614,345.11471265,345.4,0,24,1,453,1,96.3,345.11471265
1.5,0,0,4,0,0,4,0,27125,304.16745924,304.4,0,22,7,441,1,80.9,304.16745924
4,0,0,2,0,0,2,0,5757,272.177630004,272.4,0,20,5,382,1,40.5,272.177630004
4,0,0,1,0,6,3,0,259331,439.1680992,440.4,0,29,5,584,1,49.8,439.1680992
4,0,0,2,0,0,2,0,5757,272.177630004,272.4,0,20,5,382,1,40.5,272.177630004
3.1,0,0,1,0,0,2,0,5870,270.161979940,270.4,0,20,4,418,1,37.3,270.161979940
N/A,0,0,3,0,2,7,0,5284555,436.20319330,436.6,0,30,4,650,2,113,436.20319330
-10.7,0,0,18,0,36,17,0,71511839,1047.52906996,1048.3,0,71,8,1910,1,618,1047.52906996
3.8,0,0,1,0,6,4,0,3278,302.0112642,303.13,0,19,0,370,1,63.6,302.0112642
-0.1,0,0,4,0,9,4,0,14052,204.183778013,204.31,0,14,2,109,1,64.5,204.183778013
2.1,0,0,1,0,4,3,0,9363,223.12084340,223.27,0,16,0,228,1,49.8,223.12084340
N/A,0,0,4,0,3,6,0,17506,263.08274382,263.31,0,17,0,252,2,115,263.08274382
-0.1,0,0,1,0,0,1,0,702,46.041864811,46.07,0,3,0,2.8,1,20.2,46.041864811
-1.3,0,0,2,0,1,2,0,700,61.052763847,61.08,0,4,0,10,1,46.3,61.052763847
0.9,0,0,0,0,2,1,0,3283,74.073164938,74.12,0,5,0,11.1,1,9.2,74.073164938
3.7,0,0,2,0,1,2,0,5991,296.177630004,296.4,0,22,5,505,1,40.5,296.177630004
1.1,0,0,1,0,2,2,0,2761171,166.05646950,166.25,0,11,0,147,1,71,166.05646950
-1,0,0,0,0,13,6,2,16058,262.14163842,262.30,0,18,0,191,1,62,262.14163842
2.8,0,0,0,0,4,3,1,6469,261.172878976,261.36,0,19,0,299,1,29.5,261.172878976
0.4,0,0,1,0,1,2,1,3291,141.078978594,141.17,0,10,0,188,1,46.2,141.078978594
1.2,0,0,0,0,0,0,0,6337,64.0079779,64.51,0,3,0,2.8,1,0,64.0079779
1.3,0,0,0,0,3,3,0,69188,151.063328530,151.16,0,11,0,136,1,39.2,151.063328530
3,0,0,1,0,3,3,0,8365,166.062994177,166.17,0,12,0,156,1,46.5,166.062994177
-2,0,0,2,0,1,2,0,3301,60.068748264,60.10,0,4,0,6,1,52,60.068748264
1.5,0,0,1,0,2,4,0,5359271,313.16779360,313.4,0,23,5,523,1,41.9,313.16779360
3.1,0,0,2,0,1,2,0,14687,300.208930132,300.4,0,22,7,555,1,40.5,300.208930132
2.6,0,0,0,0,2,4,0,3307,342.0705954,342.8,0,23,0,474,1,71.3,342.0705954
2.8,0,0,2,0,4,3,1,3308,287.15214353,287.35,0,21,0,399,1,62.3,287.15214353
4.7,0,0,2,0,9,8,0,35375,369.11879254,369.3,0,26,0,433,1,67.8,369.11879254
3,0,0,0,0,5,3,0,667484,244.121177757,244.29,0,18,1,277,1,44.1,244.121177757
3.3,0,0,1,0,2,2,0,6917715,324.208930132,324.5,0,24,6,677,1,37.3,324.208930132
0.6,0,0,3,0,5,13,0,36462,588.18429107,588.6,0,42,10,969,1,161,588.18429107
3.3,0,0,0,0,3,4,0,123619,358.0542766,358.8,0,24,0,514,1,68.3,358.0542766
4.5,0,0,2,0,4,7,0,193962,434.04907,435.3,0,28,0,609,1,121,434.04907
6.8,0,0,0,0,8,3,0,5282375,354.21949481,354.5,4,26,0,568,1,35.5,354.21949481
N/A,0,0,1,0,3,4,0,65358,172.07355886,172.18,0,12,0,149,2,63.6,172.07355886
2,0,0,1,0,3,2,0,3314,164.083729621,164.20,0,12,0,145,1,29.5,164.083729621
5.9,0,0,3,0,9,14,0,6442177,957.58135632,958.2,4,68,15,1810,1,205,957.58135632
1.4,0,0,4,0,8,6,0,9552071,272.22122615,272.39,2,19,2,297,1,89.2,272.22122615
3.1,0,0,0,0,0,2,0,60198,296.177630004,296.4,0,22,5,653,1,34.1,296.177630004
-21,0,0,58,0,135,66,0,45588096,4185.0306624,4187,0,295,37,10300,1,1780,4184.0273075
4,0,0,2,0,6,5,0,150311,409.14894986,409.4,0,30,3,567,1,60.8,409.14894986
N/A,0,0,10,0,16,21,14,54605677,1355.575224,1356.4,3,93,0,3220,3,473,1355.575224
0,0,0,1,0,9,8,0,3324,321.14370410,321.33,0,23,0,404,1,122,321.14370410
-0.6,0,0,4,0,7,8,0,5702160,337.04493627,337.5,1,20,0,469,1,238,337.04493627
0.3,0,0,1,0,0,2,0,1727,94.053098200,94.11,0,7,0,48,1,38.9,94.053098200
N/A,0,0,1,0,9,11,0,16887,808.11709737,808.9,0,54,0,1540,3,223,808.11709737
3.9,0,0,1,0,5,6,0,134018,316.08816355,316.4,0,22,0,448,1,111,316.08816355
4.8,0,0,3,0,11,9,0,16722836,524.25696021,524.7,0,37,0,787,1,117,524.25696021
0.6,0,0,2,0,7,4,0,3331,238.09535693,238.24,0,17,0,246,1,105,238.09535693
3,0,0,1,0,3,2,0,3332,212.083729621,212.24,0,16,0,223,1,37.3,212.083729621
3.9,0,0,1,0,6,5,1,3333,383.0691135,384.2,0,25,0,614,1,64.6,383.0691135
-3.5,0,0,12,0,19,15,0,14257662,1039.43679229,1040.2,0,72,8,1920,1,456,1039.43679229
3.2,0,0,1,0,5,3,0,3335,254.094294304,254.28,0,19,0,310,1,54.4,254.094294304
3.4,0,0,1,0,4,4,1,3337,231.12348400,231.26,0,16,0,203,1,12,231.12348400
5.2,0,0,0,0,7,4,0,3339,360.1128368,360.8,0,25,0,458,1,52.6,360.1128368
3.3,0,0,1,0,4,3,1,3342,242.094294304,242.27,0,18,0,271,1,46.5,242.094294304
4,0,0,0,0,6,2,0,3345,336.220163521,336.5,0,25,0,391,1,23.6,336.220163521
6.7,0,0,0,0,8,3,1,51755,454.0673398,455.4,0,30,0,500,1,52.4,454.0673398
3.1,0,0,0,0,4,2,0,35455,320.152477885,320.4,0,24,0,462,1,40.6,320.152477885
N/A,0,0,16,-1,13,25,19,139266768,788.152102,788.4,0,50,0,940,5,382,788.152102
N/A,0,0,12,3,11,16,0,86278348,562.119621,562.3,0,35,14,598,2,280,562.119621
5.5,0,0,1,0,11,4,0,6918558,411.27734404,411.6,0,30,1,491,1,49.8,411.27734404
3,0,0,3,0,10,5,1,3348,501.28790873,501.7,0,37,0,678,1,81,501.28790873
1.6,0,0,0,0,2,7,0,117604931,358.10120846,358.4,0,25,1,505,1,105,358.10120846
6.4,0,0,7,0,15,18,0,10034073,1056.4252209,1058.0,5,72,14,1970,1,267,1056.4252209
1.4,0,0,1,0,5,6,0,49831257,425.15216079,425.5,0,30,0,715,1,105,425.15216079
3,0,0,2,0,2,2,0,57363,372.277678395,372.5,0,27,7,678,1,58.2,372.277678395
4.2,0,0,3,0,12,3,0,107970,307.251129295,307.5,0,22,0,258,1,66.5,307.251129295
4.3,0,0,0,0,6,5,0,3354,391.17835828,391.5,0,29,0,631,1,55.8,391.17835828
3.8,0,0,2,0,7,10,1,3356,414.13781148,414.34,0,28,0,500,1,59.6,414.13781148
1.1,0,0,0,0,1,5,1,4474062,239.04162790,239.27,0,16,0,369,1,56.6,239.04162790
2.9,0,0,2,0,4,5,0,35802,313.08626942,313.28,0,23,0,454,1,84.1,313.08626942
4,0,0,1,0,2,6,0,20054914,486.1376076,487.4,0,32,9,964,1,72.8,486.1376076
2.6,0,0,2,0,4,8,0,21319,453.0561477,453.9,0,30,3,758,1,138,453.0561477
0.4,0,0,1,0,5,7,0,3365,306.10406535,306.27,0,22,0,358,1,81.7,306.10406535
-0.9,0,0,2,0,0,3,0,3366,129.03383992,129.09,0,9,0,208,1,67.5,129.03383992
-0.6,0,0,4,0,2,9,0,657237,285.08733204,285.23,0,20,4,367,1,140,285.08733204
1.7,0,0,3,0,2,6,0,31378,380.19990218,380.4,0,27,7,734,1,94.8,380.19990218
5.2,0,0,2,0,3,6,0,3371,281.06636305,281.23,0,20,0,346,1,49.3,281.06636305
1,0,0,0,0,3,5,0,3373,303.10191948,303.29,0,22,0,461,1,64.4,303.10191948
1.9,0,0,3,0,2,7,0,16490,410.19048031,410.5,0,29,9,839,1,94.8,410.19048031
6,0,0,0,0,6,4,0,941361,404.20640516,404.5,1,30,0,487,1,6.5,404.20640516
2.5,0,0,2,0,2,7,0,82153,434.21046687,434.5,0,31,9,910,1,93.1,434.21046687
2.1,0,0,0,0,1,5,0,3380,313.08626942,313.28,0,23,0,519,1,78.5,313.08626942
1.1,0,0,4,0,2,8,0,91488,412.16974487,412.4,0,29,9,841,1,115,412.16974487
3.2,0,0,1,0,4,9,0,9642,494.21160968,494.5,0,35,9,1070,1,99.1,494.21160968
2.4,0,0,2,0,2,5,0,9053,376.20498756,376.5,0,27,9,743,1,74.6,376.20498756
3.4,0,0,2,0,0,5,0,16850,332.06847348,332.3,0,25,0,522,1,76,332.06847348
0.6,0,1,1,0,0,1,0,105162,19.008762,19.0089,0,1,0,0,1,0,19.008762
2,0,0,2,0,1,5,0,9878,376.20498756,376.5,0,27,8,787,1,74.6,376.20498756
-0.9,0,0,2,0,0,3,0,3385,130.01785550,130.08,0,9,0,199,1,58.2,130.01785550
4,0,0,1,0,6,5,1,3386,309.13404868,309.33,0,22,0,308,1,21.3,309.13404868
4.5,0,0,1,0,5,7,0,5281878,434.16396908,434.5,1,30,0,591,1,52,434.16396908
4.4,0,0,1,0,6,8,0,3372,437.17486812,437.5,0,30,0,544,1,55.3,437.17486812
2.4,0,0,3,0,6,6,0,53276,304.13355396,304.32,0,22,0,350,1,89.3,304.13355396
1.4,0,0,2,0,2,7,0,15209,436.22611693,436.5,0,31,9,868,1,93.1,436.22611693
3,0,0,0,0,6,4,0,3393,387.1513682,387.9,0,27,0,540,1,35.9,387.1513682
4.2,0,0,1,0,3,3,1,3394,244.08995782,244.26,0,18,0,286,1,37.3,244.08995782
5.6,0,0,1,0,7,5,0,3396,475.24351894,475.6,0,35,0,653,1,35.6,475.24351894
3.3,0,0,1,0,2,6,0,3397,276.07217670,276.21,0,19,0,352,1,74.9,276.07217670
3.2,0,0,2,0,3,8,0,5311101,444.15821500,444.5,0,30,9,861,1,99.9,444.15821500
3.5,0,0,3,0,8,5,0,446155,411.18458647,411.5,1,30,2,590,1,82.7,411.18458647
2.6,0,0,1,0,9,7,0,5324346,318.15551240,318.33,1,22,0,327,1,56.8,318.15551240
-1.1,0,0,6,0,9,10,0,135398658,441.13968135,441.4,0,32,1,767,1,209,441.13968135
-1.5,0,0,12,0,15,15,10,62819,979.42555890,980.2,0,67,0,1790,1,427,979.42555890
1.4,0,0,1,0,0,1,0,3406,82.053098200,82.10,0,6,0,44.8,1,28.7,82.053098200
-14.7,0,0,19,0,30,52,0,5282448,1506.9513344,1508.3,0,91,25,3450,1,873,1506.9513344
1.2,0,0,0,0,0,1,0,712,30.010564683,30.026,0,2,0,2,1,17.1,30.010564683
2.6,0,0,1,0,0,3,0,11273,302.18819469,302.4,0,22,5,589,1,54.4,302.18819469
1.8,0,0,4,0,8,5,2,3410,344.17360725,344.4,0,25,0,388,1,90.8,344.17360725
1.8,0,0,4,0,14,11,0,131536,585.19098791,585.6,0,39,3,912,1,186,585.19098791
1,0,0,3,0,7,15,0,135413538,614.11651857,614.4,0,41,3,997,1,124,614.11651857
-2,0,0,3,0,1,5,0,3415,125.97181019,126.01,0,7,0,120,1,94.8,125.97181019
-1.4,0,0,2,0,1,4,0,446987,138.00819570,138.06,0,8,2,138,1,70.1,138.00819570
6.2,0,0,1,0,15,7,2,55891,563.30118980,563.7,0,39,2,850,1,110,563.30118980
5,0,0,1,0,8,13,0,71544786,688.22492620,688.6,0,47,0,1100,1,106,688.22492620
0.6,0,0,3,0,5,6,0,56339,362.06677320,362.27,0,25,0,547,1,116,362.06677320
1.6,0,0,4,0,10,15,0,11671467,580.14829159,580.5,0,40,0,904,1,187,580.14829159
-0.1,0,0,2,0,8,11,0,11319217,583.15804781,583.5,0,41,0,1020,1,182,583.15804781
-9,0,0,13,0,9,19,0,8378,614.31228554,614.6,0,42,19,872,1,353,614.31228554
1.2,0,0,3,0,2,2,0,77992,243.137162174,243.30,0,18,1,333,1,70.9,243.137162174
9.2,0,0,2,0,14,9,1,104741,606.31660734,606.8,0,41,6,854,1,76.7,606.31660734
-0.1,0,0,0,0,2,6,0,5323714,225.03857033,225.16,1,16,0,326,1,101,225.03857033
2,0,0,3,0,5,7,0,3440,330.0077203,330.74,0,21,0,481,1,131,330.0077203
6.5,0,0,0,0,6,9,3,3084092,639.40948040,639.8,0,45,3,952,1,140,639.40948040
5.5,0,0,3,0,6,6,0,3000226,516.34508925,516.7,1,37,10,994,1,104,516.34508925
-1.1,0,0,2,0,3,3,0,3446,171.125928785,171.24,0,12,0,162,1,63.3,171.125928785
N/A,0,0,2,0,15,14,1,18177388,668.09649,667.7,0,37,0,699,4,220,668.09649
N/A,0,0,3,0,7,13,0,6102852,605.13321,604.7,0,32,2,532,2,194,605.13321
N/A,0,0,2,0,13,11,0,153921,574.10225,573.66,0,30,0,527,2,188,574.10225
N/A,0,0,3,0,18,17,0,73415770,892.15673,891.9,0,52,1,1130,5,269,892.15673
N/A,0,0,2,0,13,13,0,6857474,548.03898,547.57,0,28,0,497,2,205,548.03898
N/A,0,0,1,0,5,12,0,158536,559.09135,558.64,0,29,0,510,2,171,559.09135
N/A,0,0,1,0,5,11,1,60714,559.12774,558.7,0,29,0,471,2,154,559.12774
N/A,0,0,2,0,5,14,0,56841043,682.11214,681.7,0,38,1,756,4,220,682.11214
1.8,0,0,1,0,1,4,0,9651,287.15214353,287.35,0,21,3,440,1,41.9,287.15214353
4.1,0,0,0,0,18,6,0,67425,423.34609231,423.6,0,30,0,362,1,37.4,423.34609231
N/A,0,1,14,0,23,26,0,131634491,1499.49931,1500.5,0,101,10,2690,2,557,1499.49931
-0.6,0,0,2,0,3,3,0,10413,104.047344113,104.10,0,7,0,60,1,57.5,104.047344113
5.9,0,0,1,0,13,2,0,5280933,278.224580195,278.4,3,20,0,301,1,37.3,278.224580195
-2.5,0,0,4,0,5,6,0,135398740,255.09675391,255.23,0,18,0,346,1,135,255.09675391
5.4,0,0,16,0,48,16,0,16130957,1568.8423034,1570.3,0,112,10,3030,1,451,1568.8423034
4.1,0,0,1,0,8,8,0,123631,446.1520965,446.9,0,31,0,545,1,68.7,446.1520965
-1.5,0,0,3,0,2,6,0,60750,263.07176216,263.20,0,18,3,426,1,108,263.07176216
4.2,0,0,2,0,13,5,0,5282237,394.27192431,394.5,2,28,4,549,1,83.8,394.27192431
3.8,0,0,1,0,6,3,0,3463,250.15689456,250.33,0,18,0,273,1,46.5,250.15689456
-4.1,0,0,8,0,7,12,13,3467,477.31624873,477.6,0,33,0,636,1,200,477.31624873
2.9,0,0,1,0,4,1,0,637566,154.135765193,154.25,1,11,0,150,1,20.2,154.135765193
3.5,0,0,1,0,6,1,0,81263,156.151415257,156.26,0,11,1,107,1,20.2,156.151415257
2.9,0,0,1,0,2,2,0,3033968,310.193280068,310.4,0,23,6,648,1,37.3,310.193280068
2.2,0,0,1,0,2,2,0,27812,308.177630004,308.4,0,23,4,713,1,37.3,308.177630004
2.6,0,0,1,0,1,3,0,102210,316.20384475,316.4,0,23,6,592,1,54.4,316.20384475
3.5,0,0,3,0,9,10,0,49803313,552.35363730,552.7,0,40,0,785,1,121,552.35363730
-5.9,0,0,20,0,63,30,17,156323004,1709.9689321,1711.0,0,119,0,2730,1,597,1709.9689321
2.4,0,0,3,0,3,4,0,25166913,374.18550935,374.4,0,28,2,595,1,96.8,374.18550935
N/A,0,0,11,0,13,16,0,65370,563.28025714,563.6,0,39,4,488,4,337,563.28025714
4.6,0,0,3,0,7,15,0,66828839,838.29831089,838.9,1,58,7,1760,1,204,838.29831089
