Drug,Isotope_Atom,atom_chiral_undef,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
Amorolfine,0.0,1.0,5.7,23.0,336.0,0.0,0.0,12.5,2.0,0.0,317.5,317.27186474,1.0,2.0,0.0,317.27186474,6.0
Amoxapine,0.0,0.0,2.6,22.0,424.0,0.0,0.0,36.9,0.0,0.0,313.8,313.0981898,1.0,3.0,1.0,313.0981898,1.0
Amoxycillin,0.0,0.0,-2.0,25.0,590.0,0.0,0.0,158.0,4.0,0.0,365.4,365.10454189,1.0,7.0,4.0,365.10454189,4.0
Amphotericin B,0.0,0.0,0.0,65.0,1670.0,0.0,0.0,320.0,19.0,7.0,924.1,923.48784986,1.0,18.0,12.0,923.48784986,3.0
Ampicillin,0.0,0.0,-1.1,24.0,562.0,0.0,0.0,138.0,4.0,0.0,349.4,349.10962727,1.0,6.0,3.0,349.10962727,4.0
Amprenavir,0.0,0.0,2.9,35.0,745.0,0.0,0.0,140.0,3.0,0.0,505.6,505.22465702,1.0,8.0,3.0,505.22465702,12.0
Amsacrine,0.0,0.0,4.0,28.0,601.0,0.0,0.0,88.7,0.0,0.0,393.5,393.11471265,1.0,6.0,2.0,393.11471265,5.0
Amyl Nitrite,0.0,0.0,1.8,8.0,56.4,0.0,0.0,38.7,0.0,0.0,117.15,117.078978594,1.0,3.0,0.0,117.078978594,4.0
Amylase,,,,,,,,,,,,,,,,,
Amylmetacresol,0.0,0.0,4.4,13.0,133.0,0.0,0.0,20.2,0.0,0.0,178.27,178.135765193,1.0,1.0,1.0,178.135765193,4.0
Amylobarbitone,0.0,0.0,2.1,16.0,303.0,0.0,0.0,75.3,0.0,0.0,226.27,226.13174244,1.0,3.0,2.0,226.13174244,4.0
Amylocaine,0.0,1.0,3.0,17.0,247.0,0.0,0.0,29.5,0.0,0.0,235.32,235.157228913,1.0,3.0,0.0,235.157228913,6.0
Anagrelide,0.0,0.0,1.6,16.0,360.0,0.0,0.0,44.7,0.0,0.0,256.08,254.9966172,1.0,2.0,1.0,254.9966172,0.0
Anakinra,,,,,,,,,,,,,,,,,
Anamirta Cocculus,,,,,,,,,,,,,,,,,
Anastrozole,0.0,0.0,2.1,22.0,456.0,0.0,0.0,78.3,0.0,0.0,293.4,293.16404563,1.0,4.0,0.0,293.16404563,4.0
Ancrod,,,,,,,,,,,,,,,,,
Andexanet Alfa,,,,,,,,,,,,,,,,,
Anethum Graveolens,,,,,,,,,,,,,,,,,
Anidulafungin,0.0,0.0,2.3,82.0,2150.0,0.0,0.0,377.0,15.0,0.0,1140.2,1139.50629389,1.0,17.0,14.0,1139.50629389,14.0
Anifrolumab,,,,,,,,,,,,,,,,,
Anistreplase,,,,,,,,,,,,,,,,,
Antazoline,0.0,0.0,2.6,20.0,314.0,0.0,0.0,27.6,0.0,0.0,265.35,265.157897619,1.0,2.0,1.0,265.157897619,5.0
Anti-D (Rho) Immunoglobulin,,,,,,,,,,,,,,,,,
"Anti-Inhibitor Coagulant Complex, Dried",,,,,,,,,,,,,,,,,
Antilymphocyte Immunoglobulins,,,,,,,,,,,,,,,,,
Antithrombin Iii,,,,,,,,,,,,,,,,,
Apalutamide,0.0,0.0,3.0,33.0,886.0,0.0,0.0,121.0,0.0,0.0,477.4,477.08825856,1.0,9.0,1.0,477.08825856,3.0
Apatinib,0.0,0.0,4.1,30.0,608.0,0.0,0.0,90.7,0.0,0.0,397.5,397.19026037,1.0,5.0,2.0,397.19026037,6.0
Aphanes Arvensis,,,,,,,,,,,,,,,,,
Apium Graveolens,,,,,,,,,,,,,,,,,
Apixaban,0.0,0.0,2.2,34.0,777.0,0.0,0.0,111.0,0.0,0.0,459.5,459.1906543,1.0,5.0,1.0,459.1906543,5.0
Apomorphine,0.0,0.0,2.3,20.0,374.0,0.0,0.0,43.7,1.0,0.0,267.32,267.125928785,1.0,3.0,2.0,267.125928785,0.0
Apraclonidine,0.0,0.0,1.3,15.0,246.0,0.0,0.0,62.4,0.0,0.0,245.11,244.0282517,1.0,2.0,3.0,244.0282517,2.0
Apremilast,0.0,0.0,1.8,32.0,825.0,0.0,0.0,127.0,1.0,0.0,460.5,460.13042228,1.0,7.0,1.0,460.13042228,8.0
Aprepitant,0.0,0.0,4.2,37.0,810.0,0.0,0.0,75.2,3.0,0.0,534.4,534.15018768,1.0,12.0,2.0,534.15018768,6.0
Aprotinin,0.0,57.0,-25.4,454.0,16700.0,0.0,0.0,2820.0,0.0,0.0,6511.0,6507.0413833,1.0,97.0,93.0,6510.0514478,111.0
Arachis Hypogea,,,,,,,,,,,,,,,,,
Arachis Oil,,,,,,,,,,,,,,,,,
Aralia Racemosa,,,,,,,,,,,,,,,,,
Arbutamine,0.0,0.0,0.9,23.0,320.0,0.0,0.0,93.0,1.0,0.0,317.4,317.16270821,1.0,5.0,5.0,317.16270821,8.0
Arctium,0.0,0.0,1.8,38.0,753.0,0.0,0.0,153.0,7.0,0.0,534.6,534.2101119,1.0,11.0,4.0,534.2101119,10.0
Areca,,,,,,,,,,,,,,,,,
Argatroban,0.0,1.0,1.3,35.0,887.0,0.0,0.0,189.0,3.0,0.0,508.6,508.24678944,1.0,8.0,5.0,508.24678944,9.0
Arginine,0.0,0.0,-4.2,12.0,176.0,0.0,0.0,128.0,1.0,0.0,174.2,174.1116757,1.0,4.0,4.0,174.1116757,5.0
Argipressin,0.0,0.0,-4.8,75.0,2070.0,0.0,0.0,515.0,8.0,0.0,1084.2,1083.43785492,1.0,16.0,14.0,1083.43785492,19.0
Aripiprazole,0.0,0.0,4.6,30.0,559.0,0.0,0.0,44.8,0.0,0.0,448.4,447.1480325,1.0,4.0,1.0,447.1480325,7.0
Arnica,,,,,,,,,,,,,,,,,
Arsenic Trioxide,0.0,0.0,,5.0,0.0,0.0,0.0,3.0,0.0,0.0,197.841,197.82793,5.0,3.0,0.0,197.82793,0.0
Artemether,0.0,0.0,3.1,21.0,429.0,0.0,0.0,46.2,8.0,0.0,298.37,298.17802393,1.0,5.0,0.0,298.17802393,1.0
Artenimol,0.0,0.0,2.5,20.0,415.0,0.0,0.0,57.2,8.0,0.0,284.35,284.16237386,1.0,5.0,1.0,284.16237386,0.0
Articaine,0.0,1.0,2.8,19.0,325.0,0.0,0.0,95.7,0.0,0.0,284.38,284.11946368,1.0,5.0,2.0,284.11946368,7.0
Ascorbic Acid,0.0,0.0,-1.6,12.0,232.0,0.0,0.0,107.0,2.0,0.0,176.12,176.03208797,1.0,6.0,4.0,176.03208797,2.0
Asenapine,0.0,0.0,3.8,20.0,363.0,0.0,0.0,12.5,2.0,0.0,285.8,285.0920418,1.0,2.0,0.0,285.0920418,0.0
Asparagine,0.0,0.0,-3.4,9.0,134.0,0.0,0.0,106.0,1.0,0.0,132.12,132.05349212,1.0,4.0,3.0,132.05349212,3.0
Aspartic Acid,0.0,0.0,-2.8,9.0,133.0,0.0,0.0,101.0,1.0,0.0,133.1,133.0375077,1.0,5.0,3.0,133.0375077,3.0
Aspirin,0.0,0.0,1.2,13.0,212.0,0.0,0.0,63.6,0.0,0.0,180.16,180.04225873,1.0,4.0,1.0,180.04225873,3.0
Astemizole,0.0,0.0,6.0,34.0,599.0,0.0,0.0,42.3,0.0,0.0,458.6,458.24818979,1.0,5.0,1.0,458.24818979,8.0
Ataluren,0.0,0.0,3.1,21.0,382.0,0.0,0.0,76.2,0.0,0.0,284.24,284.05972032,1.0,6.0,1.0,284.05972032,3.0
Atazanavir,0.0,0.0,5.6,51.0,1110.0,0.0,0.0,171.0,4.0,0.0,704.9,704.38974802,1.0,9.0,5.0,704.38974802,18.0
Atenolol,0.0,1.0,0.2,19.0,263.0,0.0,0.0,84.6,0.0,0.0,266.34,266.16304257,1.0,4.0,3.0,266.16304257,8.0
Atezolizumab,,,,,,,,,,,,,,,,,
Atogepant,0.0,0.0,3.4,43.0,1110.0,0.0,0.0,104.0,4.0,0.0,603.5,603.17050859,1.0,11.0,2.0,603.17050859,4.0
Atomoxetine,0.0,0.0,3.7,19.0,237.0,0.0,0.0,21.3,1.0,0.0,255.35,255.162314293,1.0,2.0,1.0,255.162314293,6.0
Atorvastatin,0.0,0.0,5.0,41.0,822.0,0.0,0.0,112.0,2.0,0.0,558.6,558.25300038,1.0,6.0,4.0,558.25300038,12.0
Atosiban,0.0,0.0,-1.9,68.0,1770.0,0.0,0.0,416.0,9.0,0.0,994.2,993.44120896,1.0,15.0,11.0,993.44120896,18.0
Atovaquone,0.0,0.0,5.2,26.0,595.0,0.0,0.0,54.4,0.0,0.0,366.8,366.1022722,1.0,3.0,1.0,366.1022722,2.0
Atracurium,0.0,4.0,7.9,67.0,1390.0,0.0,2.0,126.0,0.0,0.0,929.1,928.50852574,1.0,12.0,0.0,928.50852574,26.0
Atropa Bella-Donna,,,,,,,,,,,,,,,,,
Atropine,0.0,1.0,1.8,21.0,353.0,0.0,0.0,49.8,2.0,0.0,289.4,289.1677936,1.0,4.0,1.0,289.1677936,5.0
Attapulgite,,,,,,,,,,,,,,,,,
Aucklandia Costus,,,,,,,,,,,,,,,,,
"Autologous Bone Marrow Cells, Unspecified",,,,,,,,,,,,,,,,,
Autologous T Cells Isolated From Melanoma Tumour Nodules,,,,,,,,,,,,,,,,,
Avanafil,0.0,0.0,2.6,34.0,642.0,0.0,0.0,125.0,1.0,0.0,483.9,483.1785654,1.0,9.0,3.0,483.1785654,9.0
Avapritinib,0.0,0.0,1.9,37.0,752.0,0.0,0.0,106.0,1.0,0.0,498.6,498.24041907,1.0,9.0,1.0,498.24041907,5.0
Avatrombopag,0.0,0.0,4.0,42.0,935.0,0.0,0.0,158.0,0.0,0.0,649.7,648.1510867,1.0,10.0,2.0,648.1510867,7.0
Avelumab,,,,,,,,,,,,,,,,,
Avena Sativa,,,,,,,,,,,,,,,,,
Avibactam,0.0,0.0,-1.8,17.0,457.0,0.0,0.0,139.0,2.0,0.0,265.25,265.03685625,1.0,6.0,2.0,265.03685625,3.0
Aviptadil,0.0,0.0,-15.9,234.0,7580.0,0.0,0.0,1470.0,31.0,0.0,3326.8,3324.7401145,1.0,51.0,51.0,3325.7434694,115.0
Axicabtagene Ciloleucel,,,,,,,,,,,,,,,,,
Axitinib,0.0,0.0,4.2,28.0,557.0,0.0,0.0,96.0,0.0,1.0,386.5,386.12013238,1.0,4.0,2.0,386.12013238,5.0
Azacitidine,0.0,0.0,-2.2,17.0,384.0,0.0,0.0,141.0,4.0,0.0,244.2,244.0807695,1.0,5.0,4.0,244.0807695,2.0
Azatadine,0.0,0.0,3.6,22.0,417.0,0.0,0.0,16.1,0.0,0.0,290.4,290.17829871,1.0,2.0,0.0,290.17829871,0.0
Azathioprine,0.0,0.0,0.1,19.0,354.0,0.0,0.0,143.0,0.0,0.0,277.27,277.03819367,1.0,7.0,1.0,277.03819367,2.0
Azelaic Acid,0.0,0.0,1.6,13.0,147.0,0.0,0.0,74.6,0.0,0.0,188.22,188.10485899,1.0,4.0,2.0,188.10485899,8.0
Azelastine,0.0,1.0,4.4,27.0,558.0,0.0,0.0,35.9,0.0,0.0,381.9,381.1607901,1.0,3.0,0.0,381.1607901,3.0
Azilsartan Medoxomil,0.0,0.0,4.9,42.0,1100.0,0.0,0.0,140.0,0.0,0.0,568.5,568.15941374,1.0,10.0,1.0,568.15941374,10.0
Azithromycin,0.0,0.0,4.0,52.0,1150.0,0.0,0.0,180.0,18.0,0.0,749.0,748.50852574,1.0,14.0,5.0,748.50852574,7.0
Aztreonam,0.0,0.0,0.3,28.0,808.0,0.0,0.0,238.0,2.0,1.0,435.4,435.05185486,1.0,12.0,4.0,435.05185486,7.0
Becaplermin,,,,,,,,,,,,,,,,,
Beclometasone,0.0,0.0,2.2,28.0,805.0,0.0,0.0,94.8,8.0,0.0,408.9,408.1703517,1.0,5.0,3.0,408.1703517,2.0
Bedaquiline,0.0,0.0,7.2,37.0,715.0,0.0,0.0,45.6,2.0,0.0,555.5,554.15689,1.0,4.0,1.0,554.15689,8.0
Belantamab Mafodotin,,,,,,,,,,,,,,,,,
Belatacept,,,,,,,,,,,,,,,,,
Belimumab,,,,,,,,,,,,,,,,,
Belumosudil,0.0,0.0,4.8,34.0,678.0,0.0,0.0,105.0,0.0,0.0,452.5,452.19607403,1.0,6.0,3.0,452.19607403,7.0
Belzutifan,0.0,0.0,2.0,26.0,675.0,0.0,0.0,95.8,3.0,0.0,383.3,383.04391352,1.0,8.0,1.0,383.04391352,3.0
Bemiparin,0.0,20.0,-10.8,70.0,2410.0,0.0,0.0,652.0,0.0,0.0,1134.9,1134.0069961,1.0,38.0,15.0,1134.0069961,21.0
Bemiparin,0.0,20.0,-10.8,70.0,2410.0,0.0,0.0,652.0,0.0,0.0,1134.9,1134.0069961,1.0,38.0,15.0,1134.0069961,21.0
Bemiparin,0.0,20.0,-10.8,70.0,2410.0,0.0,0.0,652.0,0.0,0.0,1134.9,1134.0069961,1.0,38.0,15.0,1134.0069961,21.0
Bemiparin,0.0,20.0,-10.8,70.0,2410.0,0.0,0.0,652.0,0.0,0.0,1134.9,1134.0069961,1.0,38.0,15.0,1134.0069961,21.0
Bemiparin,0.0,20.0,-10.8,70.0,2410.0,0.0,0.0,652.0,0.0,0.0,1134.9,1134.0069961,1.0,38.0,15.0,1134.0069961,21.0
Bempedoic Acid,0.0,0.0,4.8,24.0,351.0,0.0,0.0,94.8,0.0,0.0,344.5,344.25627424,1.0,5.0,3.0,344.25627424,14.0
Bendamustine,0.0,0.0,2.9,23.0,380.0,0.0,0.0,58.4,0.0,0.0,358.3,357.1010823,1.0,4.0,1.0,357.1010823,9.0
Bendrofluazide,0.0,1.0,1.2,27.0,740.0,0.0,0.0,135.0,0.0,0.0,421.4,421.03778277,1.0,10.0,3.0,421.03778277,3.0
Benethamine Penicillin,0.0,0.0,,39.0,696.0,0.0,0.0,124.0,3.0,0.0,545.7,545.23482778,2.0,6.0,3.0,545.23482778,9.0
Benorylate,0.0,0.0,2.2,23.0,442.0,0.0,0.0,81.7,0.0,0.0,313.3,313.09502258,1.0,5.0,1.0,313.09502258,6.0
Benperidol,0.0,0.0,3.7,28.0,556.0,0.0,0.0,52.7,0.0,0.0,381.4,381.18525518,1.0,4.0,1.0,381.18525518,6.0
Benralizumab,,,,,,,,,,,,,,,,,
Benserazide,0.0,1.0,-1.3,18.0,278.0,0.0,0.0,148.0,0.0,0.0,257.24,257.10117059,1.0,7.0,7.0,257.10117059,5.0
Benzalkonium,0.0,0.0,7.9,23.0,253.0,0.0,1.0,0.0,0.0,0.0,318.6,318.31607528,1.0,0.0,0.0,318.31607528,14.0
Benzbromarone,0.0,0.0,5.7,22.0,405.0,0.0,0.0,50.4,0.0,0.0,424.1,421.91532,1.0,3.0,1.0,423.91327,3.0
Benzhexol,0.0,1.0,4.5,22.0,314.0,0.0,0.0,23.5,0.0,0.0,301.5,301.240564612,1.0,2.0,1.0,301.240564612,5.0
Benzocaine,0.0,0.0,1.9,12.0,151.0,0.0,0.0,52.3,0.0,0.0,165.19,165.078978594,1.0,3.0,1.0,165.078978594,3.0
Benzoic Acid,0.0,0.0,1.9,9.0,103.0,0.0,0.0,37.3,0.0,0.0,122.12,122.03677943,1.0,2.0,1.0,122.03677943,1.0
Benzoyl Peroxide,0.0,0.0,3.5,18.0,258.0,0.0,0.0,52.6,0.0,0.0,242.23,242.0579088,1.0,4.0,0.0,242.0579088,5.0
Benzthiazide,0.0,0.0,1.7,26.0,739.0,0.0,0.0,161.0,0.0,0.0,431.9,430.9834972,1.0,7.0,2.0,430.9834972,5.0
Benztropine,0.0,0.0,4.5,23.0,340.0,0.0,0.0,12.5,2.0,0.0,307.4,307.193614421,1.0,2.0,0.0,307.193614421,4.0
Benzydamine,0.0,0.0,3.9,23.0,344.0,0.0,0.0,30.3,0.0,0.0,309.4,309.184112366,1.0,3.0,0.0,309.184112366,7.0
Benzyl Alcohol,0.0,0.0,1.1,8.0,55.4,0.0,0.0,20.2,0.0,0.0,108.14,108.057514874,1.0,1.0,1.0,108.057514874,1.0
Benzyl Benzoate,0.0,0.0,4.0,16.0,213.0,0.0,0.0,26.3,0.0,0.0,212.24,212.083729621,1.0,2.0,0.0,212.083729621,4.0
Benzyl Cinnamate,0.0,0.0,3.8,18.0,271.0,0.0,0.0,26.3,0.0,1.0,238.28,238.099379685,1.0,2.0,0.0,238.099379685,5.0
Benzyl Hydroxybenzoate,0.0,0.0,3.6,17.0,238.0,0.0,0.0,46.5,0.0,0.0,228.24,228.078644241,1.0,3.0,1.0,228.078644241,4.0
Benzyl Nicotinate,0.0,0.0,2.4,16.0,224.0,0.0,0.0,39.2,0.0,0.0,213.23,213.078978594,1.0,3.0,0.0,213.078978594,4.0
Benzylpenicillin,0.0,0.0,1.8,23.0,530.0,0.0,0.0,112.0,3.0,0.0,334.4,334.09872823,1.0,5.0,2.0,334.09872823,4.0
Beractant,,,,,,,,,,,,,,,,,
Berberis,,,,,,,,,,,,,,,,,
Berotralstat,0.0,0.0,4.5,41.0,938.0,0.0,0.0,109.0,1.0,0.0,562.6,562.21042212,1.0,9.0,3.0,562.21042212,9.0
Beta Carotene,0.0,0.0,13.5,40.0,1120.0,0.0,0.0,0.0,0.0,9.0,536.9,536.438201786,1.0,0.0,0.0,536.438201786,10.0
Beta-Alanine,0.0,0.0,-3.0,6.0,52.8,0.0,0.0,63.3,0.0,0.0,89.09,89.047678466,1.0,3.0,2.0,89.047678466,2.0
Betahistine,0.0,0.0,0.4,10.0,83.3,0.0,0.0,24.9,0.0,0.0,136.19,136.100048391,1.0,2.0,1.0,136.100048391,3.0
Betaine,0.0,0.0,0.5,8.0,87.6,0.0,0.0,40.1,0.0,0.0,117.15,117.078978594,1.0,2.0,0.0,117.078978594,1.0
Betamethasone,0.0,0.0,1.9,28.0,805.0,0.0,0.0,94.8,8.0,0.0,392.5,392.19990218,1.0,6.0,3.0,392.19990218,2.0
Betaxolol,0.0,1.0,2.8,22.0,286.0,0.0,0.0,50.7,0.0,0.0,307.4,307.21474379,1.0,4.0,2.0,307.21474379,11.0
Bethanechol,0.0,1.0,0.0,11.0,140.0,0.0,1.0,52.3,0.0,0.0,161.22,161.129002789,1.0,2.0,1.0,161.129002789,4.0
Bethanidine,0.0,0.0,0.9,13.0,160.0,0.0,0.0,36.4,0.0,0.0,177.25,177.126597491,1.0,1.0,2.0,177.126597491,4.0
Betiatide,0.0,0.0,-0.1,25.0,519.0,0.0,0.0,167.0,0.0,0.0,367.4,367.08380644,1.0,7.0,4.0,367.08380644,10.0
Betula,0.0,0.0,2.3,11.0,144.0,0.0,0.0,46.5,0.0,0.0,152.15,152.047344113,1.0,3.0,1.0,152.047344113,2.0
Betula,0.0,0.0,2.3,11.0,144.0,0.0,0.0,46.5,0.0,0.0,152.15,152.047344113,1.0,3.0,1.0,152.047344113,2.0
Bevacizumab,,,,,,,,,,,,,,,,,
Bexarotene,0.0,0.0,7.6,26.0,551.0,0.0,0.0,37.3,0.0,0.0,348.5,348.208930132,1.0,2.0,1.0,348.208930132,3.0
Bezafibrate,0.0,0.0,3.8,25.0,452.0,0.0,0.0,75.6,0.0,0.0,361.8,361.1080858,1.0,4.0,2.0,361.1080858,7.0
Bicalutamide,0.0,1.0,2.3,29.0,750.0,0.0,0.0,116.0,0.0,0.0,430.4,430.06104075,1.0,9.0,2.0,430.06104075,5.0
Bictegravir,0.0,0.0,2.7,32.0,912.0,0.0,0.0,99.2,3.0,0.0,449.4,449.11985517,1.0,9.0,2.0,449.11985517,3.0
Bifonazole,0.0,1.0,4.8,24.0,362.0,0.0,0.0,17.8,0.0,0.0,310.4,310.146998583,1.0,1.0,0.0,310.146998583,4.0
Bilastine,0.0,0.0,2.3,34.0,641.0,0.0,0.0,67.6,0.0,0.0,463.6,463.28349205,1.0,5.0,1.0,463.28349205,10.0
Bimatoprost,0.0,0.0,2.8,30.0,541.0,0.0,0.0,89.8,5.0,2.0,415.6,415.27225866,1.0,4.0,4.0,415.27225866,12.0
Bimekizumab,,,,,,,,,,,,,,,,,
Binimetinib,0.0,0.0,3.1,27.0,521.0,0.0,0.0,88.4,0.0,0.0,441.2,440.02956,1.0,7.0,3.0,440.02956,6.0
Biotin,0.0,0.0,0.3,16.0,298.0,0.0,0.0,104.0,3.0,0.0,244.31,244.08816355,1.0,4.0,3.0,244.08816355,5.0
Biperiden,0.0,4.0,4.3,23.0,422.0,0.0,0.0,23.5,0.0,0.0,311.5,311.224914549,1.0,2.0,1.0,311.224914549,5.0
Bisacodyl,0.0,0.0,3.8,27.0,457.0,0.0,0.0,65.5,0.0,0.0,361.4,361.13140809,1.0,5.0,0.0,361.13140809,7.0
Bismuth,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,208.9804,208.9804,1.0,0.0,0.0,208.9804,0.0
Bisoprolol,0.0,1.0,1.9,23.0,278.0,0.0,0.0,60.0,0.0,0.0,325.4,325.22530847,1.0,5.0,2.0,325.22530847,12.0
Bivalirudin,0.0,0.0,-7.1,155.0,4950.0,0.0,0.0,902.0,16.0,0.0,2180.3,2178.9858129,1.0,35.0,28.0,2179.9891678,67.0
Black Rubber Mixture,,,,,,,,,,,,,,,,,
Bleomycin,0.0,10.0,-7.5,96.0,2580.0,0.0,1.0,685.0,9.0,0.0,1415.6,1414.51898128,1.0,31.0,20.0,1414.51898128,36.0
Blinatumomab,,,,,,,,,,,,,,,,,
Boceprevir,0.0,1.0,3.1,37.0,959.0,0.0,0.0,151.0,4.0,0.0,519.7,519.34206955,1.0,5.0,4.0,519.34206955,10.0
Bonemeal,,,,,,,,,,,,,,,,,
Borago,,,,,,,,,,,,,,,,,
Borax,0.0,0.0,,23.0,121.0,0.0,0.0,102.0,0.0,0.0,381.4,382.0868084,13.0,17.0,10.0,382.0868084,0.0
Boric Acid,0.0,0.0,,4.0,8.0,0.0,0.0,60.7,0.0,0.0,61.84,62.0175241,1.0,3.0,3.0,62.0175241,0.0
Borneol,0.0,3.0,2.7,11.0,185.0,0.0,0.0,20.2,0.0,0.0,154.25,154.135765193,1.0,1.0,1.0,154.135765193,0.0
Bortezomib,0.0,0.0,,28.0,500.0,0.0,0.0,124.0,2.0,0.0,384.2,384.1968855,1.0,6.0,4.0,384.1968855,9.0
Bosentan,0.0,0.0,3.8,39.0,839.0,0.0,0.0,154.0,0.0,0.0,551.6,551.18385484,1.0,11.0,2.0,551.18385484,11.0
Bosutinib,0.0,0.0,5.4,36.0,734.0,0.0,0.0,82.9,0.0,0.0,530.4,529.1647452,1.0,8.0,1.0,529.1647452,9.0
Brassica,,,,,,,,,,,,,,,,,
Brentuximab Vedotin,,,,,,,,,,,,,,,,,
Bretylium,0.0,0.0,2.8,13.0,156.0,0.0,1.0,0.0,0.0,0.0,243.16,242.05444,1.0,0.0,0.0,242.05444,3.0
Brexucabtagene Autoleucel,,,,,,,,,,,,,,,,,
Brigatinib,0.0,0.0,4.6,40.0,835.0,0.0,0.0,85.9,0.0,0.0,584.1,583.2591382,1.0,9.0,2.0,583.2591382,8.0
Brimonidine,0.0,0.0,0.6,17.0,308.0,0.0,0.0,62.2,0.0,0.0,292.13,291.01196,1.0,3.0,2.0,291.01196,2.0
Brinzolamide,0.0,0.0,-0.3,23.0,598.0,0.0,0.0,164.0,1.0,0.0,383.5,383.0643343,1.0,9.0,2.0,383.0643343,7.0
Brivaracetam,0.0,0.0,1.0,15.0,253.0,0.0,0.0,63.4,2.0,0.0,212.29,212.152477885,1.0,2.0,1.0,212.152477885,5.0
Brodalumab,,,,,,,,,,,,,,,,,
Brolucizumab,,,,,,,,,,,,,,,,,
Bromazepam,0.0,0.0,1.7,19.0,385.0,0.0,0.0,54.4,0.0,0.0,316.15,315.00072,1.0,3.0,1.0,315.00072,1.0
Bromfenac,0.0,0.0,3.3,20.0,366.0,0.0,0.0,80.4,0.0,0.0,334.16,333.00006,1.0,4.0,2.0,333.00006,4.0
Bromhexine,0.0,0.0,4.3,18.0,256.0,0.0,0.0,29.3,0.0,0.0,376.13,373.99932,1.0,2.0,1.0,375.99727,3.0
Bromocriptine,0.0,0.0,3.8,43.0,1230.0,0.0,0.0,118.0,6.0,0.0,654.6,653.22128,1.0,6.0,3.0,653.22128,5.0
Brompheniramine,0.0,1.0,3.5,19.0,249.0,0.0,0.0,16.1,0.0,0.0,319.24,318.07316,1.0,2.0,0.0,318.07316,5.0
Bronopol,0.0,0.0,-0.6,9.0,107.0,0.0,0.0,86.3,0.0,0.0,199.99,198.94802,1.0,4.0,2.0,198.94802,2.0
Buclizine,0.0,1.0,7.1,31.0,514.0,0.0,0.0,6.5,0.0,0.0,433.0,432.2332268,1.0,2.0,0.0,432.2332268,6.0
Budesonide,0.0,1.0,2.5,31.0,862.0,0.0,0.0,93.1,8.0,0.0,430.5,430.2355388,1.0,6.0,2.0,430.2355388,4.0
Bufexamac,0.0,0.0,1.9,16.0,200.0,0.0,0.0,58.6,0.0,0.0,223.27,223.1208434,1.0,3.0,2.0,223.1208434,6.0
Bulevirtide,0.0,0.0,-16.7,385.0,14300.0,0.0,0.0,2160.0,44.0,0.0,5399.0,5395.6115492,1.0,76.0,65.0,5397.6182589,166.0
Bumetanide,0.0,0.0,2.8,25.0,528.0,0.0,0.0,127.0,0.0,0.0,364.4,364.10929292,1.0,7.0,3.0,364.10929292,8.0
Bupivacaine,0.0,1.0,3.4,21.0,321.0,0.0,0.0,32.3,0.0,0.0,288.4,288.220163521,1.0,2.0,1.0,288.220163521,5.0
Buprenorphine,0.0,0.0,5.0,34.0,869.0,0.0,0.0,62.2,7.0,0.0,467.6,467.30355879,1.0,5.0,2.0,467.30355879,5.0
Bupropion,0.0,1.0,3.2,16.0,247.0,0.0,0.0,29.1,0.0,0.0,239.74,239.1076919,1.0,2.0,1.0,239.1076919,4.0
Burosumab,,,,,,,,,,,,,,,,,
Buserelin,0.0,0.0,-0.1,89.0,2450.0,0.0,0.0,441.0,9.0,0.0,1239.4,1238.65602686,1.0,15.0,15.0,1238.65602686,33.0
Buspirone,0.0,0.0,2.6,28.0,529.0,0.0,0.0,69.6,0.0,0.0,385.5,385.24777525,1.0,6.0,0.0,385.24777525,6.0
Busulphan,0.0,0.0,-0.5,14.0,293.0,0.0,0.0,104.0,0.0,0.0,246.3,246.02318051,1.0,6.0,0.0,246.02318051,7.0
Butenafine,0.0,0.0,6.3,24.0,374.0,0.0,0.0,3.2,0.0,0.0,317.5,317.214349865,1.0,1.0,0.0,317.214349865,5.0
Butethamate,0.0,1.0,3.4,19.0,245.0,0.0,0.0,29.5,0.0,0.0,263.37,263.18852904,1.0,3.0,0.0,263.18852904,9.0
Butobarbitone,0.0,0.0,1.7,15.0,279.0,0.0,0.0,75.3,0.0,0.0,212.25,212.11609238,1.0,3.0,2.0,212.11609238,4.0
Butorphanol,0.0,0.0,3.8,24.0,492.0,0.0,0.0,43.7,3.0,0.0,327.5,327.219829168,1.0,3.0,2.0,327.219829168,2.0
Butriptyline,0.0,1.0,5.1,22.0,313.0,0.0,0.0,3.2,0.0,0.0,293.4,293.214349865,1.0,1.0,0.0,293.214349865,4.0
Butyl Aminobenzoate,0.0,0.0,2.9,14.0,174.0,0.0,0.0,52.3,0.0,0.0,193.24,193.110278721,1.0,3.0,1.0,193.110278721,5.0
Butylated Hydroxytoluene,,,,,,,,,,,,,,,,,
Cefaclor,0.0,0.0,-1.8,24.0,606.0,0.0,0.0,138.0,3.0,0.0,367.8,367.0393548,1.0,6.0,3.0,367.0393548,4.0
